anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"विशेषणम्,2.1","प्रयोजककर्तृरहितप्रज्यकर्ता,5.1#हेतुः,5.1#विशेषणम्,2.1"
2.1,मायाविना,मायाविना,मायाविन्{पुं;3;एक},मायाविन्{पुं;3;एक},"प्रयोजककर्तृरहितप्रयोज्यकर्ता,5.1","प्रयोजककर्तृरहितप्रज्यकर्ता,5.1#हेतुः,5.1#प्रयोजककर्तृरहितप्रयोज्यकर्ता,5.1"
3.1,नृप-,नृप-आत्मजौ,नृप,नृप,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2"
3.2,आत्म-,--,आत्म-,आत्म-,"उपपद-तत्पुरुषः,3.3","उपपद-तत्पुरुषः,3.3"
3.3,जौ,--,ज{पुं;1;द्वि}/ज{पुं;2;द्वि}/ज{पुं;8;द्वि},ज{पुं;2;द्वि},"कर्म,5.1","मुख्यकर्म,11.1#मुख्यकर्म,5.1#गौणकर्म,11.1#गौणकर्म,5.1"
4.1,दूरम्,दूरम्,दूर{पुं;2;एक}/दूर{नपुं;1;एक}/दूर{नपुं;2;एक},दूर{नपुं;2;एक},"कर्म,5.1","देशाधिकरणम्_उप,5.1#मुख्यकर्म,11.1#मुख्यकर्म,5.1#गौणकर्म,5.1#कर्ता,11.1#विशेषणम्,7.1#विशेषणम्,6.1#गौणकर्म,11.1"
5.1,अपवाह्य,अपवाह्य,अप_वह्1{णिजन्त;अव्य;ल्यप्;भ्वादिः},अप_वह्1{णिजन्त;अव्य;ल्यप्;भ्वादिः},"पूर्वकालः,11.1","पूर्वकालः,11.1"
6.1,गृध्रम्,--,गृध्र{पुं;2;एक},गृध्र{पुं;2;एक},"विशेषणम्,7.1","विशेषणम्,7.1#मुख्यकर्म,11.1#कर्म,8.1#गौणकर्म,11.1"
7.1,जटायुषम्,--,जटायुस्{पुं;2;एक},जटायुस्{पुं;2;एक},"कर्म,8.1","मुख्यकर्म,11.1#कर्म,8.1#गौणकर्म,11.1"
8.1,हत्वा,--,हन्1{अव्य;क्त्वा;अदादिः},हन्1{अव्य;क्त्वा;अदादिः},"पूर्वकालः,11.1","पूर्वकालः,11.1"
9.1,रामस्य,--,राम{पुं;6;एक},राम{पुं;6;एक},"षष्ठीसम्बन्धः,10.1","षष्ठीसम्बन्धः,10.1"
10.1,भार्याम्,--,भार्या{स्त्री;2;एक},भार्या{स्त्री;2;एक},"कर्म,11.1","मुख्यकर्म,11.1#गौणकर्म,11.1"
11.1,जहार,--,हृ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/हृ1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}/हृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}/हृ2{कर्तरि;लिट्;उ;एक;परस्मैपदी;जुहोत्यादिः},हृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;जुहोत्यादिः},-,-
12.1,.,-,-,-,-,-
