anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,एतत्,एतत्,एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक},एतद्{सर्वनाम;नपुं;2;एक},"विशेषणम्,2.1","विशेषणम्,5.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्म,9.1#कर्म,4.1#कर्म,2.1#कर्ता,11.1"
2.1,आख्यानम्,आख्यानम्,आख्यान{नपुं;1;एक(आङ्_ख्या1;ल्युट्;अदादिः)}/आख्यान{नपुं;2;एक(आङ्_ख्या1;ल्युट्;अदादिः)},आख्यान{नपुं;2;एक(आङ्_ख्या1;ल्युट्;अदादिः)},"कर्म,4.1","कर्म,9.1#कर्म,4.1#कर्ता,11.1"
3.1,आयुष्यम्,आयुष्यं,आयुष्य{पुं;2;एक}/आयुष्य{नपुं;1;एक}/आयुष्य{नपुं;2;एक},आयुष्य{नपुं;2;एक},"विशेषणम्,2.1","विशेषणम्,5.1#विशेषणम्,2.1#विशेषणम्,1.1#कर्म,9.1#कर्म,4.1#कर्म,2.1#कर्ता,11.1"
4.1,पठन्,पठन्,पठत्{पुं;1;एक(पठ्1;शतृ_लट्;भ्वादिः)},पठत्{पुं;1;एक(पठ्1;शतृ_लट्;भ्वादिः)},"विशेषणम्,6.1","वर्तमानसमानकालः,11.1#कर्ता,11.1#विशेषणम्,6.1"
5.1,रामायणम्,रामायणं,रामायण{नपुं;1;एक}/रामायण{नपुं;2;एक},रामायण{नपुं;2;एक},"विशेषणम्,2.1","विशेषणम्,2.1#कर्म,9.1#कर्म,4.1#कर्म,2.1#कर्ता,11.1"
6.1,नरः,नरः,नृ{पुं;1;बहु}/नर{पुं;1;एक}/नृ{पुं;8;बहु},नृ{पुं;1;बहु},"कर्ता,11.1;कर्ता,9.1","सम्बोध्यः,11.1#कर्ता,11.1"
7.1,स-,सपुत्र-पौत्रः,स-,स-,"बहुव्रीहिः,7.3","बहुव्रीहिः,7.3"
7.2,पुत्र-,सपुत्र-पौत्रः,-पुत्र-,पुत्र-,"इतरेतर-द्वन्द्वः,7.3","इतरेतर-द्वन्द्वः,7.3"
7.3,पौत्रः,--,पौत्र{पुं;1;एक},पौत्र{पुं;1;एक},"विशेषणम्,6.1","विशेषणम्,6.1#विशेषणम्,4.1#कर्ता,11.1"
8.1,स-,स-,स-,स-,"बहुव्रीहिः,8.2","बहुव्रीहिः,8.2"
8.2,गणः,स-गणः,गण{पुं;1;एक},गण{पुं;1;एक},"विशेषणम्,6.1","कर्ता,11.1;कर्ता,9.1;विशेषणम्,6.1"
9.1,प्रेत्य,प्रेत्य,प्र_इ1{अव्य;ल्यप्;अदादिः},प्र_इ1{अव्य;ल्यप्;अदादिः},"पूर्वकालः,11.1","पूर्वकालः,11.1#क्रियाविशेषणम्,11.1"
10.1,स्वर्गे,स्वर्गे,स्वर्ग{पुं;7;एक},स्वर्ग{पुं;7;एक},"अधिकरणम्,11.1","अधिकरणम्,11.1#अधिकरणम्,9.1#अधिकरणम्,4.1#अधिकरणम्,2.1"
11.1,महीयते,महीयते,मही{कर्तरि;लट्;प्र;एक;आत्मनेपदी;नामधतु},मही{कर्तरि;लट्;प्र;एक;आत्मनेपदी;नामधतु},"अभिहित_कर्ता,6.1;सकर्मक",-
12.1,.,.,-,-,-,-
