anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,बिभेद,बिभेद,भिद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;रुधादिः}/भिद्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;रुधादिः},भिद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;रुधादिः},"अभिहित_कर्ता,12.1;सकर्मक",-
2.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1"
3.1,पुनः,पुनः,पुनः{अव्य},पुनः{अव्य},"सम्बन्धः,1.1","क्रियाविशेषणम्,1.1#क्रियाविशेषणम्,12.1#सम्बन्धः,1.1"
4.1,सालान्,सालान्,साल{पुं;2;बहु},साल{पुं;2;बहु},"समुच्चितः,9.1","सुप्_समुच्चितः,9.1#कर्म,12.1"
5.1,सप्त,सप्त,सप्तन्{संख्येयम्;1;बहु}/सप्तन्{संख्येयम्;2;बहु},सप्तन्{संख्येयम्;2;बहु},"विशेषणम्,4.1","विशेषणम्,4.1#सुप्_समुच्चितः,9.1#कर्म,12.1"
6.1,एकेन,एकेन,एक{संख्येयम्;पुं;3;एक}/एक{संख्येयम्;नपुं;3;एक},एक{संख्येयम्;पुं;3;एक},"विशेषणम्,7.2","करणम्,1.1#हेतुः,12.1#विशेषणम्,7.2"
7.1,महा-,महा-इषुणा,महा}/महत्,महत्,"कर्मधारयः,7.2","कर्मधारयः,7.2"
7.2,इषुणा,--,इषु{पुं;3;एक},इषु{पुं;3;एक},"करणम्,1.1","विशेषणम्,6.1#करणम्,1.1#हेतुः,12.1"
8.1,गिरिम्,गिरिं,गिरि{पुं;2;एक}/गिरि{स्त्री;2;एक},गिरि{पुं;2;एक},"समुच्चितः,9.1","सुप्_समुच्चितः,9.1#कर्म,12.1"
9.1,रसातलम्,रसातलं,रसातल{नपुं;1;एक}/रसातल{नपुं;2;एक},रसातल{नपुं;2;एक},"कर्म,1.1","कर्म,12.1#कर्ता,1.1#कर्म,1.1"
10.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,9.1","सुप्_समुच्चय_द्योतकः,9.1#सम्बन्धः,9.1"
11.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,10.1","सम्बन्धः,10.1"
12.1,जनयन्,जनयन्,जनयत्{पुं;1;एक(जन्2;णिजन्त;शतृ_लट्;दिवादिः)},जनयत्{पुं;1;एक(जन्2;णिजन्त;शतृ_लट्;दिवादिः)},"वर्तमानसमानकालः,1.1","वर्तमानसमानकालः,1.1#कर्ता,1.1"
13.1,प्रत्ययम्,प्रत्ययं,प्रत्यय{पुं;2;एक},प्रत्यय{पुं;2;एक},"कर्म,12.1","सुप्_समुच्चितः,9.1#कर्म,12.1"
14.1,तदा,तदा,तदा{अव्य},तदा{अव्य},"कालाधिकरणम्,1.1","कालाधिकरणम्,1.1"
15.1,.,.,-,-,-,-
