anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"विशेषणम्,9.1","विशेषणम्,9.1#विशेषणम्,5.1#विशेषणम्,3.1#कर्ता,6.1"
2.1,सत्य-,सत्य-वचनात्,सत्य,सत्य,"कर्मधारयः,2.2","कर्मधारयः,2.2"
2.2,वचनाद्,--,वचन{नपुं;5;एक},वचन{नपुं;5;एक},"हेतुः,5.1","हेतुः5,7.1#हेतुः5,6.1#हेतुः5,5.1"
3.1,राजा,राजा,राजन्{पुं;1;एक},राजन्{पुं;1;एक},"विशेषणम्,9.1","कर्ता,6.1#अभेदः,9.1#विशेषणम्,9.1"
4.1,धर्म-,धर्म-पाशेन,धर्म,धर्म,"कर्मधारयः,4.2","कर्मधारयः,4.2"
4.2,पाशेन,--,पाश{पुं;3;एक}/पाश{नपुं;3;एक},पाश{पुं;3;एक},"हेतुः,5.1","हेतुः,7.1#हेतुः,6.1#हेतुः,5.1"
5.1,संयतः,संयतः,संयत{पुं;1;एक(सम्_यत्1;घञ्;भ्वादिः)},संयत{पुं;1;एक(सम्_यत्1;घञ्;भ्वादिः)},"विशेषणम्,9.1","विशेषणम्,10.1#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,3.1#कर्ता,6.1"
6.1,विवासयामास,विवासयामास,वि_वस्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;चुरादिः},वि_वस्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;चुरादिः},"अभिहित_कर्ता,9.1;सकर्मक",-
7.1,सुतम्,सुतं,षु2{कर्तरि;लोट्;म;द्वि;परस्मैपदी;अदादिः}/सुत{पुं;2;एक}/सुत{नपुं;1;एक}/सुत{नपुं;2;एक},सुत{पुं;2;एक},"अभेदः,8.1","विशेषणम्,10.1#कर्म,6.1#कर्ता,6.1#अभेदः,8.1"
8.1,रामम्,रामं,राम{पुं;2;एक},राम{पुं;2;एक},"कर्म,6.1","कर्म,7.1#कर्म,6.1"
9.1,दशरथः,दशरथः,दशरथ{पुं;1;एक},दशरथ{पुं;1;एक},"कर्ता,6.1","कर्ता,6.1"
10.1,प्रियम्,प्रियम्,प्रिय{पुं;2;एक}/प्रिय{नपुं;1;एक}/प्रिय{नपुं;2;एक},प्रिय{पुं;2;एक},"विशेषणम्,7.1","विशेषणम्,7.1#कर्म,7.1#कर्म,6.1#कर्ता,6.1#विशेषणम्,8.1"
11.1,.,.,-,-,-,-
