anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"करणम्,2.1","करणम्,5.1#करणम्,2.1#हेतुः,13.1#हेतुः,10.1#हेतुः,7.1#हेतुः,5.1#हेतुः,2.1"
2.1,गत्वा,गत्वा,गम्1{अव्य;क्त्वा;भ्वादिः},गम्1{अव्य;क्त्वा;भ्वादिः},"पूर्वकालः,13.1","पूर्वकालः,13.1"
3.1,पुरीम्,पुरीं,पुरी{स्त्री;2;एक},पुरी{स्त्री;2;एक},"कर्म,2.1","विशेषणम्,9.1#कर्म,13.1#कर्म,10.1#कर्म,5.1#कर्म,2.1"
4.1,लङ्काम्,लङ्कां,लङ्का{स्त्री;2;एक},लङ्का{स्त्री;2;एक},"विशेषणम्,3.1","विशेषणम्,12.1#विशेषणम्,11.1#विशेषणम्,9.1#विशेषणम्,3.1#कर्म,13.1#कर्म,10.1#कर्म,5.1#कर्म,2.1"
5.1,हत्वा,हत्वा,हन्1{अव्य;क्त्वा;अदादिः},हन्1{अव्य;क्त्वा;अदादिः},"पूर्वकालः,13.1","पूर्वकालः,13.1"
6.1,रावणम्,रावणम्,रावण{पुं;2;एक},रावण{पुं;2;एक},"कर्म,5.1","कर्म,13.1#कर्म,10.1#कर्म,5.1#कर्म,2.1"
7.1,आहवे,आहवे,आहव{पुं;7;एक(आङ्_हु1;घञ्;जुहोत्यादिः)},आहव{पुं;7;एक(आङ्_हु1;घञ्;जुहोत्यादिः)},"अधिकरणम्,5.1","अधिकरणम्,10.1#अधिकरणम्,5.1"
8.1,रामः,रामः,राम{पुं;1;एक},राम{पुं;1;एक},"कर्ता,13.1;कर्ता,10.1;कर्ता,5.1;कर्ता,2.1","कर्ता,13.1"
9.1,सीताम्,सीताम्,सीता{स्त्री;2;एक},सीता{स्त्री;2;एक},"कर्म,10.1","कर्म,13.1#कर्म,10.1#कर्म,5.1#कर्म,2.1"
10.1,अनुप्राप्य,अनुप्राप्य,अनु_प्र_आप्1{अव्य;ल्यप्;स्वादिः},अनु_प्र_आप्1{अव्य;ल्यप्;स्वादिः},"पूर्वकालः,13.1","पूर्वकालः,13.1"
11.1,पराम्,परां,परा{सर्वनाम;स्त्री;2;एक},परा{सर्वनाम;स्त्री;2;एक},"विशेषणम्,12.1","विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,13.1#कर्म,10.1#कर्म,5.1#कर्म,2.1"
12.1,व्रीडाम्,व्रीडाम्,व्रीडा{स्त्री;2;एक},व्रीडा{स्त्री;2;एक},"कर्म,13.1","विशेषणम्,11.1#विशेषणम्,9.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,13.1#कर्म,10.1#कर्म,5.1#कर्म,2.1"
13.1,उपागमत्,उपागमत्,उप_गम्1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः}/उप_आङ्_गम्1{कर्तरि{लुङ्;प्र;एक;परस्मैपदी;भ्वादिः},उप_आङ्_गम्1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,8.1;सकर्मक",-
14.1,.,.,-,-,-,-
