anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,गत्वा,गत्वा,गम्1{अव्य;क्त्वा;भ्वादिः},गम्1{अव्य;क्त्वा;भ्वादिः},"पूर्वकालः,7.1","पूर्वकालः,7.1"
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1"
3.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,7.1;कर्ता,1.1","विशेषणम्,10.3#कर्ता,7.1"
4.1,महात्मानम्,महात्मानं,महात्मन्{पुं;2;एक},महात्मन्{पुं;2;एक},"विशेषणम्,5.1","विशेषणम्,9.1#विशेषणम्,5.1#मुख्यकर्म,7.1#कर्म,1.1#गौणकर्म,7.1"
5.1,रामम्,रामं,राम{पुं;2;एक},राम{पुं;2;एक},"कर्म,1.1","विशेषणम्,9.1#मुख्यकर्म,7.1#कर्म,1.1#गौणकर्म,7.1"
6.1,सत्य-,सत्य-पराक्रमम्,सत्य,सत्य,"षष्ठी-बहुव्रीहिः,6.2","षष्ठी-बहुव्रीहिः,6.2"
6.2,पराक्रमम्,--,पराक्रम{पुं;2;एक}/पराक्रम{नपुं;1;एक}/पराक्रम{नपुं;2;एक},पराक्रम{पुं;2;एक},"विशेषणम्,5.1","मुख्यकर्म,7.1#कर्म,1.1#विधेय_विशेषणम्,3.1#कर्ता,7.1#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,5.1#विशेषणम्,4.1#गौणकर्म,7.1"
7.1,अयाचत्,अयाचत्,याच्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः},याच्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,10.3;सकर्मक",-
8.1,भ्रातरम्,भ्रातरं,भ्रातृ{पुं;2;एक},भ्रातृ{पुं;2;एक},"विशेषणम्,9.1","मुख्यकर्म,7.1#कर्म,1.1#गौणकर्म,7.1#अभेदः,9.1#अभेदः,5.1#विशेषणम्,9.1"
9.1,रामम्,रामम्,राम{पुं;2;एक},राम{पुं;2;एक},"कर्म,7.1","विशेषणम्,5.1#मुख्यकर्म,7.1#कर्म,1.1#गौणकर्म,7.1"
10.1,आर्य-,आर्य-भाव-पुरस्कृतः,आर्य,आर्य,"कर्मधारयः,10.2","कर्मधारयः,10.2"
10.2,भाव-,--,भाव(भू1;घञ्;भ्वादिः),भाव(भू1;घञ्;भ्वादिः),"तृतीया-तत्पुरुषः,10.3","तृतीया-तत्पुरुषः,10.3"
10.3,पुरस्कृतः,--,पुरस्कृत{पुं;1;एक},पुरस्कृत{पुं;1;एक},"विशेषणम्,3.1","विशेषणम्,3.1#कर्ता,7.1"
11.1,.,.,-,-,-,-
