anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,ततः,ततः,ततः{अव्य},ततः{अव्य},"सम्बन्धः,6.1","सम्बन्धः,7.1#सम्बन्धः,6.1#कार्य_द्योतकः,7.1#कार्य_द्योतकः,6.1"
2.1,अग्नि-,अग्नि-वचनात्,अग्नि,अग्नि,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2"
2.2,वचनात्,--,वचन{नपुं;5;एक},वचन{नपुं;5;एक},"हेतुः,4.1","हेतुः5,9.1#हेतुः5,8.1#हेतुः5,7.1#हेतुः5,6.1#हेतुः5,5.1#हेतुः5,4.1"
3.1,सीताम्,सीतां,सीता{स्त्री;2;एक},सीता{स्त्री;2;एक},"कर्म,4.1","कर्म,9.1#कर्म,7.1#कर्म,5.1#कर्म,4.1"
4.1,ज्ञात्वा,ज्ञात्वा,ज्ञा1{अव्य;क्त्वा;क्र्यादिः},ज्ञा1{अव्य;क्त्वा;क्र्यादिः},"पूर्वकालः,8.1","पूर्वकालः,9.1#पूर्वकालः,8.1#पूर्वकालः,7.1#पूर्वकालः,6.1"
5.1,विगत-,विगत-कल्मषाम्,विगत(वि_गम्1;क्त;भ्वादिः),विगत(वि_गम्1;क्त;भ्वादिः),"बहुव्रीहिः,5.2","बहुव्रीहिः,5.2"
5.2,कल्मषाम्,--,कल्मषा{स्त्री;2;एक},कल्मषा{स्त्री;2;एक},"विधेय_विशेषणम्,3.1","विधेय_विशेषणम्,3.1#विशेषणम्,3.1#कर्म,9.1#कर्म,7.1#कर्म,4.1"
6.1,बभौ,बभौ,भा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/भा1{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः},भा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,7.1;सकर्मक",-
7.1,रामः,रामः,रा1{कर्तरि;लट्;उ;बहु;परस्मैपदी;अदादिः}/राम{पुं;1;एक},राम{पुं;1;एक},"कर्ता,6.1","कर्ता,6.1"
8.1,सम्प्रहृष्टः,सम्प्रहृष्टः,संप्रहृष्ट{पुं;1;एक(सम्_प्र_हृष्;क्त;दिवादिः)},संप्रहृष्ट{पुं;1;एक(सम्_प्र_हृष्;क्त;दिवादिः)},"विशेषणम्,7.1","विशेषणम्,9.1#विशेषणम्,7.1#कर्ता,6.1"
9.1,पूजितः,पूजितः,पूजित{पुं;1;एक(पूज्1;क्त;चुरादिः)},पूजित{पुं;1;एक(पूज्1;क्त;चुरादिः)},"विधेय_विशेषणम्,7.1","विशेषणम्,8.1#विशेषणम्,7.1#कर्ता,6.1#विधेय_विशेषणम्,7.1"
10.1,सर्व-,सर्व-दैवतैः,सर्व,सर्व,"कर्मधारयः,10.2","कर्मधारयः,10.2"
10.2,दैवतैः,--,दैवत{नपुं;3;बहु}/दैवत{पुं;3;बहु},दैवत{नपुं;3;बहु},"कर्ता,9.1","कर्ता,9.1#कर्ता,8.1#कर्ता,5.1#करणम्,9.1#करणम्,5.1#करणम्,4.1#हेतुः,9.1#हेतुः,8.1#हेतुः,7.1#हेतुः,6.1#हेतुः,5.1#हेतुः,4.1"
11.1,.,.,-,-,-,-
