chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1,028_2-029,1,1.1,दृष्ट्वा,दृष्ट्वेमं,दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},"पूर्वकालः,7.1","पूर्वकालः,7.1",देखकर
1,028_2-029,1,2.1,इमम्,-,इदम्{पुं;2;एक},इदम्{पुं;2;एक},"विशेषणम्,3.2","विशेषणम्,3.1#विशेषणम्,3.2",इस
1,028_2-029,1,3.1,स्व-,स्वजनं,स्व,स्व,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",स्वजन_समुदाय_को
1,028_2-029,1,3.2,जनम्,-,जन{पुं;2;एक},जन{पुं;2;एक},"कर्म,1.1","कर्म,1.1",-
1,028_2-029,1,4.1,कृष्ण,कृष्ण,कृष्ण{पुं;8;एक}/कृष्ण{नपुं;8;एक},कृष्ण{पुं;8;एक},"सम्बोध्यः,7.1","सम्बोध्यः,7.1",हे_कृष्ण
1,028_2-029,1,5.1,युयुत्सुम्,युयुत्सुं,युयुत्सु{पुं;2;एक},युयुत्सु{पुं;2;एक},"विशेषणम्,3.2","विशेषणम्,3.1#विशेषणम्,3.2",युद्ध_के_अभिलाषी
1,028_2-029,1,6.1,समुपस्थितम्,समुपस्थितम्,समुपस्थित{पुं;2;एक}/समुपस्थित{नपुं;1;एक}/समुपस्थित{नपुं;2;एक},सम्_उप_स्था1{कृत्_प्रत्ययः:क्त;सम्_उप_ष्ठा;भ्वादिः;पुं}{2;एक},"विशेषणम्,3.2","विशेषणम्,3.1#विशेषणम्,3.2",डटे_हुए
1,028_2-029,1,7.1,सीदन्ति,सीदन्ति,सीदत्{नपुं;1;बहु}/सीदत्{नपुं;2;बहु}/सीदत्{नपुं;8;बहु}/सीदन्ती{स्त्री;8;एक}/सद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;षदॢँ;भ्वादिः}/सद्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;षदॢँ;तुदादिः},सद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;षदॢँ;भ्वादिः},"अभिहित_कर्ता,9.1;सकर्मकः.1;समुच्चितः,19.1","अभिहित_कर्ता,9.1;सकर्मकः.1;समुच्चितः,19.1",शिथिल_हुए_जा_रहे_हैं
1,028_2-029,1,8.1,मम,मम,अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः},अस्मद्{6;एक},"षष्ठीसम्बन्धः,9.1","षष्ठीसम्बन्धः,9.1",मेरे
1,028_2-029,1,9.1,गात्राणि,गात्राणि,गात्र{नपुं;1;बहु}/गात्र{नपुं;2;बहु}/गात्र{नपुं;8;बहु},गात्र{नपुं;1;बहु},"कर्ता,7.1","कर्ता,7.1",अंग
1,028_2-029,1,10.1,मुखम्,मुखं,मुख{पुं;2;एक}/मुख{नपुं;1;एक}/मुख{नपुं;2;एक},मुख{नपुं;1;एक},"कर्ता,12.1","कर्ता,12.1",मुख
1,028_2-029,1,11.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,10.1","समुच्चय_द्योतकः,19.1#सम्बन्धः,10.1",और
1,028_2-029,1,12.1,परिशुष्यति,परिशुष्यति,परि_शुष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;शुषँ;दिवादिः},परि_शुष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;परि_शुषँ;दिवादिः},"समुच्चितः,19.1","समुच्चितः,19.1",सूखा_जा_रहा_है
1,028_2-029,1,13.1,वेपथुः,वेपथुश्च,वेपथु{पुं;1;एक},वेपथु{पुं;1;एक},"समुच्चितः,17.2","समुच्चितः,17.1#कर्ता,19.1#समुच्चितः,17.2",कम्प
1,028_2-029,1,14.1,च,-,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,17.2","समुच्चय_द्योतकः,17.1#समुच्चय_द्योतकः,17.2",तथा
1,028_2-029,1,15.1,शरीरे,शरीरे,शरीर{नपुं;1;द्वि}/शरीर{नपुं;2;द्वि}/शरीर{नपुं;7;एक},शरीर{नपुं;7;एक},"अधिकरणम्,19.1","अधिकरणम्,19.1",शरीर_में
1,028_2-029,1,16.1,मे,मे,अस्मद्{6;एक},अस्मद्{6;एक},"षष्ठीसम्बन्धः,15.1","षष्ठीसम्बन्धः,15.1",मेरे
1,028_2-029,1,17.1,रोम-,रोमहर्षश्च,रोमन्,रोमन्,"षष्ठी-तत्पुरुषः,17.2","षष्ठी-तत्पुरुषः,17.2",रोमांच
1,028_2-029,1,17.2,हर्षः,-,हर्ष{पुं;1;एक},हर्ष{पुं;1;एक},"कर्ता,19.1","कर्ता,19.1",-
1,028_2-029,1,18.1,च,-,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,19.1","समुच्चय_द्योतकः,17.1#समुच्चय_द्योतकः,17.2#समुच्चय_द्योतकः,19.1",एवं
1,028_2-029,1,19.1,जायते,जायते,जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः},जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः},"अभिहित_कर्ता,17.1","अभिहित_कर्ता,17.1",हो_रहा_है
