chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
10,24,1,1.1,पुरोधसाम्,पुरोधसां,पुरोधस्{पुं}{6;बहु},पुरोधस्{पुं}{6;बहु},"निर्धारणम्,3.1","निर्धारणम्,3.1",पुरोहितों_में
10,24,1,2.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,1.1","सम्बन्धः,6.1#सम्बन्धः,1.1",और
10,24,1,3.1,मुख्यम्,मुख्यं,मुख्य{पुं}{2;एक}/मुख्य{नपुं}{1;एक}/मुख्य{नपुं}{2;एक},मुख्य{पुं;2;एक},"विशेषणम्,7.2","विशेषणम्,7.2",मुखिया
10,24,1,4.1,माम्,मां,अस्मद्{2;एक},अस्मद्{2;एक},"कर्म,5.1","कर्म,5.1",मुझको
10,24,1,5.1,विद्धि,विद्धि,विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः},विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः},"अभिहित_कर्ता,5.1.1","अभिहित_कर्ता,7.1.1#अभिहित_कर्ता,5.1.1",जान
10,24,1,5.1.1,(त्वम्),(-),युष्मद्{1;एक},युष्मद्{1;एक},"कर्ता,5.1","कर्ता,5.1",मैं
10,24,1,6.1,पार्थ,पार्थ,पार्थ{पुं}{8;एक},पार्थ{पुं;8;एक},"सम्बोध्यः,12.1","सम्बोध्यः,12.1",हे_पार्थ
10,24,1,7.1,बृहस्-,बृहस्पतिम्,बृहस्,बृहस्,"षष्ठी-तत्पुरुषः,7.2","षष्ठी-तत्पुरुषः,7.2",बृहस्पति
10,24,1,7.2,पतिम्,-,पति{पुं}{2;एक},पति{पुं;2;एक},"कर्मसमानाधिकरणम्,5.1","कर्मसमानाधिकरणम्,5.1",-
10,24,1,8.1,सेनानीनाम्,सेनानीनामहं,सेनानीनाम्,सेनानिन्{पुं;6;बहु},"निर्धारणम्,10.1","निर्धारणम्,10.1",सेनापतियों_में
10,24,1,9.1,अहम्,0,अस्मद्{1;एक},अस्मद्{1;एक},"कर्ता,12.1","कर्ता,12.1",मैं
10,24,1,10.1,स्कन्दः,स्कन्दः,स्कन्द{पुं}{1;एक},स्कन्द{पुं;1;एक},"समुच्चितः,13.1","समुच्चितः,13.1",स्कन्द
10,24,1,11.1,सरसाम्,सरसामस्मि,सरस्{नपुं}{6;बहु}/सरसा{स्त्री}{2;एक},सरस्{नपुं;6;बहु},"निर्धारणम्,13.1","निर्धारणम्,13.1",जलाशयों_में
10,24,1,12.1,अस्मि,0,अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः},अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः},"अभिहित_कर्ता,9.1","अभिहित_कर्ता,9.1",हूँ
10,24,1,13.1,सागरः,सागरः,सागर{पुं}{1;एक},सागर{पुं;1;एक},"विधेय_विशेषणम्,9.1","विधेय_विशेषणम्,9.1",समुद्र
10,24,1,13.1.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,13.1","समुच्चय_द्योतकः,13.1",और
