chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
10,007-008-009-010-011.1,1,1.1,तस्मिन्,तस्मिन्,तद्{सर्वनाम;पुं;7;एक}/तद्{सर्वनाम;नपुं;7;एक},तद्{सर्वनाम;पुं;7;एक},"देशाधिकरणम्,38.1","विशेषणम्,13.1#अधिकरणम्,25.1#अधिकरणम्,22.1#अधिकरणम्,16.1#अधिकरणम्,9.1#अधिकरणम्,8.1#देशाधिकरणम्,38.1",उसमें
10,007-008-009-010-011.1,1,2.1,जीमूत-,जीमूत-सङ्काशम्,जीमूत,जीमूत,"कर्मधारयः,2.2","कर्मधारयः,2.2",जीमूत-
10,007-008-009-010-011.1,1,2.2,सङ्काशम्,--,सङ्काश{पुं;2;एक}/सङ्काश{नपुं;1;एक}/सङ्काश{नपुं;2;एक},सङ्काश{पुं;2;एक},"विशेषणम्,5.2","विशेषणम्,5.2",सदृश
10,007-008-009-010-011.1,1,3.1,प्रदीप्त-,प्रदीप्त-उज्ज्वल-कुण्डलम्,प्रदीप्त,प्रदीप्त,"कर्मधारयः,3.2","कर्मधारयः,3.2",प्रदीप्त-
10,007-008-009-010-011.1,1,3.2,उज्ज्वल-,--,उज्ज्वल,उज्ज्वल,"बहुव्रीहिः,3.3","बहुव्रीहिः,3.3",उज्ज्वल-
10,007-008-009-010-011.1,1,3.3,कुण्डलम्,--,कुण्डल{पुं;2;एक}/कुण्डल{नपुं;1;एक}/कुण्डल{नपुं;2;एक},कुण्डल{पुं;2;एक},"विशेषणम्,5.2","विशेषणम्,5.2",कुण्डल
10,007-008-009-010-011.1,1,4.1,लोहिताक्षम्,लोहिताक्षम्,लोहिताक्ष{पुं;2;एक}/लोहिताक्ष{नपुं;1;एक}/लोहिताक्ष{नपुं;2;एक},लोहिताक्ष{पुं;2;एक},"विशेषणम्,5.2","विशेषणम्,5.2",लोहिताक्ष_को
10,007-008-009-010-011.1,1,5.1,महा-,महा-बाहुम्,महत्,महत्,"बहुव्रीहिः,5.2","बहुव्रीहिः,5.2",महा-
10,007-008-009-010-011.1,1,5.2,बाहुम्,--,बाहु{पुं;2;एक},बाहु{पुं;2;एक},"कर्म,38.1","कर्म,38.1",भुजे
10,007-008-009-010-011.1,1,6.1,महा-,महा-रजत-वाससम्,महत्,महत्,"कर्मधारयः,6.2","कर्मधारयः,6.2",महा-
