chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1,151_152.1,1,1.1,निविश्य,निविश्य,नि_विश्1{अव्य;ल्यप्;तुदादिः},नि_विश्1{अव्य;ल्यप्;तुदादिः},"पूर्वकालः,5.1","पूर्वकालः,5.1",वास_करके
1,151_152.1,1,2.1,वदनम्,वदनम्,वदन{नपुं;2;एक}/वदन{नपुं;1;एक},वदन{नपुं;2;एक},"कर्म,1.1","कर्म,1.1",शरीर_को
1,151_152.1,1,3.1,मे,मे,अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक},अस्मद्{सर्वनाम;6;एक},"षष्ठी_तत्पुरुषः,2.1","षष्ठी_तत्पुरुषः,2.1",मेरा
1,151_152.1,1,4.1,अद्य,अद्य,अद्य{अव्य},अद्य{अव्य},"कालाधिकरणम्,5.1","कालाधिकरणम्,5.1",आज
1,151_152.1,1,5.1,गन्तव्यम्,गन्तव्यम्,गन्तव्य{अव्य(ध्_गम्1{तव्यत्;भ्वादिः)}/गन्तव्य{नपुं;1;एक(गम्1;तव्यत्;भ्वादिः)}/गन्तव्य{पुं;2;एक(ध्_गम्1;तव्यत्;भ्वादिः)},गन्तव्य{अव्य(गम्1{तव्यत्;भ्वादिः)},-,-,जाना_चाहिये
1,151_152.1,1,6.1,वानर-,वानर-,वानर-,वानर-,"सप्तमी_तत्पुरुषः,6.2","सप्तमी_तत्पुरुषः,6.2",वानर-
1,151_152.1,1,6.2,उत्तम,उत्तम,उत्तम{पुं;8;एक}/उत्तम{नपुं;8;एक},उत्तम{पुं;8;एक},"सम्बोध्यः,5.1","सम्बोध्यः,5.1",अच्छा
1,151_152.1,1,7.1,वरः,वरः,वर{पुं;1;एक}/वर{पुं;1;एक},वर{पुं;1;एक},"कर्म,10.1","कर्म,10.1",श्रेष्ठ
1,151_152.1,1,8.1,एषः,एष,एतद्{सर्वनाम;पुं;1;एक}/}/}/एष{पुं;8;एक}/एष{नपुं;8;एक,एतद्{सर्वनाम;पुं;1;एक},"विशेषणम्,7.1","विशेषणम्,7.1",यह
1,151_152.1,1,9.1,पुरा,पुरा,पुरा{अव्य},पुरा{अव्य},"कालाधिकरणम्,10.1","कालाधिकरणम्,10.1",पहले
1,151_152.1,1,10.1,दत्तः,दत्तः,दा3{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;जुहोत्यादिः}/दत्त{पुं;1;एक(ध्_दा1;क्त;भ्वादिः)}/दत्त{पुं;1;एक(ध्_दा3;क्त;जुहोत्यादिः)},दत्त{पुं;1;एक(ध्_दा1;क्त;भ्वादिः)},-,-,देते_हैं
1,151_152.1,1,11.1,मम(मह्यम्),मम,अस्मद्{सर्वनाम;6;एक}/मा1{कर्तरि{लिट्;म;बहु;परस्मैपदी;अदादिः}/},अस्मद्{सर्वनाम;6;एक},"षष्ठी_सम्बन्धः,12.1","षष्ठी_सम्बन्धः,12.1",मेरा
1,151_152.1,1,12.1,धात्रा,धात्रा,धातृ{पुं;3;एक},धातृ{पुं;3;एक},"कर्ता,10.1","कर्ता,10.1",विधाता_से
1,151_152.1,1,13.1,इति,इति,इति{अव्य},इति{अव्य},"सम्बन्धः,18.1","सम्बन्धः,18.1",ऐसा
1,151_152.1,1,14.1,सत्वरा,सत्वरा,सत्वर{स्त्री;1;एक},सत्वर{स्त्री;1;एक},"विशेषणम्,19.1","विशेषणम्,19.1",सत्वर
1,151_152.1,1,15.1,व्यादाय,व्यादाय,व्यादाय{पुं;8;एक}/व्यादाय{नपुं;8;एक}/वि_आङ्_दा1{अव्य{ल्यप्;भ्वादिः}/वि_आङ्_दा3{अव्य{ल्यप्;जुहोत्यादिः},वि_आङ्_दा1{अव्य{ल्यप्;भ्वादिः},"पूर्वकालः,18.1","पूर्वकालः,9.1#पूर्वकालः,18.1",-
1,151_152.1,1,16.1,विपुलम्,विपुलम्,विपुल{पुं;2;एक}/विपुल{नपुं;2;एक}/विपुल{नपुं;1;एक},विपुल{पुं;2;एक},"विशेषणम्,17.1","विशेषणम्,17.1#गौणकर्म,9.1",-
1,151_152.1,1,17.1,वक्त्रम्,वक्त्रम्,वक्त्र{नपुं;2;एक}/वक्त्र{नपुं;1;एक},वक्त्र{नपुं;2;एक},"कर्म,15.1","कर्मसमानाधिकरणम्,2.1#कर्म,15.1",मुख_को
1,151_152.1,1,18.1,स्थिता,स्थिता,स्थित{स्त्री;1;एक(ष्था1{क्त;भ्वादिः)},स्थित{स्त्री;1;एक(ष्था1{क्त;भ्वादिः)},-,"वाक्यकर्म,9.1",रही_हुई
1,151_152.1,1,19.1,सा,सा,तद्{सर्वनाम;स्त्री;1;एक},तद्{सर्वनाम;स्त्री;1;एक},"कर्ता,18.1","कर्ता,18.1",वह
1,151_152.1,1,20.1,मारुतेः,मारुतेः,मारुति{पुं;6;एक}/मारुति{पुं;5;एक},मारुति{पुं;6;एक},"षष्ठीसम्बन्धः,7.1","हेतुः5,9.1#उप_अपेक्षा,7.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,7.1",हनुमान_के
1,151_152.1,1,21.1,पुरः,पुरः,पुरः{अव्य},पुरः{अव्य},"देशाधिकरणम्,18.1","देशाधिकरणम्_उप,9.1#क्रियाविशेषणम्,9.1#देशाधिकरणम्,18.1",पुरः
