chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
4,022-023-024.1,1,1.1,स्रग्विणः,स्रग्विणः,स्रग्विन्{पुं;1;बहु}/स्रग्विन्{पुं;2;बहु}/स्रग्विन्{पुं;5;एक}/स्रग्विन्{पुं;6;एक}/स्रग्विन्{पुं;8;बहु},स्रग्विन्{पुं;2;बहु},"समुच्चितः,15.2","सुप्_समुच्चितः,13.1#कर्ता,18.1#कर्म,18.1#षष्ठीसम्बन्धः,22.2#षष्ठीसम्बन्धः,21.1#षष्ठीसम्बन्धः,20.1#षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,18.1#षष्ठीसम्बन्धः,17.2#षष्ठीसम्बन्धः,16.2#षष्ठीसम्बन्धः,15.2#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,6.3#हेतुः5,23.1#हेतुः5,22.2#हेतुः5,18.1#हेतुः5,5.3#हेतुः5,3.1#सुप्_समुच्चितः,10.3#सुप्_समुच्चितः,3.1#समुच्चितः,15.2",-
4,022-023-024.1,1,2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",तो
4,022-023-024.1,1,3.1,अनुलिप्तान्,अनुलिप्तान्,अनुलिप्त{पुं;2;बहु(अनु_लिप्1;क्त;तुदादिः)},अनुलिप्त{पुं;2;बहु(अनु_लिप्1;क्त;तुदादिः)},"समुच्चितः,15.2","विशेषणम्,15.2#विशेषणम्,13.1#विशेषणम्,10.3#विशेषणम्,9.1#विशेषणम्,8.2#विशेषणम्,6.3#विशेषणम्,5.3#सुप्_समुच्चितः,13.1#सुप्_समुच्चितः,10.3#समुच्चितः,15.2",लगा_हुवों_को
4,022-023-024.1,1,4.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,22.1","सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1#समुच्चय_द्योतकः,22.1",और
4,022-023-024.1,1,5.1,वर-,वर-आभरण-भूषितान्,वर,वर,"कर्मधारयः,5.2","कर्मधारयः,5.2",वर-
4,022-023-024.1,1,5.2,आभरण-,--,आभरण,आभरण,"तृतीया_तत्पुरुषः,5.3","तृतीया_तत्पुरुषः,5.3",आभरण-
4,022-023-024.1,1,5.3,भूषितान्,--,भूषित{पुं;2;बहु(भूष्1;क्त;भ्वादिः)},भूषित{पुं;2;बहु(भूष्1;क्त;भ्वादिः)},"समुच्चितः,15.2","विशेषणम्,15.2#विशेषणम्,13.1#विशेषणम्,10.3#विशेषणम्,9.1#विशेषणम्,8.2#विशेषणम्,6.3#सुप्_समुच्चितः,13.1#सुप्_समुच्चितः,10.3#सुप्_समुच्चितः,3.1#समुच्चितः,15.2",शोभित_हुआ_हुआ
4,022-023-024.1,1,6.1,नाना-,नाना-वेष-समायुक्तान्,नाना,नाना,"कर्मधारयः,6.2","कर्मधारयः,6.2",नाना-
4,022-023-024.1,1,6.2,वेष-,--,वेष,वेष,"तृतीया_तत्पुरुषः,6.3","तृतीया_तत्पुरुषः,6.3",वेष-
4,022-023-024.1,1,6.3,समायुक्तान्,--,समायुक्त{पुं;2;बहु},समायुक्त{पुं;2;बहु},"समुच्चितः,15.2","विशेषणम्,15.2#विशेषणम्,13.1#विशेषणम्,10.3#विशेषणम्,9.1#विशेषणम्,8.2#उपमानम्,8.2#सुप्_समुच्चितः,13.1#सुप्_समुच्चितः,10.3#सुप्_समुच्चितः,3.1#समुच्चितः,15.2",संयुक्तों_को
4,022-023-024.1,1,7.1,यथा,यथा,यथा{अव्य},यथा{अव्य},"सम्बन्धः,22.1","उपमान_द्योतकः,6.3#क्रियाविशेषणम्,23.1#क्रियाविशेषणम्,22.2#क्रियाविशेषणम्,18.1#सम्बन्धः,22.1",जैसे
4,022-023-024.1,1,8.1,स्वैर-,स्वैर-चरान्,स्वैर,स्वैर,"उपपद_तत्पुरुषः,8.2","उपपद_तत्पुरुषः,8.2",स्वैर-
4,022-023-024.1,1,8.2,चरान्,--,चर{पुं;2;बहु},चर{पुं;2;बहु},"समुच्चितः,15.2","विशेषणम्,15.2#विशेषणम्,13.1#विशेषणम्,10.3#विशेषणम्,9.1#सुप्_समुच्चितः,13.1#सुप्_समुच्चितः,10.3#सुप्_समुच्चितः,3.1#समुच्चितः,15.2",चरों_को
4,022-023-024.1,1,9.1,बहून्,बहून्,बहु{पुं;2;बहु},बहु{पुं;2;बहु},"समुच्चितः,15.2","तीव्रतादर्शी,10.3#विशेषणम्,15.2#विशेषणम्,13.1#विशेषणम्,10.3#सुप्_समुच्चितः,13.1#सुप्_समुच्चितः,10.3#सुप्_समुच्चितः,3.1#समुच्चितः,15.2",बहुतों_को
4,022-023-024.1,1,10.1,तीक्ष्ण-,तीक्ष्ण-शूल-धरान्,तीक्ष्ण,तीक्ष्ण,"कर्मधारयः,10.2","कर्मधारयः,10.2",तीक्ष्ण-
4,022-023-024.1,1,10.2,शूल-,--,शूल,शूल,"उपपद_तत्पुरुषः,10.3","उपपद_तत्पुरुषः,10.3",शूल-
