chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
35,023_1,1,1.1,स-,स-सुवर्ण-छविः,स,स,"समासः,1.2","समासः,1.2",स-
35,023_1,1,1.2,सुवर्ण-,--,सुवर्ण,सुवर्ण,"समासः,1.3","समासः,1.3",सुवर्ण-
35,023_1,1,1.3,छविः,--,छवि{स्त्री;1;एक}/छवि{पुं;1;एक},छवि{पुं;1;एक},"विशेषणम्,5.1","विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विशेषणम्,5.1#विशेषणम्,4.2#कर्ता_बे_वेर्ब्स्,6.1",-
35,023_1,1,2.1,श्रीमान्,श्रीमान्,श्रीमत्{पुं;1;एक}/श्री{मतुप्;पुं;1;एक},श्रीमत्{पुं;1;एक},"विशेषणम्,5.1","विधेय_विशेषणम्,1.3#विशेषणम्,5.1#विशेषणम्,4.2#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,6.1",श्री_मान्
35,023_1,1,3.1,श्यामः,श्यामः,शो1{कर्तरि;लट्;उ;बहु;परस्मैपदी;दिवादिः}/श्याम{पुं;1;एक},श्याम{पुं;1;एक},"विशेषणम्,5.1","विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.3#विशेषणम्,5.1#विशेषणम्,4.2#कर्ता_बे_वेर्ब्स्,6.1",श्याम
35,023_1,1,4.1,महा-,महा-यशाः,महत्,महत्,"समासः,4.2","समासः,4.2",महा-
35,023_1,1,4.2,यशाः,--,यशस्{पुं;1;एक},यशस्{पुं;1;एक},"विशेषणम्,5.1","विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.3#विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,6.1",यशस्
35,023_1,1,5.1,रामः,रामः,रा1{कर्तरि;लट्;उ;बहु;परस्मैपदी;अदादिः}/राम{पुं;1;एक},राम{पुं;1;एक},"कर्ता,6.1","कर्ता_बे_वेर्ब्स्,6.1",राम
35,023_1,1,6.1,[अस्ति],अस्ति,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,5.1",-,है
35,023_1,1,7.1,.,.,-,-,-,-,-
