chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1,173.2-174.1,1,1.1,प्लवमानम्,प्लवमानम्,प्लवमान{नपुं;2;एक(ध्_प्लु1{शानच्_लट्;भ्वादिः)}/प्लवमान{नपुं;1;एक(प्लु1;शानच्_लट्;भ्वादिः)}/प्लवमान{पुं;2;एक(ध्_प्लु1;शानच्_लट्;भ्वादिः)},प्लवमान{नपुं;2;एक(प्लु1{शानच्_लट्;भ्वादिः)},"कर्म,4.1","कर्म,4.1",जाता_हुआ
1,173.2-174.1,1,2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,4.1","सम्बन्धः,4.1",तो
1,173.2-174.1,1,3.1,तम्,तम्,तद्{सर्वनाम;पुं;2;एक},तद्{सर्वनाम;पुं;2;एक},"विशेषणम्,1.1","विशेषणम्,1.1#कर्म,4.1",उसको
1,173.2-174.1,1,4.1,दृष्ट्वा,दृष्ट्वा,दृश्1{अव्य;क्त्वा;दिवादिः},दृश्1{अव्य;क्त्वा;दिवादिः},"पूर्वकालः,9.1","पूर्वकालः,9.1",देख_कर
1,173.2-174.1,1,5.1,सिंहिका,सिंहिका,सिंहिका{स्त्री;1;एक},सिंहिका{स्त्री;1;एक},"कर्ता,9.1","कर्ता,9.1",राहु_की_माँ
1,173.2-174.1,1,6.1,नाम,नाम,नाम{अव्य}/नामन्{नपुं;2;एक}/नामन्{नपुं;1;एक},नामन्{नपुं;1;एक},"संज्ञा_द्योतकः,5.1","संज्ञा_द्योतकः,5.1",नाम_1
1,173.2-174.1,1,7.1,राक्षसी,राक्षसी,राक्षसी{स्त्री;1;एक},राक्षसी{स्त्री;1;एक},"विशेषणम्,5.1","विशेषणम्,13.2#विशेषणम्,12.1#विशेषणम्,5.1",राक्षसी
1,173.2-174.1,1,8.1,मनसा,मनसा,मनसा{स्त्री;1;एक}/मनस्{नपुं;3;एक}/मनस्{पुं;3;एक}/मनस्{स्त्री;3;एक},मनसा{स्त्री;1;एक},"विशेषणम्,5.1","कर्ता,12.1#हेतुः,12.1#विशेषणम्,5.1",मनसा
1,173.2-174.1,1,9.1,चिन्तयामास,चिन्तयामास,चिन्त्10{कर्तरि;लिट्;प्र;एक},चिन्त्10{कर्तरि;लिट्;प्र;एक},अभिहित_कर्ता,"कर्ता,12.1#हेतुः,12.1",चिन्ता_से
1,173.2-174.1,1,10.1,प्रवृद्धा,प्रवृद्धा,प्र_वृध्1{क्त;भ्वादिःप्र_वृद्ध;स्त्री;1;एक},प्र_वृध्1{क्त;भ्वादिःप्र_वृद्ध;स्त्री;1;एक},"विशेषणम्,5.1","विशेषणम्,5.1",बढी_हुई
1,173.2-174.1,1,11.1,काम-,काम-,काम-,काम-,"बहुव्रीहिः,11.2","बहुव्रीहिः,11.2",काम-
1,173.2-174.1,1,11.2,रूपिणी,--,रूपिन्{नपुं;2;द्वि}/रूपिन्{नपुं;1;द्वि}/रूपिन्{स्त्री;1;एक}/रूपिन्{नपुं;8;द्वि},रूपिन्{नपुं;1;द्वि},"विशेषणम्,5.1","विशेषणम्,5.1",रूपी_को
