chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
6,008-009-010,1,1.1,दृश्यैः,दृश्यैः,दृश्य{पुं;3;बहु(दृश्1;यत्;भ्वादिः)}/दृश्य{नपुं;3;बहु(दृश्1;यत्;भ्वादिः)}/दृश्य{पुं;3;बहु(दृश्1;ण्यत्;भ्वादिः)}/दृश्य{नपुं;3;बहु(दृश्1;ण्यत्;भ्वादिः)},दृश्य{नपुं;3;बहु(दृश्1;यत्;भ्वादिः)},"समुच्चितः,7.2","विशेषणम्,25.3#विशेषणम्,15.1#विशेषणम्,13.2#विशेषणम्,12.1#विशेषणम्,9.2#विशेषणम्,8.1#विशेषणम्,5.1#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,13.2#सुप्_समुच्चितः,5.1#करणम्,28.1#हेतुः,28.1#हेतुः,24.3#हेतुः,12.1#हेतुः,3.2#विशेषणम्,7.2#समुच्चितः,7.2",दृश्यों_से
6,008-009-010,1,2.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,7.2","सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1#समुच्चय_द्योतकः,7.2",और
6,008-009-010,1,3.1,परम-,परम-उदारैः,परम,परम,"कर्मधारयः,3.2","कर्मधारयः,3.2",परम-
6,008-009-010,1,3.2,उदारैः,--,उदार{पुं;3;बहु(उत्_ऋ1;घञ्;भ्वादिः)}/उदार{पुं;3;बहु(उत्_ऋ2;घञ्;जुहोत्यादिः)}/उदार{नपुं;3;बहु},उदार{पुं;3;बहु(उत्_ऋ1;घञ्;भ्वादिः)},"विशेषणम्,1.1","विशेषणम्,25.3#विशेषणम्,15.1#विशेषणम्,13.2#विशेषणम्,12.1#विशेषणम्,9.2#विशेषणम्,8.1#विशेषणम्,5.1#विशेषणम्,1.1#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,13.2#सुप्_समुच्चितः,5.1#करणम्,28.1#हेतुः,28.1#हेतुः,24.3#हेतुः,12.1#विशेषणम्,20.2#विशेषणम्,18.1#विशेषणम्,7.2",उदार_से
6,008-009-010,1,4.1,तैः,तैः,तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु},तद्{सर्वनाम;नपुं;3;बहु},"वीप्सा,5.1","विशेषणम्,25.3#विशेषणम्,15.1#विशेषणम्,13.2#विशेषणम्,12.1#विशेषणम्,9.2#विशेषणम्,8.1#विशेषणम्,5.1#वीप्सा,5.1#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,13.2#सुप्_समुच्चितः,5.1#करणम्,28.1#हेतुः,28.1#हेतुः,24.3#हेतुः,12.1#विशेषणम्,7.2",उनसे
6,008-009-010,1,5.1,तैः,तैः,तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु},तद्{सर्वनाम;नपुं;3;बहु},"विशेषणम्,7.2","विशेषणम्,25.3#विशेषणम्,15.1#विशेषणम्,13.2#विशेषणम्,12.1#विशेषणम्,7.2#विशेषणम्,8.1#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,13.2#कर्ता,12.1#करणम्,28.1#हेतुः,28.1#हेतुः,24.3#हेतुः,12.1#विशेषणम्,7.2",उनसे
6,008-009-010,1,6.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,10.1","सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,10.1",और
6,008-009-010,1,7.1,मृग-,मृग-पक्षिभिः,मृग,मृग,"द्वन्द्वः,7.2","द्वन्द्वः,7.2",मृग-
6,008-009-010,1,7.2,पक्षिभिः,--,पक्षिन्{पुं;3;बहु},पक्षिन्{पुं;3;बहु},"करणम्,10.1","विशेषणम्,25.3#विशेषणम्,13.2#विशेषणम्,12.1#विशेषणम्,9.2#विशेषणम्,8.1#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,13.2#कर्ता,12.1#करणम्,10.1#हेतुः,28.1#हेतुः,24.3#हेतुः,12.1",पक्षियों_से
6,008-009-010,1,8.1,विविधैः,विविधैः,विविध{पुं;3;बहु}/विविध{नपुं;3;बहु},विविध{नपुं;3;बहु},"विशेषणम्,7.2","विशेषणम्,7.2",विविध_से
6,008-009-010,1,9.1,बहु-,बहु-साहस्रैः,बहु,बहु,"बहुव्रीहिः,9.2","बहुव्रीहिः,9.2",बहु-
6,008-009-010,1,9.2,साहस्रैः,--,साहस्र{पुं;3;बहु}/साहस्र{नपुं;3;बहु},साहस्र{पुं;3;बहु},"विशेषणम्,7.2","विशेषणम्,7.2",एक_हजार_सैनिकों_की_टुकड्॥़इयों_से
6,008-009-010,1,10.1,परिपूर्णम्,परिपूर्णम्,परिपूर्ण{नपु;2;एक},परिपूर्ण{नपु;2;एक},"विशेषणम्,24.3","विशेषणम्,24.3",-
6,008-009-010,1,11.1,समन्ततः,समन्ततः,समन्त{अव्य;तसिल्}/समन्ततः{अव्य},समन्त{अव्य;तसिल्},"देशाधिकरणम्,10.1","क्रियाविशेषणम्,28.1#क्रियाविशेषणम्,24.3#क्रियाविशेषणम्,12.1#देशाधिकरणम्,10.1",समन्त_से
