chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
35,43,1,1.1,सः,स,-,-,"विशेषणम्,5.1","विशेषणम्,5.1",-
35,43,1,2.1,तव,तव,युष्मद्{सर्वनाम;6;एक},युष्मद्{सर्वनाम;6;एक},"षष्ठीसम्बन्धः,3.1","षष्ठीसम्बन्धः,12.2#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1",तुम्हारे
35,43,1,3.1,अदर्शनात्,अदर्शनात्,अदर्शन{नपुं;5;एक},अदर्शन{नपुं;5;एक},"हेतुः,6.1","हेतुः5,8.1#हेतुः,6.1#हेतुः5,4.1",अदर्शन_से
35,43,1,4.1,आर्ये,आर्ये,ऋ1{कर्मणि;लङ्;उ;एक;आत्मनेपदी;भ्वादिः}/ऋ2{कर्मणि;लङ्;उ;एक;आत्मनेपदी;जुहोत्यादिः}/आर्या{स्त्री;8;एक}/आर्य{पुं;7;एक},आर्य{पुं;7;एक},"सम्बोध्यः,2.1","अधिकरणम्,8.1#अधिकरणम्,6.1#सम्बोध्यः,2.1",आर्य_में
35,43,1,5.1,राघवः,राघवः,राघव{पुं;1;एक},राघव{पुं;1;एक},"कर्म,6.1","कर्म,6.1",रघुवंशी
35,43,1,6.1,परितप्यते,परितप्यते,परि_तप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},परि_तप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},-,-,पश्चताप_किया_जाता_है
35,43,1,7.1,महता,महता,महत्{पुं;3;एक}/महत्{नपुं;3;एक},महत्{पुं;3;एक},"विशेषणम्,10.1","तीव्रतादर्शी,8.1#विशेषणम्,8.1#कर्ता,6.1#कर्ता,4.1#हेतुः,8.1#हेतुः,6.1#हेतुः,4.1#विशेषणम्,10.1",महान्_से
35,43,1,8.1,ज्वलता,ज्वलता,ज्वलत्{पुं;3;एक(ज्वल्1;शतृ_लट्;भ्वादिः)}/ज्वलत्{नपुं;3;एक(ज्वल्1;शतृ_लट्;भ्वादिः)},ज्वलत्{पुं;3;एक(ज्वल्1;शतृ_लट्;भ्वादिः)},"विशेषणम्,10.1","विशेषणम्,7.1#कर्ता,6.1#कर्ता,4.1#हेतुः,6.1#हेतुः,4.1#विशेषणम्,10.1",प्रकाशित_होना_या_करता_हुआ
35,43,1,9.1,नित्यम्,नित्यम्,नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक},नित्य{पुं;2;एक},"क्रियाविशेषणम्,6.1","क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,4.1#कर्म,8.1",नित्य
35,43,1,10.1,अग्निना,अग्निना,अग्नि{पुं;3;एक},अग्नि{पुं;3;एक},"कर्ता,6.1","कर्ता,6.1#कर्ता,4.1#हेतुः,8.1#हेतुः,6.1#हेतुः,4.1",अग्नि_से
35,43,1,11.1,इव,इव,इव{अव्य},इव{अव्य},"उपमान_द्योतकः,12.2","उपमानम्_रहित_उपमान_द्योतकः,12.2#उपमान_द्योतकः,12.2",जैसे
35,43,1,12.1,अग्नि-,अग्नि-पर्वतः,अग्नि,अग्नि,"समासः,12.2","समासः,12.2",अग्नि-
35,43,1,12.2,पर्वतः,--,पर्वन्{अव्य;तसिल्}/पर्वत{पुं;1;एक},पर्वत{पुं;1;एक},"उपमानम्,5.1;कर्म,6.1","विशेषणम्,5.1;हेतुः5,8.1;हेतुः5,6.1;हेतुः5,4.1;उपमानम्,5.1;कर्म,6.1",पर्वत
35,43,1,13.1,.,.,-,-,-,-,-
