chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1,175.2-176-177.1,1,1.1,इति,इति,इति{अव्य},इति{अव्य},"सम्बन्धः,2.1","सम्बन्धः,2.1",ऐसा
1,175.2-176-177.1,1,2.1,संचिन्त्य,संचिन्त्य,सम्_चित्2{अव्य;ल्यप्;चुरादिः},सम्_चित्2{अव्य;ल्यप्;चुरादिः},"पूर्वकालः,6.1","पूर्वकालः,9.1#पूर्वकालः,6.1",चिंतन_करके
1,175.2-176-177.1,1,3.1,मनसा,मनसा,मनस्{नपुं;3;एक}/मनसा{स्त्री;1;एक},मनस्{नपुं;3;एक},"करणम्,2.1","प्रयोजककर्ता,9.1#कर्तृरहितकर्तृसमानाधिकरणम्,12.1#कर्म,9.1#करणम्,9.1#हेतुः,16.1#हेतुः,12.1#हेतुः,9.1#हेतुः,5.1#करणम्,2.1",मन_से
1,175.2-176-177.1,1,4.1,छायाम्,छायाम्,छाया{स्त्री;2;एक},छाया{स्त्री;2;एक},"कर्म,6.1","प्रयोज्यकर्ता,9.1#कर्म,9.1#कर्म,6.1",छाया_को
1,175.2-176-177.1,1,5.1,अस्य,अस्य,इदम्{सर्वनाम;पुं;6;एक}/इदम्{सर्वनाम;नपुं;6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;दिवादिः},इदम्{सर्वनाम;पुं;6;एक},"षष्ठीसम्बन्धः,4.1","षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,17.2#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,14.2#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1",इसका
1,175.2-176-177.1,1,6.1,समाक्षिपत्,समाक्षिपत्,सम्_आङ्_क्षिप्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः},सम्_आङ्_क्षिप्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,-,-
1,175.2-176-177.1,1,7.1,छायायां,छायायां,छाया{स्त्री;7;एक},छाया{स्त्री;7;एक},"विशेषणम्,8.1","विशेषणम्,8.1",छाया_में
1,175.2-176-177.1,1,8.1,गृह्यमाणायां,गृह्यमाणायां,गृह्यमान्{शानच्;ग्रह्9;स्त्री;7;एक},गृह्यमान्{शानच्;ग्रह्9;स्त्री;7;एक},"भावलक्षणसप्तमी,9.1","भावलक्षणसप्तमी,9.1",-
1,175.2-176-177.1,1,9.1,चिन्तयामास,चिन्तयामास,चित्2{णिच्;कर्तरि;लिट्;उ;एक;परस्मैपदी;चुरादिः}/चित्2{णिच्;कर्तरि;लिट्;उ;एक;आत्मनेपदी;चुरादिः}/चित्2{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;चुरादिः}/चित्2{णिच्;कर्तरि;लिट्;प्र;एक;आत्मनेपदी;चुरादिः}/चित्2{णिच्;कर्तरि;लिट्;म;बहु;परस्मैपदी;चुरादिः}/चित्2{णिच्;कर्तरि;लिट्;म;बहु;आत्मनेपदी;चुरादिः}/चित्2{कर्तरि;लिट्;उ;एक;परस्मैपदी;चुरादिः}/चित्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;चुरादिः}/चित्2{कर्तरि;लिट्;म;बहु;परस्मैपदी;चुरादिः}/चित्2{कर्मणि;लिट्;उ;एक;आत्मनेपदी;चुरादिः}/चित्2{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;चुरादिः}/चित्2{कर्मणि;लिट्;म;बहु;आत्मनेपदी;चुरादिः},चित्2{णिच्;कर्तरि;लिट्;उ;एक;परस्मैपदी;चुरादिः},अभिहित_कर्ता,अभिहित_कर्ता,-
1,175.2-176-177.1,1,10.1,वानरः,वानरः,वानर{पुं;1;एक},वानर{पुं;1;एक},"कर्ता,9.1","कर्ता,9.1",बन्दर
1,175.2-176-177.1,1,11.1,समाक्षिप्तः,समाक्षिप्तः,{सम्_आङ्_क्षिप्1क्त;पु;1;एक},{सम्_आङ्_क्षिप्1क्त;पु;1;एक},"विशेषणम्,17.2","विशेषणम्,17.2",-
1,175.2-176-177.1,1,12.1,अस्मि,अस्मि,अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;अदादिः},"वाक्यकर्म,9.1","वाक्यकर्म,9.1",हूँ
1,175.2-176-177.1,1,13.1,सहसा,सहसा,सहसा{अव्य},सहसा{अव्य},"सम्बन्धः,11.1","सम्बन्धः,11.1",अचानक
1,175.2-176-177.1,1,14.1,पङ्गूकृत-,पङ्गूकृत-पराक्रमः,पङ्गूकृत,पङ्गूकृत,"बहुव्रीहिः,14.2","बहुव्रीहिः,14.2",पङ्गूकृत-
1,175.2-176-177.1,1,14.2,पराक्रमः,--,पराक्रम{पुं;1;एक},पराक्रम{पुं;1;एक},"कर्तृसमानाधिकरणम्,12.1","कर्तृरहितकर्तृसमानाधिकरणम्,12.1#कर्तृसमानाधिकरणम्,12.1",पराक्रम
1,175.2-176-177.1,1,15.1,प्रतिलोमेन,प्रतिलोमेन,प्रतिलोम{पुं;3;एक}/प्रतिलोम{नपुं;3;एक},प्रतिलोम{पुं;3;एक},"विशेषणम्,16.1","कर्ता,16.1#हेतुः,16.1#विशेषणम्,16.1",प्रतिलोम_से
1,175.2-176-177.1,1,16.1,वातेन,वातेन,वात{पुं;3;एक(वा1;क्त;अदादिः)}/वात{नपुं;3;एक(वा1;क्त;अदादिः)},वात{पुं;3;एक(वा1;क्त;अदादिः)},"करणम्,11.1","करणम्,11.1",हवा_से
1,175.2-176-177.1,1,17.1,महा-,महा-नौः,महत्,महत्,"कर्मधारयः,17.2","कर्मधारयः,17.2",महा-
1,175.2-176-177.1,1,17.2,नौः,--,नौ{स्त्री;1;एक}/नौ{स्त्री;8;एक},नौ{स्त्री;1;एक},"उपमानम्,21.1","उपमानम्,21.1#कर्तृरहितकर्तृसमानाधिकरणम्,12.1",नौका
1,175.2-176-177.1,1,18.1,इव,इव,इव{अव्य},इव{अव्य},"उपमान_द्योतकः,17.2","उपमानम्_रहित_उपमान_द्योतकः,19.1#उपमान_द्योतकः,17.2",जैसे
1,175.2-176-177.1,1,19.1,सागरे,सागरे,सागर{पुं;7;एक},सागर{पुं;7;एक},"देशाधिकरणम्,11.1","देशाधिकरणम्,11.1",समुद्र_में
1,175.2-176-177.1,1,20.1,(इति),इति,इति{अव्य},इति{अव्य},"वाक्यकर्म_द्योतकः,12.1","वाक्यकर्म_द्योतकः,12.1",-
1,175.2-176-177.1,1,21.1,(अहम्),अहम्,अस्मद्{सर्वनाम;1;एक},अस्मद्{सर्वनाम;1;एक},"कर्ता,12.1","कर्ता,12.1",-
