chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
10,021.2-022,1,1.1,मन्दरस्य,मन्दरस्य,मन्दर{पुं;6;एक},मन्दर{पुं;6;एक},"षष्ठीसम्बन्धः,2.1","षष्ठीसम्बन्धः,16.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,13.2#षष्ठीसम्बन्धः,11.2#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,2.1",धीमे_के
10,021.2-022,1,2.1,अन्तरे,अन्तरे,अन्तरे{अव्य},अन्तरे{अव्य},"देशाधिकरणम्,3.1","देशाधिकरणम्,3.1",अन्तरे
10,021.2-022,1,3.1,सुप्तौ,सुप्तौ,सुप्ति{स्त्री;7;एक}/सुप्त{पुं;1;द्वि(ष्वप्1;क्त;अदादिः)}/सुप्त{पुं;2;द्वि(ष्वप्1;क्त;अदादिः)},सुप्ति{स्त्री;7;एक},"विशेषणम्,4.2","विशेषणम्,4.2",सुप्ति_में
10,021.2-022,1,4.1,महा-,महा-अही,महत्,महत्,"कर्मधारयः,4.2","कर्मधारयः,4.2",महा-
10,021.2-022,1,4.2,अही,--,अहि{पुं;1;द्वि}/अहि{पुं;2;द्वि}/अहि{पुं;8;द्वि}/अही{स्त्री;1;एक},अहि{पुं;1;द्वि},"उपमानम्,18.1","उपमानम्,18.1",साँप
10,021.2-022,1,5.1,रुषितौ,रुषितौ,रुषित{पु;2;द्वि},रुषित{पु;1;द्वि},"विशेषणम्,4.2","विशेषणम्,4.2",-
10,021.2-022,1,6.1,इव,इव,इव{अव्य},इव{अव्य},"उपमान_द्योतकः,4.2;उपमान_द्योतकः,14.1","उपमान_द्योतकः,4.2;उपमान_द्योतकः,14.1",जैसे
10,021.2-022,1,7.1,ताभ्याम्,ताभ्याम्,तद्{सर्वनाम;पुं;3;द्वि}/तद्{सर्वनाम;पुं;4;द्वि}/तद्{सर्वनाम;पुं;5;द्वि}/तद्{सर्वनाम;नपुं;3;द्वि}/तद्{सर्वनाम;नपुं;4;द्वि}/तद्{सर्वनाम;नपुं;5;द्वि}/तद्{सर्वनाम;स्त्री;3;द्वि}/तद्{सर्वनाम;स्त्री;4;द्वि}/तद्{सर्वनाम;स्त्री;5;द्वि},तद्{सर्वनाम;पुं;3;द्वि},"करणम्,12.1","करणम्,12.1",उनसे
10,021.2-022,1,8.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"विशेषणम्,11.2","विशेषणम्,11.2",वह
10,021.2-022,1,9.1,परिपूर्णाभ्याम्,परिपूर्णाभ्याम्,परिपूर्ण{नपुं;3;द्वि},परिपूर्ण{नपुं;3;द्वि},"विशेषणम्,7.1","विशेषणम्,7.1",-
10,021.2-022,1,10.1,उभाभ्याम्,उभाभ्याम्,उभ{सर्वनाम;पुं;3;द्वि}/उभ{सर्वनाम;पुं;4;द्वि}/उभ{सर्वनाम;पुं;5;द्वि}/उभ{सर्वनाम;नपुं;3;द्वि}/उभ{सर्वनाम;नपुं;4;द्वि}/उभ{सर्वनाम;नपुं;5;द्वि}/उभा{सर्वनाम;स्त्री;3;द्वि}/उभा{सर्वनाम;स्त्री;4;द्वि}/उभा{सर्वनाम;स्त्री;5;द्वि},उभ{सर्वनाम;नपुं;3;द्वि},"विशेषणम्,7.1","विशेषणम्,7.1",दोनों_से
10,021.2-022,1,11.1,राक्षस-,राक्षस-ईश्वरः,राक्षस,राक्षस,"षष्ठी_तत्पुरुषः,11.2","षष्ठी_तत्पुरुषः,11.2",राक्षस-
10,021.2-022,1,11.2,ईश्वरः,--,ईश्वर{पुं;1;एक},ईश्वर{पुं;1;एक},"कर्ता,12.1","कर्ता,12.1",ईश्वर
10,021.2-022,1,12.1,शुशुभे,शुशुभे,शुभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः},शुभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः},अभिहित_कर्ता,अभिहित_कर्ता,शोभा_दी
10,021.2-022,1,13.1,अचल-,अचल-सङ्काशः,अचल,अचल,"कर्मधारयः,13.2","कर्मधारयः,13.2",अचल-
10,021.2-022,1,13.2,सङ्काशः,--,सङ्काश{पुं;1;एक},सङ्काश{पुं;1;एक},"विशेषणम्,16.1","विशेषणम्,16.1",सदृश
10,021.2-022,1,14.1,शृङ्गाभ्याम्,शृङ्गाभ्याम्,शृङ्ग{नपुं;3;द्वि}/शृङ्ग{नपुं;4;द्वि}/शृङ्ग{नपुं;5;द्वि},शृङ्ग{नपुं;3;द्वि},"उपमानम्,7.1","उपमानम्,7.1",सींगों_से
10,021.2-022,1,15.1,इव,इव,इव{अव्य},इव{अव्य},"उपमान_द्योतकः,16.1","उपमान_द्योतकः,16.1",जैसे
10,021.2-022,1,16.1,मन्दरः,मन्दरः,मन्दर{पुं;1;एक},मन्दर{पुं;1;एक},"उपमानम्,11.2","उपमानम्,11.2",धीमा
10,021.2-022,1,17.1,(शुशुभाते),शुशुभाते,शुभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शुभ्1{कर्तरि;लिट्;प्र;द्वि;आत्मनेपदी;भ्वादिः},शुभ्1{कर्तरि;लिट्;प्र;द्वि;आत्मनेपदी;भ्वादिः},अभिहित_कर्ता,अभिहित_कर्ता,शोभा_दी
10,021.2-022,1,18.1,यौ,यौ,यत्{पु;1;द्वि},यत्{पु;1;द्वि},"कर्ता,17.1;नित्यसम्बन्धः,7.1","कर्ता,17.1;नित्यसम्बन्धः,7.1",-
