chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1,153.2_154,1,1.1,इति,इति,इति{अव्य},इति{अव्य},"सम्बन्धः,2.1","वाक्यकर्म_द्योतकः,2.1#वाक्यकर्म_द्योतकः,1.1#सम्बन्धः,2.1",ऐसा
1,153.2_154,1,2.1,उक्त्वा,उक्त्वा,वच्1{अव्य;क्त्वा;अदादिः},वच्1{अव्य;क्त्वा;अदादिः},"पूर्वकालः,9.1","पूर्वकालः,9.1",बोल_कर
1,153.2_154,1,3.1,सुरसाम्,सुरसाम्,सुरस{स्त्री;2;एक},सुरस{स्त्री;2;एक},"कर्म,2.1","कर्म,2.1",ललित_को
1,153.2_154,1,4.1,क्रुद्धः,क्रुद्धः,क्रुद्ध{पुं;1;एक},क्रुद्ध{पुं;1;एक},"विशेषणम्,8.1","विशेषणम्,8.1",क्रोधित
1,153.2_154,1,5.1,दशयोजनम्,दशयोजनम्,दशयोजनम्{पुं;2;एक}/योजन{नपुं;2;एक}/योजन{नपुं;1;एक},दशयोजनम्{पुं;2;एक},"विशेषणम्,14.1","कर्म,13.1",योजन_को
1,153.2_154,1,6.1,आयताम्,आयताम्,आङ्_यम्1{क्त;भ्वादिःआङ्_यत;स्त्री;2;एक}/आङ्_यम्2{क्त{भ्वादिःआङ्_यत;स्त्री;2;एक}/आङ्_इ1{शतृ_लट्{अदादिःआङ्_यत्;नपुं;6;बहु}/आङ्_इ1{शतृ_लट्{अदादिःआङ्_यत्;पुं;6;बहु},आङ्_यम्1{क्त;भ्वादिःआङ्_यत;स्त्री;2;एक},"विशेषणम्,3.1","विशेषणम्,3.1",आङ्_यम्1या_हुई
1,153.2_154,1,7.1,दश-,दश-,दश-,दश-,"द्विगुः,7.2","द्विगुः,7.2",दश-
1,153.2_154,1,7.2,योजन-,योजन-,-योजन-,-योजन-,"षष्ठी_तत्पुरुषः,7.3","षष्ठी_तत्पुरुषः,7.3",योजन-
1,153.2_154,1,7.3,विस्तारः,विस्तारः,विस्तार{पुं;1;एक},विस्तार{पुं;1;एक},"विशेषणम्,8.1","विशेषणम्,8.1#कर्ता_बे_वेर्ब्स्,3.1",विस्तार
1,153.2_154,1,8.1,हनूमान्,हनूमान्,हनुमत्{पुं;1;एक},हनुमत्{पुं;1;एक},"कर्ता,9.1;कर्ता,2.1","कर्ता,3.1",हनुमान्
1,153.2_154,1,9.1,अभवत्,अभवत्,भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः},भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,अभिहित_कर्ता,हुआ
1,153.2_154,1,10.1,तदा,तदा,तदा{अव्य},तदा{अव्य},"कालाधिकरणम्,12.1","कालाधिकरणम्,12.1",तब
1,153.2_154,1,11.1,चकार,चकार,कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तनादिः}/कृ3<उपसर्ग:ध्>{कर्तरि;लिट्;उ;एक;परस्मैपदी;तनादिः}/कॄ1<उपसर्ग:ध्>{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तुदादिः}/कॄ1<उपसर्ग:ध्>{कर्तरि;लिट्;उ;एक;परस्मैपदी;तुदादिः}/चकार{पुं;8;एक},कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तनादिः},अभिहित_कर्ता,-,किया
1,153.2_154,1,12.1,सुरसा,सुरसा,सुरसा{स्त्री;1;एक},सुरसा{स्त्री;1;एक},"कर्ता,11.1","कर्ता,11.1",सुर-
1,153.2_154,1,13.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,10.1","सम्बन्धः,10.1",साप्य-
1,153.2_154,1,14.1,आस्यम्,आस्यम्,आस्य{पुं;2;एक}/आस्या{पुं;2;एक}/आस्या{नपुं;2;एक}/आस्या{नपुं;1;एक}/आस्य{नपुं;2;एक}/आस्य{नपुं;1;एक}/आस्य{नपुं;2;एक(ध्_आस्1{यत्;अदादिः)}/आस्य{नपुं;1;एक(आस्1;यत्;अदादिः)}/आस्य{पुं;2;एक(ध्_आस्1;यत्;अदादिः)}/आस्य{नपुं;2;एक(ध्_आस्1;णिजन्त;यत्;अदादिः)}/आस्य{नपुं;1;एक(ध्_आस्1;णिजन्त;यत्;अदादिः)}/आस्य{पुं;2;एक(ध्_आस्1;णिजन्त;यत्;अदादिः)}/आस्य{नपुं;2;एक(ध्_अस्1;णिजन्त;यत्;भ्वादिः)}/आस्य{नपुं;2;एक(ध्_अस्3;णिजन्त;यत्;दिवादिः)}/आस्य{नपुं;1;एक(ध्_अस्1;णिजन्त;यत्;भ्वादिः)}/आस्य{नपुं;1;एक(ध्_अस्3;णिजन्त;यत्;दिवादिः)}/आस्य{पुं;2;एक(ध्_अस्1;णिजन्त;यत्;भ्वादिः)}/आस्य{पुं;2;एक(ध्_अस्3;णिजन्त;यत्;दिवादिः)},आस्य{पुं;2;एक},"कर्म,11.1","विशेषणम्,14.1#विशेषणम्,13.1#कर्म,11.1",आस्य
1,153.2_154,1,15.1,विंशत्-,विंशत्,विंशति-,विंशति-,"द्विगुः,15.2","द्विगुः,15.2",बीस
1,153.2_154,1,15.2,योजनम्,योजनम्,योजन{पुं;2;एक}/योजन{नपुं;2;एक}/योजन{नपुं;1;एक},योजन{पुं;2;एक},"विशेषणम्,14.1","विशेषणम्,14.1",योजन_को
