chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
35,078_2_079_1,1,1.1,सपुत्र-,सपुत्र-बान्धवम्,सपुत्र,सपुत्र,"समासः,1.2","समासः,1.2",सपुत्र-
35,078_2_079_1,1,1.2,बान्धवम्,--,बान्धव{पुं;2;एक}/बान्धव{नपुं;1;एक}/बान्धव{नपुं;2;एक},बान्धव{पुं;2;एक},"समुच्चितः,2.2","विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,2.2#कर्म,5.1#विशेषणम्,4.1#समुच्चितः,2.2",बान्धव
35,078_2_079_1,1,2.1,राक्षस-,राक्षस-अधिपम्,राक्षस,राक्षस,"षष्ठी-तत्पुरुषः,2.2","समासः,2.2;षष्ठी-तत्पुरुषः,2.2",राक्षस-
35,078_2_079_1,1,2.2,अधिपम्,--,अधिप{पुं;2;एक}/अधिप{नपुं;1;एक}/अधिप{नपुं;2;एक},अधिप{पुं;2;एक},"विशेषणम्,4.1","विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,1.2#कर्म,5.1#विशेषणम्,4.1",अधिप
35,078_2_079_1,1,3.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,2.2","सम्बन्धः,2.2",च1
35,078_2_079_1,1,4.1,रावणम्,रावणम्,रावण{पुं;2;एक},रावण{पुं;2;एक},"कर्म,5.1","विशेषणम्,8.1#कर्म,5.1",रावण
35,078_2_079_1,1,5.1,हत्वा,हत्वा,हन्1{अव्य;क्त्वा;अदादिः},हन्1{अव्य;क्त्वा;अदादिः},"पूर्वकालः,10.1","पूर्वकालः,10.1",मार_कर
35,078_2_079_1,1,6.1,महा-,महा-वीर्यः,महत्,महत्,"बहुव्रीहिः,6.2","समासः,6.2;बहुव्रीहिः,6.2",महा-
35,078_2_079_1,1,6.2,वीर्यः,--,वीर्य{पुं;1;एक},वीर्य{पुं;1;एक},"विशेषणम्,7.1","विशेषणम्,7.1#कर्ता,10.1",वीर्य
35,078_2_079_1,1,7.1,राघवः,राघवः,राघव{पुं;1;एक},राघव{पुं;1;एक},"कर्ता,10.1;कर्ता,5.1","कर्ता,10.1;कर्ता,5.1",रघुवंशी
35,078_2_079_1,1,8.1,त्वाम्,त्वाम्,युष्मद्{सर्वनाम;2;एक},युष्मद्{सर्वनाम;2;एक},"कर्म,10.1","कर्म,5.1;कर्म,10.1",तुम्हें
35,078_2_079_1,1,9.1,क्षिप्रम्,क्षिप्रम्,क्षिप्रम्{अव्य}/क्षिप्र{नपुं;1;एक}/क्षिप्र{नपुं;2;एक},क्षिप्रम्{अव्य},"क्रियाविशेषणम्,10.1","विशेषणम्,8.1#कर्म,5.1#कर्ता,10.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,5.1",जल्दी
35,078_2_079_1,1,10.1,अभिपत्स्यते,अभिपत्स्यते,अभि_पद्1{कर्तरि;लृट्;प्र;एक;आत्मनेपदी;दिवादिः}/अभि_पद्1{कर्मणि{लृट्;प्र;एक;आत्मनेपदी;दिवादिः},अभि_पद्1{कर्तरि;लृट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,7.1;सकर्मक","अभिहित_कर्ता,7.1;सकर्मक",पास_जाएगा
35,078_2_079_1,1,11.1,.,.,-,-,-,-,-
