chaptno,slokano,sentno,anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
10,015-016-017-018,1,1.1,काञ्चन-,काञ्चन-अङ्गद-सन्नद्धः,काञ्चन,काञ्चन,"षष्ठी_तत्पुरुषः,1.2","षष्ठी_तत्पुरुषः,1.2",काञ्चन-
10,015-016-017-018,1,1.2,अङ्गद-,--,अङ्गद,अङ्गद,"तृतीया_तत्पुरुषः,1.3","तृतीया_तत्पुरुषः,1.3",अङ्गद-
10,015-016-017-018,1,1.3,सन्नद्धः,--,सन्नद्ध{पुं;1;एक},सन्नद्ध{पुं;1;एक},"विशेषणम्,3.1","विशेषणम्,3.1",एक_साथ
10,015-016-017-018,1,2.1,ददर्श,ददर्श,दृश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/दृश्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः},दृश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,अभिहित_कर्ता,देखा
10,015-016-017-018,1,3.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,2.1","कर्ता,2.1",वह
10,015-016-017-018,1,4.1,महा-,महा-आत्मनः,महत्,महत्,"बहुव्रीहिः,4.2","बहुव्रीहिः,4.2",महा-
10,015-016-017-018,1,4.2,आत्मनः,--,आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक},आत्मन्{पुं;6;एक},"विशेषणम्,6.2","विशेषणम्,6.2",आत्माओं_को
10,015-016-017-018,1,5.1,विक्षिप्तौ,विक्षिप्तौ,विक्षिप्त{पुं;1;द्वि(वि_क्षिप्2;क्त;तुदादिः)}/विक्षिप्त{पुं;2;द्वि(वि_क्षिप्2;क्त;तुदादिः)},विक्षिप्त{पुं;2;द्वि(वि_क्षिप्2;क्त;तुदादिः)},"विशेषणम्,7.1","विशेषणम्,7.1",बिखेरा_हुए
10,015-016-017-018,1,6.1,राक्षस-,राक्षस-इन्द्रस्य,राक्षस,राक्षस,"षष्ठी_तत्पुरुषः,6.2","षष्ठी_तत्पुरुषः,6.2",राक्षस-
10,015-016-017-018,1,6.2,इन्द्रस्य,--,इन्द्र{पुं;6;एक}/इन्द्र{नपुं;6;एक},इन्द्र{पुं;6;एक},"षष्ठीसम्बन्धः,7.1","षष्ठीसम्बन्धः,7.1",इन्द्र_का
