-,-,-,-,-,-,-,-
5.1,द्वितीयः,द्वितीयः,द्वितीय{पुं;1;एक}/द्वितीय{पुं;1;एक},द्वितीय{पुं;1;एक},"विशेषणम्,7.1","विशेषणम्,2.1#विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,4.1#विशेषणम्,7.1",दूसरा
6.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,8.1","सुप्_समुच्चय_द्योतकः,5.1#समुच्चय_द्योतकः,8.1#सम्बन्धः,5.1",च2
7.1,अपतर्पणः,अपतर्पणः,अपतर्पण{पुं;1;एक},अपतर्पण{पुं;1;एक},"कर्ता,8.1","कर्ता,8.1",-
1.1,एकः,एकः,एक{संख्येयम्;पुं;1;एक},एक{संख्येयम्;पुं;1;एक},"विशेषणम्,2.1","विशेषणम्,5.1#विशेषणम्,2.1#सुप्_समुच्चितः,5.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,4.1",एक
2.1,सन्तर्पणः,सन्तर्पणः,सन्तर्पण{पुं;1;एक},सन्तर्पण{पुं;1;एक},"कर्ता,4.1","विशेषणम्,5.1#विशेषणम्,1.1#सुप्_समुच्चितः,5.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,4.1",मिष्टान्न
4.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"समुच्चितः,8.1","विशेषणम्,8.1#समुच्चितः,8.1",होता_है
9.1,.,.,-,-,-,-,-
3.1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},"देशाधिकरणम्,4.1","देशाधिकरणम्,8.1#देशाधिकरणम्,4.1",वहाँ
8.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,5.1","विशेषणम्,4.1",होता_है
