1.1,विपक्ष-,विपक्ष-,विपक्ष-,विपक्ष-,"षष्ठी-तत्पुरुषः,1.2","षष्ठी-तत्पुरुषः,1.2",विपक्ष-
3.2,जः,जः,ज{पुं;1;एक},ज{पुं;1;एक},"कर्ता,5.1","कर्ता,5.1",-
5.1,गच्छति,गच्छति,गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,जाता_है
10.1,(याति),(याति),या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,6.2;सकर्मक","अभिहित_कर्ता,6.2;सकर्मक",जाता_है
2.1,पूर्वः,पूर्वः,पूर्व{पुं;1;एक}/पूर्व{सर्वनाम;पुं;1;एक},पूर्व{पुं;1;एक},"कालाधिकरणम्,5.1","देशाधिकरणम्_उप,10.1#देशाधिकरणम्_उप,5.1#कर्ता,5.1#कालाधिकरणम्,5.1",पूर्व
3.1,कर्म-,कर्म-,कर्म-,कर्म-,"उपपद-तत्पुरुषः,3.2","उपपद-तत्पुरुषः,3.2",-
4.2,सङ्क्षयात्,सङ्क्षयात्,सङ्क्षय{नपुं;5;एक},सङ्क्षय{नपुं;5;एक},"हेतुः,5.1","हेतुः,5.1",-
8.2,कर्म-,--,कर्मन्,कर्मन्,"षष्ठी-तत्पुरुषः,8.3","षष्ठी-तत्पुरुषः,8.3",कर्म-
-,-,-,-,-,-,-,-
1.2,शीलनात्,--,शीलन{नपुं;5;एक(शील्1;ल्युट्;भ्वादिः)}/शीलन{पुं;5;एक},शीलन{नपुं;5;एक(शील्1;ल्युट्;भ्वादिः)},"अपादानम्,5.1","विशेषणम्,8.3#उप_अपेक्षा,2.1#हेतुः5,10.1#हेतुः5,5.1#अपादानम्,10.1#अपादानम्,5.1",बार_बार_अभ्यास_से
4.1,कर्म-,कर्म-,कर्म-,कर्म-,"षष्ठी-तत्पुरुषः,4.2","षष्ठी-तत्पुरुषः,4.2",-
6.1,उभय-,उभय-,उभय,उभय,"षष्टी-तत्पुरुषः,6.2","षष्टी-तत्पुरुषः,6.2",उभय-
6.2,जन्मा,--,जन्मा{स्त्री;1;एक},जन्मा{स्त्री;1;एक},"कर्ता,10.1","कर्ता,10.1",जन्मा
7.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,6.2","सम्बन्धः,6.2",तो
11.1,.,.,-,-,-,-,-
8.1,दोष-,दोष-कर्म-क्षयात्,दोष}/दोषन्,दोष,"इतरेतर-द्वन्द्वः,8.2","इतरेतर-द्वन्द्वः,8.2",दोष-
8.3,क्षयात्,--,क्षय{पुं;5;एक}/क्षय{नपुं;5;एक},क्षय{पुं;5;एक},"अपादानम्,10.1","हेतुः5,10.1#अपादानम्,10.1",क्षय_से
9.1,क्षयम्,क्षयम्,क्षय{पुं;2;एक}/क्षय{नपुं;1;एक}/क्षय{नपुं;2;एक},क्षय{पुं;2;एक},"कर्म,10.1","कर्म,10.1#कर्ता,10.1",क्षय
