-,-,-,-,-,-,-,-
1.1,उपक्रम्यस्य,उपक्रम्यस्य,उपक्रम{पुं;6;एक},उपक्रम{पुं;6;एक},"षष्ठीसम्बन्धः,3.1","षष्ठीसम्बन्धः,3.1",-
2.1,हि,हि,हि{अव्य},हि{अव्य},"सम्बन्धः,8.1","सम्बन्धः,8.1",हि
4.1,द्विधा,द्विधा,द्वि{अव्य;धा},द्वि{अव्य;धा},"विधेय_विशेषणम्,6.1","विधेय_विशेषणम्,6.1",-
7.1,मतः,मतः,मत{पुं;1;एक(मन्2;क्त;तनादिः)},मत{पुं;1;एक(मन्2;क्त;तनादिः)},"विधेय_विशेषणम्,6.1","विधेय_विशेषणम्,6.1#कर्ता_बे_वेर्ब्स्,8.1",चिन्तित
8.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,6.1","अभिहित_कर्ता,6.1",होता_है
9.1,.,.,-,-,-,-,-
-,-,-,-,-,-,-,-
3.1,द्वित्वात्,द्वित्वात्,द्वत्व{नपुं;5;एक},द्वत्व{नपुं;5;एक},"हेतुः,8.1","हेतुः,8.1",-
5.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,4.1","सम्बन्धः,4.1",ही
6.1,उपक्रमः,उपक्रमः,उपक्रम{पुं;1;एक}/उपक्रम{पुं;1;एक(उप_क्रम्1;घञ्;भ्वादिः)},उपक्रम{पुं;1;एक},"कर्ता,8.1","विशेषणम्,7.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,8.1",उपक्रम
