4.2,लोहित-,--,लोहित,लोहित,"इतरेतर-द्वन्द्वः,4.3","इतरेतर-द्वन्द्वः,4.3",लोहित-
15.1,यतः,यतः,यतः{अव्य},यतः{अव्य},"हेतुः,14.1","हेतुः,14.1",जैसा
5.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,4.3","अभिहित_कर्ता,4.3",है
7.1,यत्-,यन्नाशे,यत्-,यत्-,"षष्ठी-तत्पुरुषः,7.2","षष्ठी-तत्पुरुषः,7.2",कि
8.1,नियतम्,नियतम्,नियत{पुं;2;एक(नि_यत्1;घञ्;भ्वादिः)},नियत{पुं;1;एक(नि_यत्1;घञ्;भ्वादिः)},"विधेयविशेषणम्,9.1","विधेयविशेषणम्,9.1",नियत_को
10.1,यस्मिन्,यस्मिन्,यद्{सर्वनाम;पुं;7;एक}/यद्{सर्वनाम;नपुं;7;एक},यद्{सर्वनाम;पुं;7;एक},"विशेषणम्,11.1","विशेषणम्,11.1",जिसमें
4.1,ईषत्-,ईषत्-लोहित-पीतकम्,ईषत्,ईषत्,"कर्मधारयः,4.2","कर्मधारयः,4.2",ईषत्-
11.1,तिष्ठति,तिष्ठति,ष्था1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/तिष्ठत्{पुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)}/तिष्ठत्{नपुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)},तिष्ठत्{नपुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)},"भावलक्षणसप्तमी,12.1","भावलक्षणसप्तमी,12.1",रहता_है
16.1,भावाः,भावाः,भाव{पुं;1;बहु}/भाव{पुं;1;बहु(भू1;घञ्;भ्वादिः)},भाव{पुं;1;बहु},"कर्ता,14.1","कर्ता,14.1",भाव
17.1,विविधा,विविधा,विविधा{स्त्री;1;एक},विविधा{स्त्री;1;एक},"विशेषणम्,16.1","विशेषणम्,16.1",नाना_प्रकार_की
7.2,नाशे,--,नाश{पुं;7;एक}/नाश{नपुं;8;द्वि}/नाश{नपुं;1;द्वि}/नाश{नपुं;2;द्वि}/नाश{नपुं;7;एक}/नाशा{स्त्री;8;एक}/नाशा{स्त्री;8;द्वि}/नाशा{स्त्री;1;द्वि}/नाशा{स्त्री;2;द्वि},नाश{पुं;7;एक},"भावलक्षणसप्तमी,12.1","भावलक्षणसप्तमी,12.1",नाश_में
19.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.3","समुच्चय_द्योतकः,4.3",-
18.1,देहसंश्रयाः,देहसंश्रयाः,देहसंश्रयाः{पुं;1;बहु},देहसंश्रयाः{पुं;1;बहु},"विशेषणम्,16.1","विशेषणम्,16.1",-
2.1,सोमात्मकम्,सोमात्मकम्,सोमात्मक{नपुं;1;एक},सोमात्मक{नपुं;1;एक},"समुच्चितः,4.3","समुच्चितः,4.3",-
4.3,पीतकम्,--,पीतक{नपुं;1;एक}/पीतक{नपुं;2;एक}/पीतक{पुं;2;एक},पीतक{नपुं;1;एक},"कर्ता,5.1","कर्ता,5.1",हरताल
12.1,तिष्ठति,तिष्ठति,ष्था1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/तिष्ठत्{पुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)}/तिष्ठत्{नपुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)},ष्था1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,9.1","अभिहित_कर्ता,9.1",रहता_है
9.1,नाशः,नाशो,नाश{पुं;1;एक},नाश{पुं;1;एक},"कर्ता,12.1","कर्ता,12.1",-
3.1,शुद्धम्,शुद्धम्,शुद्ध{पुं;2;एक}/शुद्ध{नपुं;1;एक}/शुद्ध{नपुं;2;एक},शुद्ध{पुं;1;एक},"समुच्चितः,4.3","समुच्चितः,4.3",शुद्ध_को
14.1,निष्पद्यन्ते,निष्पद्यन्ते,निस्_पद्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/निस्_पद्1{कर्मणि{लट्;प्र;बहु;आत्मनेपदी;दिवादिः},निस्_पद्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,16.1","अभिहित_कर्ता,16.1",निकलते_हैं
