1.1,निद्रायाः,निद्रायाः,निद्रा{स्त्री;6;एक}/निद्रा{स्त्री;5;एक}/नि_द्रा1{कर्तरि{विधिलिङ्;म;एक;परस्मैपदी;अदादिः}/नि_द्रा1{कर्तरि{आशीर्लिङ्;म;एक;परस्मैपदी;अदादिः}/निद्राय{पुं;1;बहु(नि_द्रा1;घञ्;अदादिः)}/निद्राय{पुं;8;बहु(नि_द्रा1;घञ्;अदादिः)},निद्रा{स्त्री;6;एक},"षष्ठीसम्बन्धः,2.1","विशेषणम्,4.6#विशेषणम्,10.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,5.2#कर्ता,3.1#हेतुः5,8.1#हेतुः5,4.6#हेतुः5,3.1#अपादानम्,3.1#कर्ता,4.6#कर्म,4.6#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.6#षष्ठीसम्बन्धः,2.1",निद्रा_के
4.2,मूर्धा-,--,-मूर्धा,-मूर्धा,"इतरेतर-द्वन्द्वः,4.3","इतरेतर-द्वन्द्वः,4.3",मूर्धा-
6.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.2","सुप्_समुच्चय_द्योतकः,5.2#सम्बन्धः,5.2",और
4.4,गौरव-,--,गौरव,गौरव,"इतरेतर-द्वन्द्वः,4.6","इतरेतर-द्वन्द्वः,4.6",गौरव-
7.1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},"देशाधिकरणम्,8.1","देशाधिकरणम्,8.1#देशाधिकरणम्,3.1#देशाधिकरणम्,1.1",वहाँ
4.5,आलस्य-,--,आलस्य,आलस्य,"इतरेतर-द्वन्द्वः,4.6","इतरेतर-द्वन्द्वः,4.6",आलस्य-
4.6,जृम्भिकाः,--,जृम्भिका{स्त्री;8;बहु}/जृम्भिका{स्त्री;1;बहु(जृभ्1;ण्वुल्;भ्वादिः)}/जृम्भिका{स्त्री;2;बहु(जृभ्1;ण्वुल्;भ्वादिः)}/जृम्भिक{पुं;8;बहु}/जृम्भिक{पुं;1;बहु},जृम्भिका{स्त्री;1;बहु(जृभ्1;ण्वुल्;भ्वादिः)},"कर्ता,3.1","विशेषणम्,1.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,5.2#कर्ता,3.1#कर्म,8.1",जमुहाई_लेनाओं_को
11.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,10.1","सुप्_समुच्चय_द्योतकः,10.1#सम्बन्धः,10.1",और
3.1,(जायन्ते),जायन्ते,जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,10.1;सकर्मक",-,उत्पन्न_करते_हैं
4.3,अक्षि-,--,अक्षि,अक्षि,"षष्ठी-तत्पुरुषः,4.4","षष्ठी-तत्पुरुषः,4.4",अक्षि-
12.1,.,.,-,-,-,-,-
2.1,(निग्रहात्),निग्रहात्,निग्रह{पुं;5;एक},निग्रह{पुं;5;एक},"हेतुः,3.1","हेतुः5,8.1#हेतुः5,4.6#हेतुः5,3.1#हेतुः5,1.1#अपादानम्,3.1",निग्रह_से
5.1,अङ्ग-,अङ्ग-मर्दः,अङ्ग,अङ्ग,"षष्ठी-तत्पुरुषः,5.2","षष्ठी-तत्पुरुषः,5.2",अङ्ग-
5.2,मर्दः,--,मर्द{पुं;1;एक},मर्द{पुं;1;एक},"समुच्चितः,4.6","विशेषणम्,9.1#विशेषणम्,8.1#सुप्_समुच्चितः,10.1#कर्ता,3.1#सुप्_समुच्चितः,4.6",मर्द
10.1,संवाहनानि,संवाहनानि,संवाहन{नपुं;1;बहु}/संवाहन{नपुं;2;बहु},संवाहन{नपुं;1;बहु},"समुच्चितः,9.1","कर्म,8.1#कर्ता,3.1#सुप्_समुच्चितः,9.1",संवाहन
4.1,मोह-,मोह-मूर्धा-अक्षि-गौरव-आलस्य-जृम्भिकाः,मोह,मोह,"इतरेतर-द्वन्द्वः,4.6","इतरेतर-द्वन्द्वः,4.6",मोह-
8.1,इष्टः,इष्टः,इष्ट{पुं;1;एक(इष्2;क्त;तुदादिः)}/इष्ट{पुं;1;एक(यज्1;क्त;भ्वादिः)},इष्ट{पुं;1;एक(इष्2;क्त;तुदादिः)},-,"विशेषणम्,9.1#विशेषणम्,5.2#सुप्_समुच्चितः,10.1",इष्ट
9.1,स्वप्नः,स्वप्नः,स्वप्न{पुं;1;एक},स्वप्न{पुं;1;एक},"कर्ता,8.1","सुप्_समुच्चितः,10.1#कर्ता,8.1",स्वप्न
