7.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,6.1","सम्बन्धः,6.1",तो
2.1,कदाचित्,कदाचित्,कदाचित्{अव्य},कदाचित्{अव्य},"कालाधिकरणम्,3.1","कालाधिकरणम्,9.1#कालाधिकरणम्,4.1#कालाधिकरणम्,3.1",कभी
5.2,पाचनैः,--,पाचन{पुं;3;बहु}/पाचन{नपुं;3;बहु},पाचन{पुं;3;बहु},"हेतुः,4.1","विशेषणम्,8.1#कर्ता,4.1#करणम्,9.1#करणम्,4.1#हेतुः,12.2#हेतुः,9.1#हेतुः,4.1#हेतुः,3.1",पाचनों_के_द्वारा
13.1,उद्भवः,उद्भवः,उद्भव{पुं;1;एक}/उद्भव{पुं;1;एक(उत्_भू1;घञ्;भ्वादिः)},उद्भव{पुं;1;एक(उत्_भू1;घञ्;भ्वादिः)},"अभिहित_कर्ता,11.1;सकर्मक",-,उत्पन्न
9.1,शुद्धाः,शुद्धाः,शुद्ध{पुं;1;बहु(शुध्1;क्त;दिवादिः)}/शुद्धा{स्त्री;1;बहु(शुध्1;क्त;दिवादिः)}/शुद्धा{स्त्री;2;बहु(शुध्1;क्त;दिवादिः)},शुद्ध{पुं;1;बहु(शुध्1;क्त;दिवादिः)},-,"विशेषणम्,4.1#विशेषणम्,1.1#कर्म,5.1#गौणकर्म,4.1#कर्ता,3.1#विशेषणम्,6.1",शुद्ध_हुआ_हुआ
3.1,कुप्यन्ति,कुप्यन्ति,कुप्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}/कुप्यत्{नपुं;1;बहु(कुप्1;शतृ_लट्;दिवादिः)}/कुप्यत्{नपुं;2;बहु(कुप्1;शतृ_लट्;दिवादिः)},कुप्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः},"अभिहित_कर्ता,1.1;सकर्मक","कर्म,5.1#गौणकर्म,4.1",कुप्1ते_हैं
5.1,लङ्घन-,लङ्घन-पाचनैः,लङ्घन(लघ्1;ल्युट्;भ्वादिः)}/लङ्घन(लघ्2{ल्युट्;भ्वादिः),लङ्घन(लघ्1;ल्युट्;भ्वादिः),"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",-
6.1,ये,ये,यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि},यद्{सर्वनाम;पुं;1;बहु},"कर्ता,9.1;नित्य_सम्बन्धः1,11.1","कर्म,5.1#गौणकर्म,4.1#विशेषणम्,9.1#विशेषणम्,4.1#विशेषणम्,1.1#नित्य_सम्बन्धः1,11.1#कर्ता,3.1#कर्ता,9.1",जो
8.1,संशोधनैः,संशोधनैः,संशोधन{नपुं;3;बहु},संशोधन{नपुं;3;बहु},"हेतुः,9.1","कर्ता,4.1#करणम्,9.1#करणम्,4.1#हेतुः,12.2#हेतुः,9.1#हेतुः,5.1#हेतुः,4.1#हेतुः,3.1",संशोधनों_से
11.1,तेषाम्,तेषाम्,तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु},तद्{सर्वनाम;पुं;6;बहु},"षष्ठीसम्बन्धः,13.1","कर्ता,13.1#कर्म,13.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.2",उनका
10.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,13.1","प्रतिषेधः,13.1",नहीं
14.1,.,.,-,-,-,-,-
1.1,दोषाः,दोषाः,दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु},दोष{पुं;1;बहु},"कर्ता,3.1","कर्म,5.1#गौणकर्म,4.1#कर्ता,3.1",दोष
4.1,जिताः,जिताः,जित{पुं;1;बहु(जि1;क्त;भ्वादिः)}/जिता{स्त्री;1;बहु(जि1;क्त;भ्वादिः)}/जिता{स्त्री;2;बहु(जि1;क्त;भ्वादिः)},जित{पुं;1;बहु(जि1;क्त;भ्वादिः)},"विशेषणम्,1.1","विशेषणम्,9.1#विशेषणम्,1.1#कर्म,5.1#कर्ता,3.1#विशेषणम्,6.1",जीतीं_हुईं
12.1,पुनः,पुनः,पुनः{अव्य},पुनः{अव्य},"क्रियाविशेषणम्,13.1","क्रियाविशेषणम्,13.1",पुनः-
