3.2,रोमता,--,रोमन्{तल्;स्त्री;1;एक},रोमन्{तल्;स्त्री;1;एक},"घटकः,1.1","समुच्चितः,4.1#घटकः,1.1",रोमन्
4.1,स्फुटनम्,स्फुटनम्,स्फुटन{नपुं;1;एक}/स्फुटन{नपुं;2;एक},स्फुटन{नपुं;1;एक},"घटकः,1.1","कर्ता,6.1#घटकः,1.1",स्फुटन
5.1,त्वचः,त्वचः,त्वच्{स्त्री;1;बहु}/त्वच्{स्त्री;2;बहु}/त्वच्{स्त्री;5;एक}/त्वच्{स्त्री;6;एक}/त्वच्{स्त्री;8;बहु},त्वच्{स्त्री;6;एक},"षष्ठीसम्बन्धः,4.1","षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1",त्वचा
8.1,.,.,-,-,-,-,-
1.1,स्वेदे,स्वेदे,स्वेद{पुं;7;एक},स्वेद{पुं;7;एक},"अधिकरणम्,6.1","अधिकरणम्,6.1",पसीने_में
2.2,च्युतिः,--,च्युति{स्त्री;1;एक}/च्युति{पुं;1;एक},च्युति{स्त्री;1;एक},"घटकः,1.1","समुच्चितः,4.1#घटकः,1.1",च्युति
3.1,स्तब्ध-,स्तब्ध-रोमता,स्तब्ध,स्तब्ध,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",स्तब्ध-
7.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1","समुच्चय_द्योतकः,4.1",-
2.1,रोम-,रोम-च्युतिः,रोमन्,रोमन्,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",रोम-
6.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,4.1","अभिहित_कर्ता,4.1",-
