1.1,दन्ती,दन्ती,दन्ती{स्त्री;1;एक}/दन्तिन्{पुं;1;एक},दन्ती{स्त्री;1;एक},"कर्ता,7.1","सुप्_समुच्चितः,3.1#कर्ता_बे_वेर्ब्स्,7.1",-
2.2,आद्यैः,--,आद्य{पुं;3;बहु}/आद्य{नपुं;3;बहु},आद्य{पुं;3;बहु},"हेतुः,7.1","करणम्,13.1#करणम्,7.1#हेतुः,13.1#हेतुः,7.1",प्रथमों_का
9.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,8.1","समुच्चय_द्योतकः,7.1#सम्बन्धः,8.1",और
11.1,मृद्वीका,मृद्वीका,मृद्वीका{स्त्री;1;एक},मृद्वीका{स्त्री;1;एक},"कर्ता_बे_वेर्ब्स्,13.1","कर्ता_बे_वेर्ब्स्,13.1#कर्ता_बे_वेर्ब्स्,7.1",गुच्छा
14.1,.,.,-,-,-,-,-
4.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,3.1","सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1",भी
7.1,भवति,भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,"विशेषणम्,13.1#अभिहित_कर्ता",होता_है
10.1,तुल्या,तुल्या,तुल्या{स्त्री;1;एक},तुल्या{स्त्री;1;एक},"विशेषणम्,11.1","विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#विशेषणम्,11.1#कर्ता_बे_वेर्ब्स्,13.1#कर्ता_बे_वेर्ब्स्,7.1",समाना
3.1,तुल्या,तुल्या,तुल्या{स्त्री;1;एक},तुल्या{स्त्री;1;एक},"विशेषणम्,1.1","विधेय_विशेषणम्,1.1#विशेषणम्,11.1#विशेषणम्,10.1#उपमान_द्योतकः,2.2#कर्ता_बे_वेर्ब्स्,7.1#विशेषणम्,1.1",समाना
12.1,विरेचनी,विरेचनी,"विरेचनी{स्त्री,1,एक} ","विरेचनी{स्त्री,1,एक} ","विधेय_विशेषणम्,11.1",-,-
5.1,चित्रकस्य,चित्रकस्य,"चित्रक{नपुं,6,एक}","चित्रक{नपुं,6,एक}","षष्ठीसम्बन्धः,3.1","षष्ठीसम्बन्धः,3.1",-
6.1,विरेचनी,विरेचनी,"विरेचनी{स्त्री,1,एक} ","विरेचनी{स्त्री,1,एक} -","विधेय_विशेषणम्,3.1","विधेय_विशेषणम्,3.1",-
13.1,भवति,भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,"विशेषणम्,7.1#समुच्चितः,7.1",होता_है
8.1,मधुकस्य,मधुकस्य,मधुक{नपुं;6;एक},मधुक{नपुं;6;एक},"षष्ठीसम्बन्धः,10.1","तुलना_बिन्दुः,10.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,10.1",मधुक_के
2.1,रस-,रस-आद्य,रस,रस,"बहुव्रीहिः,2.2","त_पु_6,2.2#त_पु_3,2.2#क_धा_4,2.2",रस-
