2.1,पक्ति-,पक्ति-ऊष्म-दर्शनैः,पक्ति,पक्ति,"इतरेतर-द्वन्द्वः,2.3","इतरेतर-द्वन्द्वः,2.3",पक्ति-
3.6,धी-,--,-धी,-धी,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",धी-
3.3,रुचि-,--,रुचि,रुचि,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",रुचि-
2.2,ऊष्म-,--,ऊष्मन्,ऊष्मन्,"इतरेतर-द्वन्द्वः,2.3","इतरेतर-द्वन्द्वः,2.3",ऊष्म-
3.1,क्षुत्-,क्षुत्-तृट्-रुचि-प्रभा-मेधा-धी-शौर्य-तनु-मार्दवैः,क्षुत्,क्षुत्,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",क्षुत्-
3.9,मार्दवैः,--,मार्दव{नपुं;3;बहु}/मार्दव{पुं;3;बहु},मार्दव{नपुं;3;बहु},"हेतुः,5.1","विशेषणम्,2.3#हेतुः,5.1",कोमलता_से
3.8,तनु-,--,तनु,तनु,"षष्ठी-तत्पुरुषः,3.9","षष्ठी-तत्पुरुषः,3.9",तनु-
3.2,तृट्-,--,-तृट्,-तृट्,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",तृट्-
3.7,शौर्य-,--,शौर्य,शौर्य,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",शौर्य-
6.1,.,.,-,-,-,-,-
3.4,प्रभा-,--,प्रभा,प्रभा,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",प्रभा-
3.5,मेधा-,--,मेधा,मेधा,"इतरेतर-द्वन्द्वः,3.9","इतरेतर-द्वन्द्वः,3.9",मेधा-
4.1,(च),च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.9","सुप्_समुच्चय_द्योतकः,3.9#सम्बन्धः,3.9",और
1.1,पित्तम्,पित्तम्,पित्त{नपुं;1;एक}/पित्त{नपुं;2;एक},पित्त{नपुं;1;एक},"कर्ता,5.1","कर्ता,5.1",पित्
2.3,दर्शनैः,--,दर्शन{पुं;3;बहु}/दर्शन{नपुं;3;बहु},दर्शन{पुं;3;बहु},"समुच्चितः,3.9","विशेषणम्,3.9#सुप्_समुच्चितः,3.9#हेतुः,5.1",दर्शनों_से
5.1,(अनुगृह्णाति),अनुगृह्णाति,अनु_ग्रह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;क्र्यादिः},अनु_ग्रह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;क्र्यादिः},"अभिहित_कर्ता,1.1",-,कृपा_करता_है
