2.1,मुहुः,मुहुः,मुहुः{अव्य},मुहुः{अव्य},"क्रियाविशेषणम्,5.1","क्रियाविशेषणम्,5.1",मुहुः
6.1,.,.,-,-,-,-,-
3.3,हिध्मा-,--,हिध्मा,हिध्मा,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",हिध्मा-
3.6,कासिषु,--,कासि{पुं;7;बहु},कासि{पुं;7;बहु},"अधिकरणम्,5.1","अधिकरणम्,5.1",-
4.1,(भेषजम्),(भेषजम्),भेषज{पुं;2;एक}/भेषज{नपुं;1;एक}/भेषज{नपुं;2;एक},भेषज{नपुं;1;एक},"कर्म,5.1","कर्म,5.1",औषध
5.1,(इष्यते),(इष्यते),इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/इष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}/इष्4{कर्मणि;लट्;प्र;एक;आत्मनेपदी;क्र्यादिः}/इष्यत्{पुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}/इष्यत्{नपुं;4;एक(इष्1;शतृ_लट्;दिवादिः)},इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्म,4.1","अभिहित_कर्म,4.1",जाता_हुआ
3.2,शर्दि-,--,शर्दि,शर्दि,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",शर्दि-
3.4,तृट्-,--,तृट्,तृट्,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",तृट्-
3.5,श्वास-,--,श्वास,श्वास,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",श्वास-
1.1,मुहुः,मुहुः,मुहुः{अव्य},मुहुः{अव्य},"वीप्सा,2.1","वीप्सा,2.1",मुहुः
3.1,विषत्-,विषत्-शर्दि-हिध्मा-तृट्-श्वास-कासिषु,विषत्,विषत्,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",विषत्-
