anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,वर्षा-,वर्षादिषु,वर्षा-,वर्षा-,"बहुव्रीहिः,1.2","बहुव्रीहिः,1.2",-
1.2,आदिषु,-,वर्षादि{पुं;7;बहु},वर्षादि{पुं;7;बहु},"कालाधिकरणम्,5.1","कालाधिकरणम्,5.1",-
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.2","सम्बन्धः,1.2",तो
3.1,(त्रिषु),(त्रिषु),त्रि{संख्येयम्;पुं;7;बहु}/त्रि{संख्येयम्;नपुं;7;बहु}/त्रि{संख्या;नपुं;7;बहु},त्रि{संख्येयम्;पुं;7;बहु},"विशेषणम्,1.2","विशेषणम्,8.1#अधिकरणम्,10.2#अधिकरणम्,9.1#अधिकरणम्,5.1#विशेषणम्,1.2",तीनों_में
4.1,पित्तस्य,पित्तस्य,पित्त{नपुं;6;एक},पित्त{नपुं;6;एक},"षष्ठीसम्बन्धः,10.3","कर्ता,10.2#कर्म,10.2#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1",पित्_का
5.1,(जायन्ते),(जायन्ते),जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,11.3","अभिहित_कर्ता,11.3",उत्पन्न_हुआ_जाता_है
6.1,श्लेष्मणः,श्लेष्मणः,श्लेष्मन्{पुं;2;बहु}/श्लेष्मन्{पुं;5;एक}/श्लेष्मन्{पुं;6;एक}/श्लेष्मन्{नपुं;5;एक}/श्लेष्मन्{नपुं;6;एक},श्लेष्मन्{नपुं;6;एक},"षष्ठीसम्बन्धः,10.3","कर्ता,10.2#कर्म,10.2#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#हेतुः5,10.2#हेतुः5,9.1#अपादानम्,9.1",कफ_को
7.1,शिशिर-,शिशिर-,शिशिर-,शिशिर-,"बहुव्रीहिः,7.2","बहुव्रीहिः,7.2",-
7.2,आदिषु,आदिषु,आदि{पुं;7;बहु},आदि{पुं;7;बहु},"कालाधिकरणम्,9.1","कालाधिकरणम्,9.1",-
8.1,(त्रिषु),(त्रिषु),त्रि{संख्येयम्;पुं;7;बहु}/त्रि{संख्येयम्;नपुं;7;बहु}/त्रि{संख्या;नपुं;7;बहु},त्रि{संख्येयम्;पुं;7;बहु},"विशेषणम्,7.2","अधिकरणम्,10.2#अधिकरणम्,9.1#विशेषणम्,7.2",तीनों_में
9.1,(जायन्ते),(जायन्ते),जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,10.3","अभिहित_कर्ता,10.3",उत्पन्न_हुआ_जाता_है
10.1,चय-,चय-प्रकोप-शमाः,चय-,चय-,"इतरेतर-द्वन्द्वः,10.3","इतरेतर-द्वन्द्वः,10.3",चय-
10.2,प्रकोप-,--,प्रकोप-,प्रकोप-,"इतरेतर-द्वन्द्वः,10.3","इतरेतर-द्वन्द्वः,10.3",-
10.3,शमाः,--,शम{पुं;1;बहु}/शम{पुं;8;बहु}/शमा{स्त्री;8;बहु}/शमा{स्त्री;1;बहु}/शमा{स्त्री;2;बहु},शम{पुं;1;बहु},"कर्ता,9.1","कर्ता,9.1",शान्ति
11.1,चय-,चय-प्रकोप-शमाः,चय-,चय-,"इतरेतर-द्वन्द्वः,11.3","इतरेतर-द्वन्द्वः,11.3",-
11.2,प्रकोप-,प्रकोप-,प्रकोप-,प्रकोप-,"इतरेतर-द्वन्द्वः,11.3","इतरेतर-द्वन्द्वः,11.3",-
11.3,शमाः,शमाः,शम{पुं;1;बहु}/शम{पुं;8;बहु}/शमा{स्त्री;8;बहु}/शमा{स्त्री;1;बहु}/शमा{स्त्री;2;बहु},शम{पुं;1;बहु},"कर्ता,5.1","कर्ता,5.1",-
