anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,यथा-,यथा-क्रमम्,यथा,यथा,"अव्ययीभावः,1.2","अव्ययीभावः,1.2",यथा-
1.2,क्रमम्,--,क्रम{पुं;2;एक}/क्रम{नपुं;1;एक}/क्रम{नपुं;2;एक}/क्रम{अव्य},क्रम{अव्य},"क्रियाविशेषणम्,5.1","विशेषणम्,2.2#सुप्_समुच्चितः,8.2#कर्म,7.1#विशेषणम्,10.2#क्रियाविशेषणम्,5.1",क्रम_को
2.1,यथा-,यथा-योगम्,यथा,यथा,"अव्ययीभावः,2.2","अव्ययीभावः,2.2",यथा-
2.2,योगम्,--,योग{पुं;2;एक}/योग{नपुं;1;एक}/योग{नपुं;2;एक}/योग{अव्य},योग{अव्य},"क्रियाविशेषणम्,5.1","विशेषणम्,1.2#सुप्_समुच्चितः,8.2#कर्म,7.1#विशेषणम्,10.2#क्रियाविशेषणम्,5.1",योग_को
3.1,अतः,अतः,अतः{अव्य},अतः{अव्य},"सम्बन्धः,4.1","सम्बन्धः,7.1#कार्य_द्योतकः,7.1#सम्बन्धः,4.1",अतः
4.1,ऊर्ध्वम्,ऊर्ध्वम्,ऊर्ध्वम्{अव्य},ऊर्ध्वम्{अव्य},"सम्बन्धः,5.1","सम्बन्धः,5.1",ऊँची
5.1,प्रयोजयेत्,प्रयोजयेत्,प्र_युज्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},प्र_युज्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},-,-,-
6.1,रसायनानि,रसायनानि,रसायन{नपुं;1;बहु}/रसायन{नपुं;2;बहु},रसायन{नपुं;2;बहु},"समुच्चितः,8.2","सुप्_समुच्चितः,8.2#कर्म,7.1#कर्ता,7.1",रसायन_को
7.1,सिद्धानि,सिद्धानि,सिद्ध{नपुं;1;बहु(षिध्2;क्त;भ्वादिः)}/सिद्ध{नपुं;2;बहु(षिध्2;क्त;भ्वादिः)}/सिद्ध{नपुं;1;बहु(षिध्3;क्त;दिवादिः)}/सिद्ध{नपुं;2;बहु(षिध्3;क्त;दिवादिः)},सिद्ध{नपुं;2;बहु(षिध्2;क्त;भ्वादिः)},"विशेषणम्,6.1","सुप्_समुच्चितः,8.2#विशेषणम्,6.1",सिद्ध
8.1,वृष्य-,वृष्य-योगान्,वृष्य(वृष्1;यत्;भ्वादिः)}/वृष्य(वृष्1{ण्यत्;भ्वादिः),वृष्य(वृष्1;यत्;भ्वादिः),"षष्ठी-तत्पुरुषः,8.2","षष्ठी-तत्पुरुषः,8.2",-
8.2,योगान्,--,योग{पुं;2;बहु},योग{पुं;2;बहु},"कर्म,5.1","कर्म,7.1#कर्म,5.1",योग
9.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,8.2","सुप्_समुच्चय_द्योतकः,8.2#सम्बन्धः,8.2",च2
10.1,काल-,काल-वित्,काल,काल,"उपपद-तत्पुरुषः,10.2","उपपद-तत्पुरुषः,10.2",काल-
10.2,वित्,--,विद्{नपुं;1;एक}/विद्{नपुं;8;एक}/वित्{पुं;1;एक},वित्{पुं;1;एक},"कर्ता,5.1","विशेषणम्,2.2#विशेषणम्,1.2#कर्ता,5.1",ज्ञान
11.1,.,.,-,-,-,-,-
