anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,लाघवम्,लाघवम्,लाघव{नपुं;1;एक}/लाघव{नपुं;2;एक},लाघव{नपुं;1;एक},"समुच्चितः,7.3","समुच्चितः,7.3",लघुता
2.1,कर्म-,कर्म-सामर्थ्यम्,कर्मन्,कर्मन्,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",कर्म-
2.2,सामर्थ्यम्,--,सामर्थ्य{नपुं;1;एक}/सामर्थ्य{नपुं;2;एक}/सामर्थ्य{पुं;2;एक},सामर्थ्य{नपुं;1;एक},"समुच्चितः,7.3","विशेषणम्,1.1#समुच्चितः,7.3",सामर्थ्य
3.1,दीप्तः,दीप्तः,दीप्त{पुं;1;एक},दीप्त{पुं;1;एक},"विशेषणम्,4.1","विशेषणम्,4.1#कर्ता,10.1",प्रज्वलित
4.1,अग्निः,अग्निः,अग्नि{पुं;1;एक},अग्नि{पुं;1;एक},"समुच्चितः,7.3","कर्ता,10.1#समुच्चितः,7.3",अग्नि
5.1,मेदसः,मेदसः,मेदस्{नपुं;5;एक}/मेदस्{नपुं;6;एक},मेदस्{नपुं;6;एक},"षष्ठीसम्बन्धः,6.1","षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1#हेतुः5,10.1#हेतुः5,7.1",वसा_की
6.1,क्षयः,क्षयः,क्षय{पुं;1;एक},क्षय{पुं;1;एक},"समुच्चितः,7.3","विशेषणम्,4.1#विशेषणम्,3.1#कर्ता,10.1#समुच्चितः,7.3",क्षय
7.1,विभक्त-,विभक्त-घन-गात्रत्वम्,विभक्त(वि_भज्1;क्त;भ्वादिः),विभक्त(वि_भज्1;क्त;भ्वादिः),"इतरेतर-द्वन्द्वः,7.2","इतरेतर-द्वन्द्वः,7.2",-
7.2,घन-,--,घन,घन,"षष्ठ्यर्थ-बहुव्रीहिः,7.3","षष्ठ्यर्थ-बहुव्रीहिः,7.3",घन-
7.3,गात्रत्वम्,--,गात्र{त्व;नपुं;1;एक}/गात्र{त्व;नपुं;2;एक},गात्र{त्व;नपुं;1;एक},"कर्ता,10.1","विशेषणम्,2.2#विशेषणम्,1.1#कर्ता,10.1",शरीर
8.1,(च),च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,7.3","सम्बन्धः,7.1#समुच्चय_द्योतकः,7.3",और
9.1,व्यायामात्,व्यायामात्,व्यायाम{पुं;5;एक},व्यायाम{पुं;5;एक},"हेतुः,10.1","हेतुः5,10.1#हेतुः5,7.1",व्यायाम_से
10.1,उपजायते,उपजायते,उप_जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/उप_जन्2{कर्मणि{लट्;प्र;एक;आत्मनेपदी;दिवादिः},उप_जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,7.3",-,उत्पन्न_होती_है
11.1,.,.,-,-,-,-,-
