anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,तीक्ष्ण-,तीक्ष्ण-धूम-अञ्जन-आघ्राण-नावन-अर्क-विलोकनैः,तीक्ष्ण,तीक्ष्ण,"कर्मधारयः,1.5","कर्मधारयः,1.5",तीक्ष्ण-
1.2,धूम-,--,धूम,धूम,"इतरेतर-द्वन्द्वः,1.5","इतरेतर-द्वन्द्वः,1.5",धूम-
1.3,अञ्जन-,--,अञ्जन(अन्ज्1;ल्युट्;रुधादिः),अञ्जन(अन्ज्1;ल्युट्;रुधादिः),"इतरेतर-द्वन्द्वः,1.5","इतरेतर-द्वन्द्वः,1.5",-
1.4,आघ्राण-,--,आघ्राण(आङ्_घ्रा1;क्त;भ्वादिः)}/आघ्राण(आङ्_घ्रा1{ल्युट्;भ्वादिः),आघ्राण(आङ्_घ्रा1;क्त;भ्वादिः),"इतरेतर-द्वन्द्वः,1.5","इतरेतर-द्वन्द्वः,1.5",-
1.5,नावन-,--,-नावन,-नावन,"इतरेतर-द्वन्द्वः,1.7","इतरेतर-द्वन्द्वः,1.7",नावन-
1.6,अर्क-,--,अर्क,अर्क,"षष्ठी-तत्पुरुषः,1.7","षष्ठी-तत्पुरुषः,1.7",अर्क-
1.7,विलोकनैः,--,विलोकन{नपुं;3;बहु(वि_लोक्1;ल्युट्;भ्वादिः)}/विलोकन{नपुं;3;बहु(वि_लोक्2;ल्युट्;चुरादिः)}/विलोकन{पुं;3;बहु},विलोकन{नपुं;3;बहु(वि_लोक्1;ल्युट्;भ्वादिः)},"करणम्,2.1","कर्ता,4.1#हेतुः,7.1#हेतुः,4.1#हेतुः,2.1#करणम्,2.1",देखनों_से
2.1,प्रवर्तयेत्,प्रवर्तयेत्,प्र_वृत्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},प्र_वृत्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,-
3.1,क्षुतिम्,क्षुतिम्,क्षुति{स्त्री;2;एक},क्षुति{स्त्री;2;एक},"कर्म,2.1","सुप्_समुच्चितः,5.2#प्रयोज्यकर्ता,7.1#कर्म,4.1#कर्म,1.7#कर्म,2.1",क्षुति_को
4.1,सक्ताम्,सक्ताम्,सक्ता{स्त्री;2;एक(षच्2;क्त;भ्वादिः)},सक्ता{स्त्री;2;एक(षच्2;क्त;भ्वादिः)},"विशेषणम्,3.1","विशेषणम्,3.1#सुप्_समुच्चितः,5.2#प्रयोज्यकर्ता,7.1#कर्म,1.7",षच्2या_हुए
5.1,स्नेह-,स्नेह-स्वेदौ,स्नेह}/स्नेहन्,स्नेह,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",स्नेह-
5.2,स्वेदौ,--,स्वेद{पुं;1;द्वि}/स्वेद{पुं;2;द्वि}/स्वेद{पुं;8;द्वि},स्वेद{पुं;2;द्वि},"कर्म,7.1","प्रयोज्यकर्ता,7.1#प्रयोज्यकर्ता,1.4#कर्म,4.1#कर्म,1.7#कर्म,7.1",पसीने
6.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,7.1","सुप्_समुच्चय_द्योतकः,5.2#सम्बन्धः,5.2#समुच्चय_द्योतकः,7.1",और
7.1,शीलयेत्,शीलयेत्,शील्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},शील्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},"समुच्चितः,2.1","समुच्चितः,2.1",मनन_कराये
8.1,.,.,-,-,-,-,-
