anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,तथा,तथा,तथा{अव्य},तथा{अव्य},"सम्बन्धः,9.1","सम्बन्धः,9.1#क्रियाविशेषणम्,9.1",और
2.1,स्व-,स्व-धातु-वैषम्य-निमित्तम्,स्व,स्व,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",स्व-
2.2,धातु-,--,धातु,धातु,"षष्ठी-तत्पुरुषः,2.3","षष्ठी-तत्पुरुषः,2.3",धातु-
2.3,वैषम्य-,--,वैषम्य,वैषम्य,"षष्ठी-तत्पुरुषः,2.4","षष्ठी-तत्पुरुषः,2.4",वैषम्य-
2.4,निमित्तम्,--,निमित्त{नपुं;1;एक}/निमित्त{नपुं;2;एक}/निमित्त{पुं;2;एक},निमित्त{नपुं;1;एक},"कर्ता,9.1","कर्म,9.1#कर्ता,9.1",कारण
3.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"अन्यतर_द्योतकः,2.4","अन्यतर_द्योतकः,2.4",भी
4.1,सर्वदा,सर्वदा,सर्वदा{अव्य},सर्वदा{अव्य},"कालाधिकरणम्,9.1","कालाधिकरणम्,9.1",हमेशा
5.1,विकार-,विकार-,विकार-,विकार-,"पञ्चमी-तत्पुरुषः,5.2","पञ्चमी-तत्पुरुषः,5.2",-
5.2,जातम्,विकारजातम्,विकारजात{नपुं;1;एक},विकारजात{नपुं;1;एक},"अन्यतरः,2.4","अन्यतरः,2.4",-
6.1,त्रीन्,त्रीन्,त्रि{संख्येयम्;पुं;2;बहु},त्रि{संख्येयम्;पुं;2;बहु},"विशेषणम्,7.1","विशेषणम्,7.1#कर्म,9.1",तीन
7.1,दोषान्,दोषान्,दोष{पुं;2;बहु},दोष{पुं;2;बहु},"कर्म,9.1","कर्म,9.1",दोषों_को
8.1,(न),(न),न{अव्य},न{अव्य},"प्रतिषेधः,9.1","प्रतिषेधः,9.1",नहीं
9.1,(अतिवर्तते),(अतिवर्तते),अति_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},अति_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},"अभिहित_कर्ता,2.4;सकर्मक","अभिहित_कर्ता,2.4;सकर्मक",अति_वृत्1ता_है
10.1,.,.,-,-,-,-,-
