anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,आस्वाद्यमानः,आस्वाद्यमानः,-,-,-,-,-
2.1,देहस्य,देहस्य,देह{पुं;6;एक}/देह{नपुं;6;एक},देह{पुं;6;एक},"षष्ठीसम्बन्धः,6.2","षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,4.2",शरीर_के
3.1,ह्लादनः,ह्लादनः,-,-,-,-,-
4.1,अक्ष-,अक्ष-प्रसादन,अक्ष,अक्ष,"त_पु_6,4.2","त_पु_6,4.2",अक्ष-
4.2,प्रसादनः,--,प्रसादन{पुं;1;एक},प्रसादन{पुं;1;एक},"कर्ता,7.1","विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,7.1",निर्मल_करने_वाला
5.1,प्रियः,प्रियः,प्रिय{पुं;1;एक},प्रिय{पुं;1;एक},"विधेय_विशेषणम्,4.2","विधेय_विशेषणम्,4.2#कर्ता_बे_वेर्ब्स्,7.1",प्रिय
6.1,पिपीलिका-,पिपीलिका-आदि,पिपीलिका,पिपीलिका,"त_पु_6,6.2","त_पु_6,6.2",पिपीलिका-
6.2,आदीनाम्,--,आदि{पुं;6;बहु}/आदि{नपुं;6;बहु}/आदि{स्त्री;6;बहु},आदि{पुं;6;बहु},"षष्ठीसम्बन्धः,4.2","षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,2.1",पहेलों_का
7.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,4.2",-,होता_है
8.1,.,.,-,-,-,-,-
