anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.2,आदीनाम्,--,आदि{पुं;6;बहु}/आदि{नपुं;6;बहु}/आदि{स्त्री;6;बहु},आदि{पुं;6;बहु},"समुच्चितः,4.1","समुच्चितः,4.1",पहेलों_का
2.1,यथा-,यथा-स्वम्,यथा-,यथा-,"अव्ययीभावः,2.2","अव्ययीभावः,2.2",यथा-
2.2,स्वम्,--,स्व{पुं;2;एक}/स्व{नपुं;1;एक}/स्व{नपुं;2;एक}/स्व{सर्वनाम;पुं;2;एक}/स्व{सर्वनाम;नपुं;1;एक}/स्व{सर्वनाम;नपुं;2;एक},स्व{पुं;2;एक},"कर्मसमानाधिकरणम्,4.1","कर्मसमानाधिकरणम्,4.1",अपने_को
3.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1","समुच्चय_द्योतकः,4.1",और
4.1,विद्यात्,विद्यात्,विद्1{कर्तरि;आशीर्लिङ्;प्र;एक;परस्मैपदी;अदादिः}/विद्3{कर्तरि;आशीर्लिङ्;प्र;एक;परस्मैपदी;तुदादिः}/विद्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः},विद्1{कर्तरि;आशीर्लिङ्;प्र;एक;परस्मैपदी;अदादिः},-,-,समझे
5.1,वृद्धि-,वृद्धि-क्षयौ,वृद्धि,वृद्धि,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",वृद्धि-
5.2,क्षयौ,--,क्षय{पुं;1;द्वि}/क्षय{पुं;2;द्वि}/क्षय{पुं;8;द्वि},क्षय{पुं;2;द्वि},"कर्म,4.1","कर्म,4.1",क्षय
6.1,भिषक्,भिषक्,भिषज्{पुं;1;एक}/भिषज्{पुं;8;एक},भिषज्{पुं;1;एक},"क्रियाविशेषणम्,4.1","क्रियाविशेषणम्,4.1",चिकित्सक
7.1,क्षयेण,क्षयेण,क्षय{पुं;3;एक}/क्षय{नपुं;3;एक},क्षय{पुं;3;एक},"हेतुः,9.1","हेतुः,9.1",क्षय_से
8.1,विपरीतानाम्,विपरीतानाम्,विपरीत{पुं;6;बहु(वि_परि_इ1;क्त;अदादिः)}/विपरीत{नपुं;6;बहु(वि_परि_इ1;क्त;अदादिः)}/विपरीता{स्त्री;6;बहु(वि_परि_इ1;क्त;अदादिः)},विपरीत{पुं;6;बहु(वि_परि_इ1;क्त;अदादिः)},"विशेषणम्,9.1","विशेषणम्,9.1#कर्ता,10.1#कर्म,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,1.2#भावलक्षणसप्तमी_पूर्वकालः,4.1",उलटों_का
9.1,गुणानाम्,गुणानाम्,गुण{पुं;6;बहु}/गुणा{स्त्री;6;बहु},गुण{पुं;6;बहु},"समुच्चितः,4.1","समुच्चितः,4.1",गुणों_का
10.1,वर्धनेन,वर्धनेन,वर्धन{नपुं;3;एक(वृध्1;ल्युट्;भ्वादिः)},वर्धन{नपुं;3;एक(वृध्1;ल्युट्;भ्वादिः)},"समुच्चितः,7.1","समुच्चितः,7.1",बढने_से
11.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,10.1","समुच्चय_द्योतकः,10.1",और
