anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,शोधनम्,शोधनम्,शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)}/शोधन{नपुं;2;एक(शुध्1;ल्युट्;दिवादिः)},शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)},"कर्ता,6.1","कर्म,6.1#कर्ता,6.1",शुद्ध_करने_वाला
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",तो
3.1,अतियोगेन,अतियोगेन,अतियोग{पुं;3;एक},अतियोग{पुं;3;एक},"हेतुः,6.1","हेतुः,6.1",-
4.1,विपरीतम्,विपरीतम्,विपरीत{पुं;2;एक(वि_परि_इ1;क्त;अदादिः)}/विपरीत{नपुं;1;एक(वि_परि_इ1;क्त;अदादिः)}/विपरीत{नपुं;2;एक(वि_परि_इ1;क्त;अदादिः)},विपरीत{पुं;2;एक(वि_परि_इ1;क्त;अदादिः)},"कर्म,6.1","कर्म,6.1#विशेषणम्,10.1#कर्ता,6.1",उलटे_को
5.1,विपर्यये,विपर्यये,विपर्यय{पुं;7;एक},विपर्यय{पुं;7;एक},"अधिकरणम्,6.1","अधिकरणम्,6.1",विपरीत_में
6.1,क्षिणुयात्,क्षिणुयात्,क्षि2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;स्वादिः},क्षि2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;स्वादिः},"अभिहित_कर्ता,1.1;सकर्मक","अभिहित_कर्ता,1.1;सकर्मक",मारे
7.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,6.1","प्रतिषेधः,6.1",नहीं
8.1,मलान्,मलान्,मल{पुं;2;बहु},मल{पुं;2;बहु},"कर्म,6.1","कर्म,6.1",मल_को
9.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,8.1","सम्बन्धः,8.1",ही
10.1,केवलम्,केवलम्,केवल{पुं;2;एक}/केवल{नपुं;1;एक}/केवल{नपुं;2;एक},केवल{नपुं;1;एक},"क्रियाविशेषणम्,6.1","क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,4.1#क्रियाविशेषणम्,1.1",केवल
11.1,वपुरस्यति,वपुरस्यति,वपुरस्यसि{नपुं;2;एक},वपुरस्यसि{नपुं;2;एक},"कर्म,12.1","कर्म,12.1",-
12.1,(क्षिणुयात्),(क्षिणुयात्),क्षि2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;स्वादिः},क्षि2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;स्वादिः},-,-,-
