anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,आमेन,आमेन,आम{पुं;3;एक},आम{पुं;3;एक},"सहार्थः,3.1","हेतुः,14.2#हेतुः,10.1#हेतुः,5.1#हेतुः,2.1#सहार्थः,3.1",कच्चे_से
2.1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"विशेषणम्,1.1","हेतुः,14.2#हेतुः,10.1#हेतुः,5.1#विशेषणम्,1.1",उससे
3.1,संपृक्ताः,संपृक्ताः,सम्पृक्त{पुं;1;बहु}/सम्पृक्ता{स्त्री;1;बहु}/सम्पृक्ता{स्त्री;2;बहु}/सम्पृक्त{पुं;8;बहु},सम्पृक्त{पुं;1;बहु},"विशेषणम्,4.1","विशेषणम्,14.2#विशेषणम्,13.1#विशेषणम्,7.1#विशेषणम्,4.1#सुप्_समुच्चितः,11.1#सुप्_समुच्चितः,5.1#कर्म,5.1#कर्म,2.1#कर्म,10.1#विशेषणम्,11.1",एकीकृत
4.1,दोषाः,दोषाः,दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु},दोष{पुं;1;बहु},"समुच्चितः,13.1","सुप्_समुच्चितः,11.1#सुप्_समुच्चितः,5.1#कर्म,5.1#कर्म,2.1#कर्म,10.1#सुप्_समुच्चितः,13.1",दोष
5.1,दूष्याः,दूष्याः,दूषि{स्त्री;5;एक}/दूषि{स्त्री;6;एक}/दूषी{स्त्री;5;एक}/दूषी{स्त्री;6;एक}/दूष्या{स्त्री;1;बहु}/दूष्या{स्त्री;2;बहु}/दुष्1{णिच्;कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;दिवादिः}/दूष्या{स्त्री;8;बहु}/दूष्य{पुं;1;बहु},दूष्य{पुं;1;बहु},"समुच्चितः,13.1","सुप्_समुच्चितः,11.1#कर्म,2.1#कर्म,10.1#कर्ता,14.2#कर्म,14.2#षष्ठीसम्बन्धः,14.2#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#हेतुः5,14.2#हेतुः5,10.1#हेतुः5,2.1#अपादानम्,14.2#सुप्_समुच्चितः,13.1",ढीढ_से
6.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.1","सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1",और
7.1,दूषिताः,दूषिताः,दूषित{पुं;1;बहु}/दूषित{पुं;8;बहु},दूषित{पुं;1;बहु},"विशेषणम्,5.1","सुप्_समुच्चितः,11.1#कर्म,10.1#विशेषणम्,5.1",दूषित
8.1,सामाः,सामाः,सामा{स्त्री;1;बहु}/सामा{स्त्री;2;बहु},सामा{स्त्री;1;बहु},"सञ्ज्ञा,13.1","सुप्_समुच्चितः,11.1#कर्म,5.1#कर्म,2.1#कर्म,10.1#सञ्ज्ञा,13.1",सामे
9.1,इति,इति,इति{अव्य},इति{अव्य},"सञ्ज्ञा_द्योतकः,8.1","सञ्ज्ञा_द्योतकः,8.1",ऐसा
10.1,उपदिश्यन्ते,उपदिश्यन्ते,उप_दिश्1{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;तुदादिः},उप_दिश्1{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;तुदादिः},-,-,उपदेश_दिया_जाता_है
11.1,ये,ये,यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि},यद्{सर्वनाम;पुं;1;बहु},"विशेषणम्,13.1","कर्म,5.1#कर्म,10.1#विशेषणम्,14.2#विशेषणम्,13.1#विशेषणम्,7.1#विशेषणम्,4.1#विशेषणम्,3.1",जो
12.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,13.1","सुप्_समुच्चय_द्योतकः,11.1#सम्बन्धः,11.1#सुप्_समुच्चय_द्योतकः,13.1",और
13.1,रोगाः,रोगाः,रोग{पुं;1;बहु}/रोग{पुं;8;बहु},रोग{पुं;1;बहु},"कर्म,10.1","कर्म,10.1#सुप्_समुच्चितः,4.1",रोग
14.1,तत्-,तत्-उद्भवाः,तत्,तत्,"तृतीया-तत्पुरुषः,14.2","तृतीया-तत्पुरुषः,14.2",तत्-
14.2,उद्भवाः,--,उद्भव{पुं;1;बहु}/उद्भव{पुं;8;बहु}/उद्भव{पुं;1;बहु(उत्_भू1;घञ्;भ्वादिः)}/उद्भवा{स्त्री;8;बहु}/उद्भवा{स्त्री;1;बहु}/उद्भवा{स्त्री;2;बहु},उद्भव{पुं;1;बहु},"विशेषणम्,13.1","विशेषणम्,8.1#विशेषणम्,5.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,10.1#विशेषणम्,13.1#विशेषणम्,11.1#विशेषणम्,7.1",उत्पन्न
15.1,.,.,-,-,-,-,-
