anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,श्रावणे,श्रावणे,श्रावणा{स्त्री;1;द्वि}/श्रावणा{स्त्री;2;द्वि}/श्रावण{पुं;7;एक},श्रावण{पुं;7;एक},"घटकः,4.1","अधिकरणम्,4.1#कर्म,4.1#घटकः,4.1",श्रावण_में
2.1,कार्त्तिके,कार्त्तिके,कार्तिक{पुं;7;एक},कार्तिक{पुं;7;एक},"घटकः,4.1","अधिकरणम्,4.1#घटकः,4.1",कार्तिक_में
3.1,चैत्रे,चैत्रे,चैत्र{पुं;7;एक}/चैत्र{नपुं;7;एक},चैत्र{पुं;7;एक},"घटकः,4.1","अधिकरणम्,4.1#घटकः,4.1",चैत्र_में
4.1,मासि,मासि,मा1{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}/मास{पुं;7;एक},मास{पुं;7;एक},"अधिकरणम्,10.1","अधिकरणम्,10.1",-
5.1,साधारणे,साधारणे,साधारण{पुं;7;एक}/साधारण{नपुं;7;एक},साधारण{पुं;7;एक},"विशेषणम्,4.1","विशेषणम्,4.1",साधारण_में
6.1,क्रमात्,क्रमात्,क्रम{पुं;5;एक},क्रम{पुं;5;एक},"क्रियाविशेषणम्,10.1","हेतुः5,4.1#क्रियाविशेषणम्,10.1",क्रम_से
7.1,ग्रीष्म-,ग्रीष्म-वर्षा-हिम-चितान्,ग्रीष्म,ग्रीष्म,"इतरेतर-द्वन्द्वः,7.3","इतरेतर-द्वन्द्वः,7.3",ग्रीष्म-
7.2,वर्षा-,--,वर्षा,वर्षा,"इतरेतर-द्वन्द्वः,7.3","इतरेतर-द्वन्द्वः,7.3",वर्षा-
7.3,हिम-,--,हिम,हिम,"सप्तमी-तत्पुरुषः,7.4","सप्तमी-तत्पुरुषः,7.4",हिम-
7.4,चितान्,--,चित{पुं;2;बहु},चित{पुं;2;बहु},"विशेषणम्,8.2","विशेषणम्,8.2#कर्म,4.1",चित
8.1,वायु-,वायु-आदीन्,वायु,वायु,"षष्ठ्यर्थ-बहुव्रीहिः,8.2","षष्ठ्यर्थ-बहुव्रीहिः,8.2",वायु-
8.2,आदीन्,--,आदि{पुं;2;बहु},आदि{पुं;2;बहु},"कर्म,10.1","विशेषणम्,7.4#कर्म,4.1#कर्म,10.1",पहेलों_को
9.1,आशु,आशु,आशु{नपुं;1;एक}/आशु{नपुं;2;एक}/आशु{नपुं;8;एक}/आशु{अव्य},आशु{अव्य},"क्रियाविशेषणम्,10.1","कर्म,4.1#क्रियाविशेषणम्,10.1",तुरन्त
10.1,निर्हरेत्,निर्हरेत्,निर्_हृ1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},निर्_हृ1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,-
11.1,.,.,-,-,-,-,-
