anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,षट्,षट्,षष्{संख्येयम्;नपुं;1;बहु}/षष्{संख्येयम्;नपुं;2;बहु}/षष्{संख्या;नपुं;1;बहु}/षष्{संख्या;नपुं;2;बहु}/षष्{संख्या;पुं;1;बहु}/षष्{संख्येयम्;पुं;1;बहु},षष्{संख्येयम्;पुं;1;बहु},"विशेषणम्,4.1","विशेषणम्,8.1#सुप्_समुच्चितः,4.1#गतिकर्म,3.1#कर्ता_बे_वेर्ब्स्,8.1#विशेषणम्,4.1",छः
2.1,द्रव्यम्,द्रव्यम्,द्रव्य{नपुं;1;एक}/द्रव्य{नपुं;2;एक}/द्रव्य{पुं;2;एक},द्रव्य{नपुं;2;एक},"कर्म,3.1","सुप्_समुच्चितः,4.1#गतिकर्म,3.1",द्रव्य
3.1,आश्रिताः,आश्रिताः,आश्रि{तल्;स्त्री;1;बहु}/आश्रि{तल्;स्त्री;2;बहु}/आश्रित{पुं;1;बहु(आङ्_श्रि1;क्त;भ्वादिः)}/आश्रिता{स्त्री;1;बहु(आङ्_श्रि1;क्त;भ्वादिः)}/आश्रिता{स्त्री;2;बहु(आङ्_श्रि1;क्त;भ्वादिः)},आश्रित{पुं;1;बहु(आङ्_श्रि1;क्त;भ्वादिः)},"विशेषणम्,4.1","विशेषणम्,7.2#सुप्_समुच्चितः,4.1#कर्ता_बे_वेर्ब्स्,8.1#विशेषणम्,4.1",आश्रि
4.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"कर्ता,8.1","प्रयोजनम्1,8.1#प्रयोजनम्1,3.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1#गतिकर्म,3.1#कर्ता,8.1#विधेय_विशेषणम्,3.1#विशेषणम्,7.2#कर्ता_बे_वेर्ब्स्,8.1",वे
5.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,4.1","सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1",और
6.1,यथा-,यथा-पूर्वम्,यथा,यथा,"अव्ययीभावः,6.2","अव्ययीभावः,6.2",यथा-
6.2,पूर्वम्,--,पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}/पूर्व{नपुं;1;एक}/पूर्व{नपुं;2;एक}/पूर्व{अव्य},पूर्व{अव्य},"क्रियाविशेषणम्,8.1","विशेषणम्,2.1#गतिकर्म,3.1#विधेय_विशेषणम्,2.1#क्रियाविशेषणम्,8.1",पूर्व_को
7.1,बल-,बल-आवहाः,बल,बल,"उपपद-तत्पुरुषः,7.2","उपपद-तत्पुरुषः,7.2",बल-
7.2,आवहाः,--,आवह{पुं;1;बहु}/आवहा{स्त्री;1;बहु}/आवहा{स्त्री;2;बहु}/आवह{पुं;8;बहु}/आवहा{स्त्री;8;बहु},आवह{पुं;1;बहु},"विधेय_विशेषणम्,4.1","विशेषणम्,3.1#गतिकर्म,3.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1",आवह
8.1,(सन्ति),(सन्ति),अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/सत्{नपुं;8;बहु}/सत्{नपुं;1;बहु(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;2;बहु(अस्2;शतृ_लट्;अदादिः)},अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},-,"विशेषणम्,1.1#गतिकर्म,3.1",हैं
9.1,.,.,-,-,-,-,-
