anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,यः,यः,यद्{सर्वनाम;पुं;1;एक},यद्{सर्वनाम;पुं;1;एक},"विशेषणम्,4.2;नित्य_सम्बन्धः,6.1","विशेषणम्,4.2;नित्य_सम्बन्धः,6.1",जो
2.1,(श्लेष्मा),(श्लेष्मा),श्लेष्मन्{पुं;1;एक},श्लेष्मन्{पुं;1;एक},"विशेषणम्,5.1","विशेषणम्,5.1",कफ
3.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,4.2","सम्बन्धः,4.2",तो
4.1,आमाशय-,आमाशय-संस्थितः,आमाशय,आमाशय,"सप्तमी-तत्पुरुषः,4.2","सप्तमी-तत्पुरुषः,4.2",आमाशय-
4.2,संस्थितः,--,संस्थित{पुं;1;एक(सम्_ष्था1;क्त;भ्वादिः)},संस्थित{पुं;1;एक(सम्_ष्था1;क्त;भ्वादिः)},"कर्ता,9.1","कर्ता,9.1",स्थित
5.1,क्लेदकः,क्लेदकः,क्लेदक{पुं;1;एक(क्लिद्2;ण्वुल्;दिवादिः)},क्लेदक{पुं;1;एक(क्लिद्2;ण्वुल्;दिवादिः)},"कर्म,8.1","विशेषणम्,6.1#गौणकर्म,8.1#कर्म,8.1",-
6.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"विशेषणम्,2.1","विशेषणम्,2.1",वह
7.1,अन्न-,अन्न-सङ्घात-क्लेदनात्,अन्न,अन्न,"षष्ठी-तत्पुरुषः,7.2","षष्ठी-तत्पुरुषः,7.2",अन्न-
7.2,सङ्घात-,--,सङ्घात,सङ्घात,"षष्ठी-तत्पुरुषः,7.3","षष्ठी-तत्पुरुषः,7.3",सङ्घात-
7.3,क्लेदनात्,--,क्लेदन{नपुं;5;एक(क्लिद्2;ल्युट्;दिवादिः)},क्लेदन{नपुं;5;एक(क्लिद्2;ल्युट्;दिवादिः)},"हेतुः,8.1","हेतुः,8.1",गीला_होने~से
8.1,(उच्यते),(उच्यते),ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः},ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः},"अभिहित_कर्म,6.1;सकर्मक","अभिहित_कर्म,6.1;सकर्मक",कहा_जाता_है
9.1,(अस्ति),(अस्ति),अस्{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः},अस्{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः},"अभिहित_कर्ता,4.2","अभिहित_कर्ता,4.2",-
