anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,विबन्ध-,विबन्ध-गौरव-उद्गार-हृल्लास-आदिभिः,विबन्ध,विबन्ध,"इतरेतर-द्वन्द्वः,1.5","इतरेतर-द्वन्द्वः,1.5",विबन्ध-
1.2,गौरव-,--,गौरव,गौरव,"इतरेतर-द्वन्द्वः,1.5","इतरेतर-द्वन्द्वः,1.5",गौरव-
1.3,उद्गार-,--,उद्गार(उत्_गॄ1;घञ्;तुदादिः),उद्गार(उत्_गॄ1;घञ्;तुदादिः),"इतरेतर-द्वन्द्वः,1.5","इतरेतर-द्वन्द्वः,1.5",-
1.4,हृल्लास-,--,हृल्लास,हृल्लास,"बहुव्रीहिः,1.5","बहुव्रीहिः,1.5",हृल्लास-
1.5,आदिभिः,--,आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु},आदि{पुं;3;बहु},"करणम्,22.1","करणम्,22.1#करणम्,15.1#करणम्,10.1#करणम्,6.2#विशेषणम्,20.1#विशेषणम्,18.3#विशेषणम्,12.3#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,13.1#विशेषणम्,9.1",पहेलों_से
2.1,आतुरान्,आतुरान्,आतुर{पुं;2;बहु},आतुर{पुं;2;बहु},"कर्म,22.1","कर्म,22.1",आतुर_को
3.1,मध्य-,मध्य-स्थौल्य-आदिकान्,मध्य,मध्य,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",मध्य-
3.2,स्थौल्य-,--,स्थौल्य,स्थौल्य,"बहुव्रीहिः,3.3","बहुव्रीहिः,3.3",स्थौल्य-
3.3,आदिकान्,--,आदिक{पुं;2;बहु},आदिक{पुं;2;बहु},"कर्म,23.1","कर्म,23.1",-
4.1,प्रायः,प्रायः,प्रायः{अव्य},प्रायः{अव्य},"क्रियाविशेषणम्,23.1","क्रियाविशेषणम्,23.1#क्रियाविशेषणम्,15.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,6.2",प्राय
5.1,पूर्वं,पूर्वं,पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}#पूर्व{अव्य},पूर्व{अव्य},"कालाधिकरणम्,23.1","कालाधिकरणम्,23.1",पूर्व_को
6.1,पाचन-,पाचन-दीपनैः,पाचन,पाचन,"इतरेतर-द्वन्द्वः,6.2","इतरेतर-द्वन्द्वः,6.2",पाचन-
6.2,दीपनैः,--,दीपन{नपुं;3;बहु(दीप्1;ल्युट्;दिवादिः)}/दीपन{पुं;3;बहु},दीपन{नपुं;3;बहु(दीप्1;ल्युट्;दिवादिः)},"करणम्,23.1","करणम्,23.1",आग_लगाने_वालों_से
7.1,एभिः,एभिः,इदम्{सर्वनाम;पुं;3;बहु}/इदम्{सर्वनाम;नपुं;3;बहु},इदम्{सर्वनाम;पुं;3;बहु},"विशेषणम्,9.1","विशेषणम्,20.1#विशेषणम्,18.3#विशेषणम्,12.3#कर्ता,10.1#करणम्,22.1#करणम्,15.1#करणम्,10.1#विशेषणम्,13.1#विशेषणम्,9.1",इनसे
8.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,7.1","सम्बन्धः,7.1",ही
