anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,ग्रैष्मः,ग्रैष्मः,ग्रैष्म{पुं;1;एक},ग्रैष्म{पुं;1;एक},"विशेषणम्,6.1","कर्म,7.1#विशेषणम्,6.1",ग्रीष्म
2.1,प्रायः,प्रायः,प्रायः{अव्य},प्रायः{अव्य},"क्रियाविशेषणम्,7.1","क्रियाविशेषणम्,7.1",प्राय
3.1,मरुत्-,मरुत्-पित्ते,मरुत्,मरुत्,"इतरेतर-द्वन्द्वः,3.2","इतरेतर-द्वन्द्वः,3.2",मरुत्-
3.2,पित्ते,--,पित्त{नपुं;1;द्वि}/पित्त{नपुं;2;द्वि}/पित्त{नपुं;8;द्वि}/पित्त{नपुं;7;एक}/पित्त{पुं;7;एक}/पित्ता{स्त्री;8;एक}/पित्ता{स्त्री;8;द्वि}/पित्ता{स्त्री;1;द्वि}/पित्ता{स्त्री;2;द्वि},पित्त{नपुं;7;एक},"अधिकरणम्,7.1","विशेषणम्,15.2#विशेषणम्,9.2#कर्म,7.1#अधिकरणम्,19.1#अधिकरणम्,18.1#अधिकरणम्,14.1#अधिकरणम्,13.1#अधिकरणम्,7.1#अधिकरणम्,6.1",पित्
4.1,(मरुतः),मरुतः,मरुत्{पुं;1;बहु}/मरुत्{पुं;2;बहु}/मरुत्{पुं;5;एक}/मरुत्{पुं;6;एक}/मरुत{पुं;1;एक}/मरुत्{पुं;8;बहु},मरुत्{पुं;6;एक},"षष्ठीसम्बन्धः,5.1","कर्म,7.1#कर्ता,19.1#कर्ता,18.1#कर्ता,14.1#कर्ता,13.1#कर्ता,7.1#कर्ता,6.1#कर्म,19.1#कर्म,18.1#कर्म,14.1#कर्म,13.1#कर्म,6.1#षष्ठीसम्बन्धः,18.1#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.2#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.2#हेतुः5,19.1#हेतुः5,18.1#हेतुः5,14.1#हेतुः5,13.1#हेतुः5,7.1#हेतुः5,6.1",हवायें
5.1,(योगवाहित्वात्),योगवाहित्वात्,योगवाहिन्{त्व;नपुं;5;एक},योगवाहिन्{त्व;नपुं;5;एक},"हेतुः,7.1","हेतुः5,19.1#हेतुः5,18.1#हेतुः5,14.1#हेतुः5,13.1#हेतुः5,7.1#हेतुः5,6.1",औषधियों_को_मिलाने_का_माध्यम_से
6.1,(उपक्रमः),उपक्रमः,उपक्रम{पुं;1;एक}/उपक्रम{पुं;1;एक(उप_क्रम्1;घञ्;भ्वादिः)},उपक्रम{पुं;1;एक},"कर्ता,7.1","कर्म,7.1#कर्ता,7.1",उपक्रम
7.1,(योज्यः),योज्यः,योज्य{पुं;1;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{पुं;1;एक(युज्2;ण्यत्;रुधादिः)},योज्य{पुं;1;एक(युज्1;ण्यत्;दिवादिः)},-,"कर्म,14.1",-
8.1,वासन्तः,वासन्तः,वासन्त{पुं;1;एक},वासन्त{पुं;1;एक},"विशेषणम्,13.1","कर्म,14.1#कर्म,7.1#विशेषणम्,13.1",वासन्त
9.1,कफ-,कफ-मारुते,कफ,कफ,"इतरेतर-द्वन्द्वः,9.2","इतरेतर-द्वन्द्वः,9.2",कफ-
9.2,मारुते,--,मारुत{नपुं;1;द्वि}/मारुत{नपुं;2;द्वि}/मारुता{स्त्री;1;द्वि}/मारुता{स्त्री;2;द्वि}/मारुत{नपुं;8;द्वि}/मारुति{पुं;8;एक}/मारुत{पुं;7;एक}/मारुत{नपुं;7;एक}/मारुति{नपुं;8;एक}/मारुति{नपुं;1;एक}/मारुति{नपुं;2;एक}/मारुता{स्त्री;8;एक}/मारुता{स्त्री;8;द्वि},मारुत{पुं;7;एक},"अधिकरणम्,14.1","विशेषणम्,15.2#विशेषणम्,3.2#कर्म,14.1#कर्म,7.1#अधिकरणम्,19.1#अधिकरणम्,18.1#अधिकरणम्,14.1#अधिकरणम्,13.1#अधिकरणम्,7.1#अधिकरणम्,6.1",हवायें
10.1,मरुतः,मरुतः,मरुत्{पुं;1;बहु}/मरुत्{पुं;2;बहु}/मरुत्{पुं;5;एक}/मरुत्{पुं;6;एक}/मरुत{पुं;1;एक}/मरुत्{पुं;8;बहु},मरुत्{पुं;6;एक},"षष्ठीसम्बन्धः,11.1","कर्म,14.1#कर्म,7.1#कर्ता,19.1#कर्ता,18.1#कर्ता,14.1#कर्ता,13.1#कर्म,19.1#कर्म,18.1#कर्म,13.1#कर्म,6.1#षष्ठीसम्बन्धः,18.1#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.2#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.2#हेतुः5,19.1#हेतुः5,18.1#हेतुः5,14.1#हेतुः5,13.1#हेतुः5,7.1#हेतुः5,6.1",हवायें
11.1,योगवाहित्वात्,योगवाहित्वात्,योगवाहिन्{त्व;नपुं;5;एक},योगवाहिन्{त्व;नपुं;5;एक},"हेतुः,14.1","हेतुः5,19.1#हेतुः5,18.1#हेतुः5,14.1#हेतुः5,13.1#हेतुः5,7.1#हेतुः5,6.1",औषधियों_को_मिलाने_का_माध्यम_से
12.1,(प्रायः),प्रायः,प्रायः{अव्य},प्रायः{अव्य},"क्रियाविशेषणम्,14.1","क्रियाविशेषणम्,14.1",प्राय
