anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,शोष-,शोष-अङ्ग-साद-बाधिर्य-सम्मोह-भ्रम-हृत्-गदाः,शोष,शोष,"इतरेतर-द्वन्द्वः,1.8","इतरेतर-द्वन्द्वः,1.8",शोष-
1.2,अङ्ग-,--,अङ्ग,अङ्ग,"षष्ठी-तत्पुरुषः,1.3","षष्ठी-तत्पुरुषः,1.3",अङ्ग-
1.3,साद-,--,साद,साद,"इतरेतर-द्वन्द्वः,1.8","इतरेतर-द्वन्द्वः,1.8",साद-
1.4,बाधिर्य-,--,बाधिर्य,बाधिर्य,"इतरेतर-द्वन्द्वः,1.8","इतरेतर-द्वन्द्वः,1.8",बाधिर्य-
1.5,सम्मोह-,--,सम्मोह(सम्_मुह्1;घञ्;दिवादिः),सम्मोह(सम्_मुह्1;घञ्;दिवादिः),"इतरेतर-द्वन्द्वः,1.8","इतरेतर-द्वन्द्वः,1.8",-
1.6,भ्रम-,--,भ्रम(भ्रम्1;घञ्;भ्वादिः)}/भ्रम(भ्रम्2{घञ्;दिवादिः),भ्रम(भ्रम्1;घञ्;भ्वादिः),"इतरेतर-द्वन्द्वः,1.8","इतरेतर-द्वन्द्वः,1.8",-
1.7,हृत्-,--,हृत्,हृत्,"षष्ठी-तत्पुरुषः,1.8","षष्ठी-तत्पुरुषः,1.8",हृत्-
1.8,गदाः,--,गद{पुं;1;बहु}/गदा{स्त्री;1;बहु}/गदा{स्त्री;2;बहु}/गद{पुं;8;बहु}/गदा{स्त्री;8;बहु},गद{पुं;1;बहु},"कर्ता,4.1","कर्ता,4.1",बोलने
2.1,तृष्णायाः,तृष्णायाः,तृष्णा{स्त्री;6;एक}/तृष्णा{स्त्री;5;एक},तृष्णा{स्त्री;6;एक},"षष्ठीसम्बन्धः,3.1","हेतुः5,9.1#हेतुः5,4.1#हेतुः5,1.6#अपादानम्,4.1#अपादानम्,1.6#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.8",प्यास_से
3.1,निग्रहात्,निग्रहात्,निग्रह{पुं;5;एक},निग्रह{पुं;5;एक},"हेतुः,4.1","हेतुः5,9.1#हेतुः5,4.1#हेतुः5,1.6#अपादानम्,4.1#अपादानम्,1.6",निग्रह_से
4.1,(जायन्ते),जायन्ते,जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,1.8",-,उत्पन्न_होते_हैं
5.1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},"देशाधिकरणम्,9.1","देशाधिकरणम्,9.1#देशाधिकरणम्,4.1",वहाँ
6.1,शीतः,शीतः,शीत{पुं;1;एक},शीत{पुं;1;एक},"विशेषणम्,8.1","विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1",शीत
7.1,सर्वः,सर्वः,सर्व{सर्वनाम;पुं;1;एक},सर्व{सर्वनाम;पुं;1;एक},"विशेषणम्,8.1","विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,6.1",सब
8.1,विधिः,विधिः,विधि{पुं;1;एक},विधि{पुं;1;एक},"कर्ता,9.1","कर्ता,9.1",विधि
9.1,हितः,हितः,हित{पुं;1;एक(धा1;क्त;जुहोत्यादिः)}/हित{पुं;1;एक(हि1;क्त;स्वादिः)},हित{पुं;1;एक(धा1;क्त;जुहोत्यादिः)},-,"विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,6.1",हित
10.1,.,.,-,-,-,-,-
