anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,शरीर-,शरीर-चिन्तां,शरीर,शरीर,"षष्ठी-तत्पुरुषः,1.2","षष्ठी-तत्पुरुषः,1.2",शरीर-
1.2,चिन्ताम्,--,चिन्ता{स्त्री;2;एक},चिन्ता{स्त्री;2;एक},"कर्म,2.1","कर्म,16.1#कर्म,3.1#कर्म,2.1",चिन्ता_को
2.1,निर्वर्त्य,निर्वर्त्य,निर्_वृत्1{अव्य;ल्यप्;भ्वादिः},निर्_वृत्1{अव्य;ल्यप्;भ्वादिः},"पूर्वकालः,12.1","पूर्वकालः,12.1",-
3.1,कृत-,कृत-शौच-विधिः,कृत(कृ2;क्त;स्वादिः)}/कृत(कृ3{क्त;तनादिः),कृत(कृ2;क्त;स्वादिः),"तृतीयार्थ-बहुव्रीहिः,3.3","तृतीयार्थ-बहुव्रीहिः,3.3",-
3.2,शौच-,--,शौच,शौच,"षष्ठी-तत्पुरुषः,3.3","षष्ठी-तत्पुरुषः,3.3",शौच-
3.3,विधिः,--,विधि{पुं;1;एक},विधि{पुं;1;एक},"कर्ता,12.1","कर्ता,12.1",विधि
4.1,ततः,ततः,ततः{अव्य},ततः{अव्य},"सम्बन्धः,12.1","सम्बन्धः,18.1#सम्बन्धः,16.1#सम्बन्धः,15.2#सम्बन्धः,13.2#सम्बन्धः,12.1#सम्बन्धः,3.1#कार्य_द्योतकः,18.1#कार्य_द्योतकः,15.2#कार्य_द्योतकः,12.1",वहाँ_से
5.1,अर्क-,अर्क-न्यग्रोध-खदिर-करञ्ज-ककुभ-आदि-जम्,अर्क,अर्क,"इतरेतर-द्वन्द्वः,5.5","इतरेतर-द्वन्द्वः,5.5",अर्क-
5.2,न्यग्रोध-,--,न्यग्रोध,न्यग्रोध,"इतरेतर-द्वन्द्वः,5.5","इतरेतर-द्वन्द्वः,5.5",न्यग्रोध-
5.3,खदिर-,--,खदिर,खदिर,"इतरेतर-द्वन्द्वः,5.5","इतरेतर-द्वन्द्वः,5.5",खदिर-
5.4,करञ्ज-,--,करञ्ज,करञ्ज,"इतरेतर-द्वन्द्वः,5.5","इतरेतर-द्वन्द्वः,5.5",करञ्ज-
5.5,ककुभ-,--,ककुभ,ककुभ,"षष्ठ्यर्थ-बहुव्रीहिः,5.6","षष्ठ्यर्थ-बहुव्रीहिः,5.6",ककुभ-
5.6,आदि-,--,आदि}/आदिन्,आदि,"उपपद-तत्पुरुषः,5.7","उपपद-तत्पुरुषः,5.7",आदि-
5.7,जम्,--,ज{पुं;2;एक}/ज{नपुं;1;एक}/ज{नपुं;2;एक},ज{पुं;2;एक},"विशेषणम्,13.2","विशेषणम्,13.2#विशेषणम्,11.2#विशेषणम्,10.2#विशेषणम्,9.4#विशेषणम्,7.2#कर्म,16.1#कर्म,12.1#कर्म,3.1#कर्ता,12.1#विशेषणम्,8.3",उत्पन्न_को
6.1,प्रातः,प्रातः,प्रातः{अव्य},प्रातः{अव्य},"कालाधिकरणम्,12.1","कालाधिकरणम्,18.1#कालाधिकरणम्,16.1#कालाधिकरणम्,15.2#कालाधिकरणम्,13.2#कालाधिकरणम्,12.1",प्रातः
7.1,मृदु-,मृदु-अग्रं,मृदु,मृदु,"षष्ठ्यर्थ-बहुव्रीहिः,7.2","षष्ठ्यर्थ-बहुव्रीहिः,7.2",मृदु-
7.2,अग्रम्,--,अग्र{नपुं;1;एक}/अग्र{नपुं;2;एक}/अग्र{पुं;2;एक},अग्र{पुं;2;एक},"विशेषणम्,13.2","विशेषणम्,13.2#विशेषणम्,11.2#विशेषणम्,10.2#विशेषणम्,9.4#विशेषणम्,8.3#विशेषणम्,5.7#कर्म,16.1#कर्म,13.2#कर्म,12.1#कर्म,3.1#कर्ता,12.1",आगे
