anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,अति-,अति-स्थौल्य-आदिकान्,अति,अति,"अव्ययीभावः,1.2","अव्ययीभावः,1.2",अति-
1.2,स्थौल्य-,स्थौल्य-,स्थौल्य,स्थौल्य,"बहुव्रीहिः,1.3","बहुव्रीहिः,1.3",स्थौल्य-
1.3,आदिकान्,आदिकान्,आदिका{पुं;2;बहु},आदिका{पुं;2;बहु},"समुच्चितः,4.1","समुच्चितः,4.1",-
2.1,सर्वान्,सर्वान्,सर्व{सर्वनाम;पुं;2;बहु},सर्व{सर्वनाम;पुं;2;बहु},"समुच्चितः,4.1","विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,4.1#विशेषणम्,3.1#सुप्_समुच्चितः,4.1#कर्म,8.1",सब_को
3.1,रोगान्,रोगान्,रोग{पुं;2;बहु},रोग{पुं;2;बहु},"समुच्चितः,4.1","सुप्_समुच्चितः,4.1#कर्म,8.1",रोगों_को
4.1,अन्यान्,अन्यान्,अन्य{सर्वनाम;पुं;2;बहु},अन्य{सर्वनाम;पुं;2;बहु},"विशेषणम्,7.1","विशेषणम्,7.1#विशेषणम्,6.2#कर्म,8.1",अन्य_
5.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1","सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1",और
6.1,तद्-,तद्-विधान्,तद्,तद्,"कर्मधारयः,6.2","कर्मधारयः,6.2",तद्-
6.2,विधान्,--,विध{पुं;2;बहु},विध{पुं;2;बहु},"विशेषणम्,7.1","विशेषणम्,7.1#कर्म,8.1",प्रकार
7.1,रोगान्,रोगान्,रोग{पुं;2;बहु},रोग{पुं;2;बहु},"कर्म,8.1","कर्म,8.1",रोग
8.1,(निहन्ति),(निहन्ति),नि_हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},नि_हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},-,-,समूल_नष्ट_करता_है
9.1,.,.,-,-,-,-,-
