anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,तस्मात्,तस्मात्,तद्{सर्वनाम;पुं;5;एक}/तद्{सर्वनाम;नपुं;5;एक},तद्{सर्वनाम;पुं;5;एक},"हेतुः,9.1","हेतुः,9.1",उससे
2.1,तद्-,तद्-हेतु-आकृति-साधनम्,तद्,तद्,"कर्मधारयः,2.2","कर्मधारयः,2.2",तद्-
2.2,हेतु-,--,हेतु,हेतु,"इतरेतर-द्वन्द्वः,2.3","इतरेतर-द्वन्द्वः,2.3",हेतु-
2.3,आकृति-,--,आकृति,आकृति,"षष्ठी-तत्पुरुषः,2.4","षष्ठी-तत्पुरुषः,2.4",आकृति-
2.4,साधनम्,--,साधन{नपुं;1;एक}/साधन{नपुं;2;एक}/साधन{पुं;2;एक},साधन{नपुं;2;एक},"कर्मसमानाधिकरणम्,6.1","कर्मसमानाधिकरणम्,6.1#विशेषणम्,3.1#मुख्यकर्म,9.1#मुख्यकर्म,6.1#गौणकर्म,6.1#गौणकर्म,9.1",साधन
3.1,शक्यम्,शक्यम्,शक्य{पुं;2;एक(शक्3;यत्;स्वादिः)}/शक्य{नपुं;1;एक(शक्3;यत्;स्वादिः)}/शक्य{नपुं;2;एक(शक्3;यत्;स्वादिः)},शक्य{नपुं;2;एक(शक्3;यत्;स्वादिः)},"कर्म,6.1","कर्म,6.1#मुख्यकर्म,9.1#कर्मसमानाधिकरणम्,2.4#गौणकर्म,6.1#गौणकर्म,9.1#मुख्यकर्म,6.1",समर्थ
4.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,6.1","प्रतिषेधः,6.1",नहीं
5.1,एकैकशः,एकैकशः,एकैकशः{अव्य},एकैकशः{अव्य},"क्रियाविशेषणम्,6.1","क्रियाविशेषणम्,9.1#क्रियाविशेषणम्,6.1",एकैकशः
6.1,वक्तुम्,वक्तुम्,वच्1{अव्य;तुमुन्;अदादिः}/ब्रू1{अव्य;तुमुन्;अदादिः},वच्1{अव्य;तुमुन्;अदादिः},"प्रयोजनम्,9.1","प्रयोजनम्1,9.1",बोलने~के_लिये
7.1,अतः,अतः,अतः{अव्य},अतः{अव्य},"कार्य_द्योतकः,9.1","कार्य_द्योतकः,9.1",अतः
8.1,सामान्यम्,सामान्यम्,सामान्य{पुं;2;एक}/सामान्य{नपुं;1;एक}/सामान्य{नपुं;2;एक},सामान्य{नपुं;1;एक},"कर्म,9.1","कर्म,9.1#कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,2.4#गौणकर्म,9.1",सामान्य
9.1,उच्यते,उच्यते,ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः},ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः},"अभिहित_कर्म,8.1;सकर्मक","अभिहित_कर्म,8.1;सकर्मक",कहा_जाता_है
10.1,.,.,-,-,-,-,-
