anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,अति-,अति-उष्ण-वर्ष-शीताः,अति,अति,"गतिसमासः,1.2","गतिसमासः,1.2",अति-
1.2,उष्ण-,--,उष्ण,उष्ण,"इतरेतर-द्वन्द्वः,1.4","इतरेतर-द्वन्द्वः,1.4",उष्ण-
1.3,वर्ष-,--,वर्ष,वर्ष,"इतरेतर-द्वन्द्वः,1.4","इतरेतर-द्वन्द्वः,1.4",वर्ष-
1.4,शीताः,--,शीत{पुं;1;बहु}/शीता{स्त्री;1;बहु}/शीता{स्त्री;2;बहु}/शीत{पुं;8;बहु}/शीता{स्त्री;8;बहु},शीत{पुं;1;बहु},"विधेय_विशेषणम्,3.4","विशेषणम्,3.4#विधेय_विशेषणम्,3.4#कर्ता_बे_वेर्ब्स्,4.1",शीत
2.1,हि,हि,हि{अव्य},हि{अव्य},"कारण_द्योतकः,4.1","कारण_द्योतकः,10.1#कारण_द्योतकः,8.1#कारण_द्योतकः,4.1",हि
3.1,ग्रीष्म-,ग्रीष्म-वर्षा-हिम-आगमाः,ग्रीष्म,ग्रीष्म,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",ग्रीष्म-
3.2,वर्षा-,--,वर्षा,वर्षा,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",वर्षा-
3.3,हिम-,--,हिम,हिम,"षष्ठी-तत्पुरुषः,3.4","षष्ठी-तत्पुरुषः,3.4",हिम-
3.4,आगमाः,--,आगम{पुं;8;बहु}/आगम{पुं;1;बहु(आङ्_गम्1;घञ्;भ्वादिः)}/आगमा{स्त्री;8;बहु}/आगमा{स्त्री;1;बहु}/आगमा{स्त्री;2;बहु},आगम{पुं;1;बहु(आङ्_गम्1;घञ्;भ्वादिः)},"कर्ता,4.1","विशेषणम्,1.4#प्रयोज्यकर्ता,10.1#विधेय_विशेषणम्,1.4#कर्ता_बे_वेर्ब्स्,4.1#विशेषणम्,4.1",जन्म
4.1,(भवन्ति),भवन्ति,भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु},भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः},-,"प्रयोज्यकर्ता,10.1",होते_हैं
5.1,सन्धौ,सन्धौ,सन्धि{पुं;7;एक},सन्धि{पुं;7;एक},"विशेषणम्,11.1","अधिकरणम्,10.1#अधिकरणम्,8.1#अधिकरणम्,4.1#अधिकरणम्,3.4#विशेषणम्,11.1",सन्धि_में
6.1,साधारणे,साधारणे,साधारण{पुं;7;एक}/साधारण{नपुं;7;एक},साधारण{पुं;7;एक},"विशेषणम्,11.1","अधिकरणम्,10.1#अधिकरणम्,8.1#अधिकरणम्,4.1#अधिकरणम्,3.4#विशेषणम्,11.1",साधारण_में
7.1,तेषाम्,तेषाम्,तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु},तद्{सर्वनाम;पुं;6;बहु},"षष्ठीसम्बन्धः,5.1","कर्म,3.4#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.4",उनका
8.1,दुष्टान्,दुष्टान्,दुष्ट{पुं;2;बहु(दुष्1;क्त;दिवादिः)},दुष्ट{पुं;2;बहु(दुष्1;क्त;दिवादिः)},"विशेषणम्,9.1","विशेषणम्,9.1#प्रयोज्यकर्ता,10.1",दुःखित_होना_या_किये_हुए
9.1,दोषान्,दोषान्,दोष{पुं;2;बहु},दोष{पुं;2;बहु},"कर्म,10.1","प्रयोज्यकर्ता,10.1#कर्म,10.1",दोषों_को
10.1,शोधयेत्,शोधयेत्,शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},-,-,शुद्ध_करे
11.1,(मासि),मासि,मा1{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}/मास{पुं;7;एक},मास{पुं;7;एक},"अधिकरणम्,10.1","अधिकरणम्,10.1",-
12.1,.,.,-,-,-,-,-
