anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,प्राणः,प्राणः,प्राण{पुं;1;एक},प्राण{पुं;1;एक},"कर्ता,4.1","कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,4.1",प्राण
2.1,अत्र,अत्र,अत्र{अव्य},अत्र{अव्य},"देशाधिकरणम्,4.1","देशाधिकरणम्,8.1#देशाधिकरणम्,4.1",इस_स्थान_पर
3.1,मूर्ध-,मूर्धगः,मूर्ध-,मूर्ध-,"उपपद_तत्पुरुषः,3.2","उपपद_तत्पुरुषः,3.2",-
3.2,गः,-,मूर्धग{पुं;1;एक},मूर्धग{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1",-
4.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,1.1","अभिहित_कर्ता,1.1",होता_है
5.1,उरः-,उरः-कण्ठ-चरः,उरस्,उरस्,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",उरः-
5.2,कण्ठ-,--,कण्ठ,कण्ठ,"उपपद-तत्पुरुषः,5.3","उपपद-तत्पुरुषः,5.3",कण्ठ-
5.3,चरः,--,चर{पुं;1;एक},चर{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1",चर
6.1,बुद्धि-,बुद्धि-हृदय-इन्द्रिय-चित्-धृक्,बुद्धि-,बुद्धि-,"इतरेतर-द्वन्द्वः,6.4","इतरेतर-द्वन्द्वः,6.4",बुद्धि-
6.2,हृदय-,--,हृदय-,हृदय-,"इतरेतर-द्वन्द्वः,6.4","इतरेतर-द्वन्द्वः,6.4",हृदय-
6.3,इन्द्रिय-,--,इन्द्रिय,इन्द्रिय-,"इतरेतर-द्वन्द्वः,6.4","इतरेतर-द्वन्द्वः,6.4",इन्द्रिय-
6.4,चित्-,--,चित्-,चित्-,"उपपद-तत्पुरुषः,6.5","उपपद-तत्पुरुषः,6.5",चित्-
6.5,धृक्,--,धृक्{पुं;1;एक},धृक्{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1",-
7.1,ष्ठीवन-,ष्ठीवन-क्षवथु-उद्गार-निःश्वास-अन्न-प्रवेश-कृत्,ष्ठीवन,ष्ठीवन,"इतरेतर-द्वन्द्वः,7.7","इतरेतर-द्वन्द्वः,7.7",ष्ठीवन-
7.2,क्षवथु-,--,क्षवथु,क्षवथु,"इतरेतर-द्वन्द्वः,7.7","इतरेतर-द्वन्द्वः,7.7",क्षवथु-
7.3,उद्गार-,--,उद्गार(उत्_गॄ1;घञ्;तुदादिः),उद्गार(उत्_गॄ1;घञ्;तुदादिः),"इतरेतर-द्वन्द्वः,7.7","इतरेतर-द्वन्द्वः,7.7",-
7.4,निःश्वास-,--,निःश्वास,निःश्वास,"इतरेतर-द्वन्द्वः,7.7","इतरेतर-द्वन्द्वः,7.7",निःश्वास-
7.5,अन्न-,--,अन्न,अन्न,"षष्ठी-तत्पुरुषः,7.6","षष्ठी-तत्पुरुषः,7.6",अन्न-
7.6,प्रवेश-,--,प्रवेश(प्र_विश्1;घञ्;तुदादिः),प्रवेश(प्र_विश्1;घञ्;तुदादिः),"उपपद-तत्पुरुषः,7.7","उपपद-तत्पुरुषः,7.7",-
7.7,कृत्,--,कृत्{पुं;1;एक},कृत्{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1",कृत्
9.1,.,.,-,-,-,-,-
