anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,रस-,रस-आदि-साम्य,रस,रस,"बहुव्रीहिः,1.2","त_पु_6,1.3",रस-
1.2,आदि-,--,आदि}/आदिन्,आदि,"त_पु_6,1.3","त_पु_6,1.3",आदि-
1.3,साम्ये,--,साम्य{नपुं;1;द्वि}/साम्य{नपुं;2;द्वि}/साम्य{नपुं;8;द्वि}/साम्य{नपुं;7;एक}/साम्य{पुं;7;एक}/साम्या{स्त्री;8;एक}/साम्या{स्त्री;8;द्वि}/साम्या{स्त्री;1;द्वि}/साम्या{स्त्री;2;द्वि},साम्य{नपुं;1;द्वि},"अधिकरणम्,5.1","कर्म,4.1#विशेषणम्,8.1#अधिकरणम्,8.1#अधिकरणम्,5.1#अधिकरणम्,4.1",बराबर
2.1,यत्,यत्,यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक},यद्{सर्वनाम;नपुं;1;एक},"विशेषणम्,3.1;नित्य_सम्बन्धः1,6.1","विशेषणम्,7.2#विशेषणम्,6.1#विशेषणम्,4.1#विशेषणम्,3.1#नित्य_सम्बन्धः1,6.1#कर्म,4.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,5.1#सम्बन्धः,8.1#सम्बन्धः,5.1#सम्बन्धः,4.1",कि
3.1,कर्म,कर्म,कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक},कर्मन्{नपुं;1;एक},"कर्ता_बे_वेर्ब्स्,5.1","विशेषणम्,7.2#विशेषणम्,6.1#विशेषणम्,4.1#विशेषणम्,2.1#कर्म,4.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,5.1",कर्म
4.1,विशिष्टम्,विशिष्टम्,विशिष्ट{पुं;2;एक}/वि_शास्1{कर्तरि{लोट्;म;द्वि;परस्मैपदी;अदादिः}/वि_शिष्2{कर्तरि{लोट्;म;द्वि;परस्मैपदी;रुधादिः}/विशिष्ट{नपुं;1;एक}/विशिष्ट{नपुं;2;एक},विशिष्ट{नपुं;1;एक},"विशेषणम्,3.1","विशेषणम्,7.2#विशेषणम्,6.1#विशेषणम्,3.1#विशेषणम्,2.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,5.1",विशेष_को
5.1,अस्ति,अस्ति,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अभिहित_कर्ता,अभिहित_कर्ता,है
6.1,तत्,तत्,तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक},तद्{सर्वनाम;नपुं;1;एक},"कर्ता_बे_वेर्ब्स्,8.1","विशेषणम्,7.2#विशेषणम्,4.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्म,4.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,5.1",वह
7.1,प्रभाव-,प्रभाव-ज,प्रभाव,प्रभाव,"उपपद-तत्पुरुषः,7.2","त_पु_6,7.2#उ_प_त_पु,7.2",प्रभाव-
7.2,जम्,--,ज{पुं;2;एक}/ज{नपुं;1;एक}/ज{नपुं;2;एक},ज{नपुं;1;एक},"विशेषणम्,6.1","विशेषणम्,6.1#विशेषणम्,4.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्म,4.1#विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता_बे_वेर्ब्स्,5.1",उत्पन्न_को
8.1,भवति,भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,"विशेषणम्,1.3#अधिकरणम्,4.1#अभिहित_कर्ता",होता_है
9.1,.,.,-,-,-,-,-
