anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,चय-,चय-प्रकोप-शमाः,चय,चय,"इतरेतर-द्वन्द्वः,1.3","इतरेतर-द्वन्द्वः,1.3",चय-
1.2,प्रकोप-,--,प्रकोप(प्र_कुप्1;घञ्;दिवादिः),प्रकोप(प्र_कुप्1;घञ्;दिवादिः),"इतरेतर-द्वन्द्वः,1.3","इतरेतर-द्वन्द्वः,1.3",-
1.3,शमाः,--,शम{पुं;1;बहु}/शम{पुं;8;बहु}/शमा{स्त्री;8;बहु}/शमा{स्त्री;1;बहु}/शमा{स्त्री;2;बहु},शम{पुं;1;बहु},"कर्ता,5.1","कर्ता,5.1",शान्ति
2.1,वायोः,वायोः,वायु{पुं;5;एक}/वायु{पुं;6;एक},वायु{पुं;5;एक},"अपादानम्,5.1","षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.3#हेतुः5,5.1#अपादानम्,5.1",हवा_से
3.1,ग्रीष्म-,ग्रीष्म-,ग्रीष्म-,ग्रीष्म-,"बहुव्रीहिः,3.2","बहुव्रीहिः,3.2",-
3.2,आदिषु,ग्रीष्मादिषु,ग्रीष्मादि{पुं;7;एक},ग्रीष्मादि{पुं;7;एक},"अधिकरणम्,5.1","अधिकरणम्,5.1",-
4.1,त्रिषु,त्रिषु,त्रि{संख्येयम्;पुं;7;बहु}/त्रि{संख्येयम्;नपुं;7;बहु}/त्रि{संख्या;नपुं;7;बहु},त्रि{संख्येयम्;पुं;7;बहु},"विशेषणम्,3.2","विशेषणम्,3.2",तीनों_में
5.1,(जायन्ते),(जायन्ते),जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,1.3","अभिहित_कर्ता,1.3",उत्पन्न_होते_हैं
6.1,.,.,-,-,-,-,-
