anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,9.1","विशेषणम्,3.1#कर्ता,9.1",वह
2.1,अति,अति,अति{अव्य},अति{अव्य},"विशेषणम्,3.1","विशेषणम्,7.1#विशेषणम्,4.2#विशेषणम्,3.1",अति
3.1,युक्तः,युक्तः,युक्त{पुं;1;एक(युज्1;क्त;दिवादिः)}/युक्त{पुं;1;एक(युज्2;क्त;रुधादिः)},युक्त{पुं;1;एक(युज्1;क्त;दिवादिः)},"कर्ता,9.1","विशेषणम्,1.1#कर्ता,9.1",युक्त
4.1,अस्र-,अस्र-पवन,अस्र,अस्र,"कर्मधारयः,4.2","त_पु_6,4.2#कर्मधारयः,4.2",अस्र-
4.2,पवनम्,--,पवन{पुं;2;एक}/पवन{नपुं;1;एक}/पवन{नपुं;2;एक}/पवन{नपुं;1;एक(पू1;ल्युट्;भ्वादिः)}/पवन{नपुं;2;एक(पू1;ल्युट्;भ्वादिः)}/पवन{नपुं;1;एक(पू2;ल्युट्;क्र्यादिः)}/पवन{नपुं;2;एक(पू2;ल्युट्;क्र्यादिः)},पवन{पुं;2;एक},"कर्म,9.1","सुप्_समुच्चितः,7.1#कर्म,9.1#कर्म,3.1#कर्ता,9.1#विशेषणम्,7.1",पवन_को
5.1,खलतिम्,खलतिम्,"खलतिम्{स्त्री,2एक}","खलतिम्{स्त्री,2एक}","कर्म,9.1","कर्म,9.1",-
6.1,पलितम्,पलितम्,पलितम्{पुं;1;एक},पलितम्{पुं;1;एक},"कर्म,9.1","कर्म,9.1",-
7.1,वलिम्,वलिम्,वलि{पुं;2;एक},वलि{पुं;2;एक},"कर्म,9.1","कर्म,9.1#कर्म,4.2#कर्म,3.1",वलि_को
8.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,7.1","सुप्_समुच्चय_द्योतकः,7.1#सम्बन्धः,7.1",च2
9.1,(कुर्यात्),(कुर्यात्),कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},"अभिहित_कर्ता,3.1;सकर्मक",-,करे
10.1,.,.,-,-,-,-,-
