anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,तथा,तथा,तथा{अव्य},तथा{अव्य},"सम्बन्धः,3.1","सम्बन्धः,3.1#क्रियाविशेषणम्,3.1",और
2.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,3.1","कर्ता,3.1",वह
3.1,लभते,लभते,लभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},लभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},"अभिहित_कर्ता,2.1;सकर्मक",-,प्राप्त_होता_है
4.1,शर्म,शर्म,शर्मन्{नपुं;1;एक}/शर्मन्{नपुं;2;एक},शर्मन्{नपुं;2;एक},"समुच्चितः,8.1","कर्म,3.1#कर्ता,3.1#सुप्_समुच्चितः,8.1",शर्मा
5.1,सर्व-,सर्व-पावक-पाटवम्,सर्व,सर्व,"कर्मधारयः,5.2","कर्मधारयः,5.2",सर्व-
5.2,पावक-,--,पावक,पावक,"षष्ठी-तत्पुरुषः,5.3","षष्ठी-तत्पुरुषः,5.3",पावक-
5.3,पाटवम्,--,पाटव{पुं;2;एक}/पाटव{नपुं;1;एक}/पाटव{नपुं;2;एक},पाटव{नपुं;2;एक},"समुच्चितः,8.1","विशेषणम्,8.1#विशेषणम्,4.1#कर्म,3.1#कर्ता,3.1#सुप्_समुच्चितः,8.1",पाटव
6.1,धी-,धी-वर्ण-इन्द्रिय-वैमल्यम्,धी,धी,"इतरेतर-द्वन्द्वः,6.3","इतरेतर-द्वन्द्वः,6.3",धी-
6.2,वर्ण-,--,वर्ण,वर्ण,"इतरेतर-द्वन्द्वः,6.3","इतरेतर-द्वन्द्वः,6.3",वर्ण-
6.3,इन्द्रिय-,--,इन्द्रिय,इन्द्रिय,"षष्ठी-तत्पुरुषः,6.4","षष्ठी-तत्पुरुषः,6.4",इन्द्रिय-
6.4,वैमल्यम्,--,वैमल्य{पुं;2;एक},वैमल्य{पुं;2;एक},"समुच्चितः,8.1","सुप्_समुच्चितः,8.1",-
7.1,वृषताम्,वृषताम्,वृष{तल्;स्त्री;2;एक}/वृषन्{तल्;स्त्री;2;एक},वृष{तल्;स्त्री;2;एक},"समुच्चितः,8.1","कर्म,3.1#सुप्_समुच्चितः,8.1",वृष_को
8.1,दैर्घ्यम्,दैर्घ्यम्,दैर्घ्य{नपुं;1;एक}/दैर्घ्य{नपुं;2;एक},दैर्घ्य{नपुं;2;एक},"कर्म,3.1","कर्म,3.1#कर्ता,3.1#सुप्_समुच्चितः,4.1",दैर्घ्य
9.1,आयुषः,आयुषः,आयुस्{नपुं;5;एक}/आयुस्{नपुं;6;एक},आयुस्{नपुं;6;एक},"षष्ठीसम्बन्धः,8.1","षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.3#षष्ठीसम्बन्धः,4.1#हेतुः5,3.1#अपादानम्,3.1",जीवन_का
10.1,(च),च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,8.1","सम्बन्धः,9.1#सुप्_समुच्चय_द्योतकः,8.1",और
11.1,.,.,-,-,-,-,-
