anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,अभ्यासात्,अभ्यासात्,अभ्यास{पुं;5;एक},अभ्यास{पुं;5;एक},"अपादानम्,2.1","हेतुः5,9.1#हेतुः5,2.1#अपादानम्,9.1#अपादानम्,2.1",अभ्यास_से
2.1,प्राप्यते,प्राप्यते,प्र_आप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;स्वादिः},प्र_आप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;स्वादिः},-,-,प्राप्त_हुआ_जाता_है
3.1,दृष्टिः,दृष्टिः,दृष्टि{स्त्री;1;एक},दृष्टि{स्त्री;1;एक},"कर्ता,2.1","कर्ता,2.1",दृष्टि
4.1,कर्म-,कर्म-सिद्धि-प्रकाशिनी,कर्मन्,कर्मन्,"षष्ठी-तत्पुरुषः,4.2","षष्ठी-तत्पुरुषः,4.2",कर्म-
4.2,सिद्धि-,--,सिद्धि,सिद्धि,"षष्ठी-तत्पुरुषः,4.3","षष्ठी-तत्पुरुषः,4.3",सिद्धि-
4.3,प्रकाशिनी,--,प्रकाशिनी{स्त्री;1;एक},प्रकाशिनी{स्त्री;1;एक},"विशेषणम्,3.1","विशेषणम्,3.1",प्रकाशिनी
5.1,रत्नादि-,रत्नादि-,रत्नादि-,रत्नादि-,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",रत्नादि-
5.2,सद्-,सद्-,सद्-,सद्-,"इतरेतर-द्वन्द्वः,5.3","इतरेतर-द्वन्द्वः,5.3",-
5.3,असद्-,असद्-,असद्-,असद्-,"षष्ठी-तत्पुरुषः,5.4","षष्ठी-तत्पुरुषः,5.4",-
5.4,ज्ञानम्,ज्ञानम्,ज्ञान{नपुं;1;एक},ज्ञान{नपुं;1;एक},"कर्ता,9.1","कर्ता,9.1",-
6.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,9.1","प्रतिषेधः,9.1",नहीं
7.1,शास्त्रात्,शास्त्रात्,शास्त्र{नपुं;5;एक},शास्त्र{नपुं;5;एक},"अपादानम्,9.1","हेतुः5,9.1#अपादानम्,9.1",शास्त्र_से
8.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,7.1","सम्बन्धः,7.1",ही
9.1,जायते,जायते,जन्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,5.4","अभिहित_कर्ता,5.4",उत्पन्न_होती_है
10.1,.,.,-,-,-,-,-
