anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,अनपेक्षित-,अनपेक्षित-मात्रा-आदि-सेविते,अनपेक्षित,अनपेक्षित,"इतरेतर-द्वन्द्वः,1.3","इतरेतर-द्वन्द्वः,1.3",अनपेक्षित-
1.2,मात्रा-,--,मात्रा,मात्रा,"बहुव्रीहिः,1.3","बहुव्रीहिः,1.3",मात्रा-
1.3,आदि-,--,आदि}/आदिन्,आदि,"तृतीया-तत्पुरुषः,1.4","तृतीया-तत्पुरुषः,1.4",आदि-
1.4,सेविते,--,सेवि{तल्;स्त्री;1;द्वि}/सेवि{तल्;स्त्री;2;द्वि}/सेविन्{तल्;स्त्री;1;द्वि}/सेविन्{तल्;स्त्री;2;द्वि}/सेवित{नपुं;1;द्वि(सेव्1;क्त;भ्वादिः)}/सेवित{नपुं;2;द्वि(सेव्1;क्त;भ्वादिः)}/सेविता{स्त्री;1;द्वि(सेव्1;क्त;भ्वादिः)}/सेविता{स्त्री;2;द्वि(सेव्1;क्त;भ्वादिः)}/सेवित{नपुं;8;द्वि}/सेविता{स्त्री;8;एक}/सेविता{स्त्री;8;द्वि},सेवि{तल्;स्त्री;2;एक},"कर्म,2.1","विशेषणम्,7.1#विशेषणम्,4.1#सुप्_समुच्चितः,7.1#मुख्यकर्म,6.1#कर्म,2.1#गौणकर्म,6.1#कर्ता,2.1",-
2.1,कुरुतः,कुरुतः,कुरु{अव्य;तसिल्}/कृ3{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;तनादिः},कुरु{अव्य;तसिल्},-,-,-
3.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,2.1","सम्बन्धः,2.1",तो
4.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"विशेषणम्,1.4","विशेषणम्,1.4",वे
5.1,अतिस्थौल्य-,अतिस्थौल्य-अतिकार्श्यादीन्,अतिस्थौल्य,अतिस्थौल्य,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",अतिस्थौल्य-
5.2,अतिकार्श्यादीन्,--,अतिकार्श्यादि{पुं;2;एक},अतिकार्श्यादि{पुं;2;एक},"समुच्चितः,1.4","समुच्चितः,1.4",-
6.1,वक्ष्यन्ते,वक्ष्यन्ते,वच्1{कर्मणि;लृट्;प्र;बहु;आत्मनेपदी;अदादिः}/वह्1{कर्तरि;लृट्;प्र;बहु;आत्मनेपदी;भ्वादिः}/वह्1{कर्मणि;लृट्;प्र;बहु;आत्मनेपदी;भ्वादिः}/ब्रू1{कर्तरि;लृट्;प्र;बहु;आत्मनेपदी;अदादिः}/ब्रू1{कर्मणि;लृट्;प्र;बहु;आत्मनेपदी;अदादिः}/वक्ष्1{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;भ्वादिः},वह्1{कर्तरि;लृट्;प्र;बहु;आत्मनेपदी;भ्वादिः},"अभिहित_कर्ता,9.1","अभिहित_कर्ता,9.1",बहेंगे
7.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"विशेषणम्,9.1","विशेषणम्,9.1",वे
8.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,1.4","सुप्_समुच्चय_द्योतकः,7.1#सम्बन्धः,7.1#समुच्चय_द्योतकः,1.4",और
9.1,सौषधाः,सौषधाः,-,-,"कर्ता,6.1","कर्ता,6.1",-
10.1,.,.,-,-,-,-,-
