anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,त्यागः,त्यागः,त्याग{पुं;1;एक},त्याग{पुं;1;एक},"घटकः,18.1","कर्मसमानाधिकरणम्,11.5#कर्मसमानाधिकरणम्,10.3#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,5.4#कर्मसमानाधिकरणम्,4.1#कर्मसमानाधिकरणम्,3.2#घटकः,18.1",त्याग
2.1,प्रज्ञा-,प्रज्ञा-अपराधानाम्,प्रज्ञा,प्रज्ञा,"इतरेतर-द्वन्द्वः,2.2","इतरेतर-द्वन्द्वः,2.2",प्रज्ञा-
2.2,अपराधानाम्,--,अपराध{पुं;6;बहु}/अपराध{नपुं;6;बहु}/अपराधा{स्त्री;6;बहु},अपराध{पुं;6;बहु},"षष्ठीसम्बन्धः,1.1","कर्ता,11.5#कर्ता,10.3#कर्ता,7.1#कर्ता,5.4#कर्म,11.5#कर्म,10.3#कर्म,7.1#कर्म,5.4#षष्ठीसम्बन्धः,11.5#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.4#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.2#भ्कर्ता,6.2#षष्ठीसम्बन्धः,1.1",अपराधों_का
3.1,इन्द्रिय-,इन्द्रिय-उपशमः,इन्द्रिय,इन्द्रिय,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",इन्द्रिय-
3.2,उपशमः,--,उपशम{पुं;1;एक},उपशम{पुं;1;एक},"घटकः,18.1","विधेय_विशेषणम्,1.1#विशेषणम्,11.5#कर्मसमानाधिकरणम्,11.5#कर्मसमानाधिकरणम्,10.3#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,5.4#कर्मसमानाधिकरणम्,4.1#घटकः,18.1",उपशम
4.1,स्मृतिः,स्मृतिः,स्मृति{स्त्री;1;एक},स्मृति{स्त्री;1;एक},"घटकः,18.1","विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#कर्मसमानाधिकरणम्,11.5#कर्मसमानाधिकरणम्,10.3#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,5.4#कर्मसमानाधिकरणम्,3.2#घटकः,18.1",याद
5.1,देश-,देश-काल-आत्म-विज्ञानम्,देश,देश,"इतरेतर-द्वन्द्वः,5.3","इतरेतर-द्वन्द्वः,5.3",देश-
5.2,काल-,--,काल,काल,"इतरेतर-द्वन्द्वः,5.3","इतरेतर-द्वन्द्वः,5.3",काल-
5.3,आत्म-,--,आत्मन्,आत्मन्,"षष्ठी-तत्पुरुषः,5.4","षष्ठी-तत्पुरुषः,5.4",आत्म-
5.4,विज्ञानम्,--,विज्ञान{नपुं;1;एक(वि_ज्ञा1;ल्युट्;क्र्यादिः)}/विज्ञान{नपुं;2;एक(वि_ज्ञा1;ल्युट्;क्र्यादिः)}/विज्ञान{पुं;2;एक},विज्ञान{नपुं;1;एक(वि_ज्ञा1;ल्युट्;क्र्यादिः)},"घटकः,18.1","विशेषणम्,10.3#कर्मसमानाधिकरणम्,10.3#कर्मसमानाधिकरणम्,7.1#कर्म,10.3#कर्म,7.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#घटकः,18.1",विज्ञान
6.1,सत्-,सत्-वृत्तस्य,सत्(अस्2;शतृ_लट्;अदादिः),सत्(अस्2;शतृ_लट्;अदादिः),"षष्ठी-तत्पुरुषः,6.2","षष्ठी-तत्पुरुषः,6.2",-
6.2,वृत्तस्य,--,वृत्त{पुं;6;एक(वृत्1;क्त;भ्वादिः)}/वृत्त{नपुं;6;एक(वृत्1;क्त;भ्वादिः)},वृत्त{पुं;6;एक(वृत्1;क्त;भ्वादिः)},"षष्ठीसम्बन्धः,7.1","कर्ता,11.5#कर्ता,10.3#कर्ता,7.1#कर्म,11.5#कर्म,10.3#कर्म,7.1#षष्ठीसम्बन्धः,11.5#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.4#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,2.2#भावलक्षणसप्तमी_पूर्वकालः,8.2",हुआ_हुआ
