anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,भेषज-,भेषज-क्षपिते,भेषज,भेषज,"तृतीया-तत्पुरुषः,1.2","तृतीया-तत्पुरुषः,1.2",भेषज-
1.2,क्षपिते,--,क्षपित{पुं;7;एक},क्षपित{पुं;7;एक},"कर्ता,10.1","कर्ता,10.1",-
2.1,पथ्यम्,पथ्यम्,पथ्य{पुं;2;एक}/पथ्य{नपुं;1;एक}/पथ्य{नपुं;2;एक},पथ्य{नपुं;1;एक},"विधेय_विशेषणम्,4.1","विधेय_विशेषणम्,4.1",कल्याणकारी_को
3.1,आहारैः,आहारैः,आहार{पुं;3;बहु},आहार{पुं;3;बहु},"करणम्,4.1","करणम्,4.1",आहार_से
4.1,बृंहणम्,बृंहणम्,बृंहण{नपुं;1;एक(बृंह्;ल्युट्;भ्वादिः)}/बृंहण{नपुं;2;एक},बृंहण{नपुं;1;एक(बृंह्;ल्युट्;भ्वादिः)},"कर्ता,11.1","कर्ता,11.1",चिघांडने_का_शब्द
5.1,क्रमात्,क्रमात्,क्रम{पुं;5;एक},क्रम{पुं;5;एक},"क्रियाविशेषणम्,4.1","क्रियाविशेषणम्,4.1",क्रम_से
6.1,शालि-,शालि-षष्टिक-गोधूम-मुद्ग-मांस-घृत-आदिभिः,शालि}/शालिन्,शालि,"इतरेतर-द्वन्द्वः,6.6","इतरेतर-द्वन्द्वः,6.6",शालि-
6.2,षष्टिक-,--,-षष्टिक,-षष्टिक,"इतरेतर-द्वन्द्वः,6.6","इतरेतर-द्वन्द्वः,6.6",षष्टिक-
6.3,गोधूम-,--,गोधूम,गोधूम,"इतरेतर-द्वन्द्वः,6.6","इतरेतर-द्वन्द्वः,6.6",गोधूम-
6.4,मुद्ग-,--,मुद्ग,मुद्ग,"इतरेतर-द्वन्द्वः,6.6","इतरेतर-द्वन्द्वः,6.6",मुद्ग-
6.5,मांस-,--,मांस,मांस,"इतरेतर-द्वन्द्वः,6.6","इतरेतर-द्वन्द्वः,6.6",मांस-
6.6,घृत-,--,घृत,घृत,"षष्ठ्यर्थ-बहुव्रीहिः,6.7","षष्ठ्यर्थ-बहुव्रीहिः,6.7",घृत-
6.7,आदिभिः,--,आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु},आदि{पुं;3;बहु},"विशेषणम्,3.1","विशेषणम्,3.1",पहेलों_से
7.1,हृद्य-,हृद्य-दीपन-भैषज्य-संयोगात्,हृद्य,हृद्य,"इतरेतर-द्वन्द्वः,7.2","इतरेतर-द्वन्द्वः,7.2",हृद्य-
