anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,व्यायामात्,व्यायामात्,व्यायाम{पुं;5;एक},व्यायाम{पुं;5;एक},"समुच्चितः,8.1","सुप्_समुच्चितः,4.3#हेतुः5,12.1#हेतुः5,4.3#अपादानम्,12.1#सुप्_समुच्चितः,8.1",व्यायाम_से
2.1,ऊष्मणः,ऊष्मणः,ऊष्मन्{पुं;2;बहु}/ऊष्मन्{पुं;5;एक}/ऊष्मन्{पुं;6;एक},ऊष्मन्{पुं;6;एक},"षष्ठीसम्बन्धः,3.1","सुप्_समुच्चितः,9.1#कर्ता,4.3#कर्म,4.3#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.3#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.3#सुप्_समुच्चितः,4.3#हेतुः5,12.1#हेतुः5,4.3#अपादानम्,12.1#षष्ठीसम्बन्धः,3.1",गर्मी_के
3.1,तैक्ष्ण्यात्,तैक्ष्ण्यात्,तैक्ष्ण्य{नपुं;5;एक},तैक्ष्ण्य{नपुं;5;एक},"समुच्चितः,8.1","सुप्_समुच्चितः,8.1",-
4.1,अ-,अ-हित-आचरणात्,अ,अ,"नञ्-तत्पुरुषः,4.2","नञ्-तत्पुरुषः,4.2",अ-
4.2,हित-,--,हित(धा1;क्त;जुहोत्यादिः)}/हित(हि1{क्त;स्वादिः),हित(धा1;क्त;जुहोत्यादिः),"कर्मधारयः,4.3","कर्मधारयः,4.3",-
4.3,आचरणात्,--,आचरण{नपुं;5;एक(आङ्_चर्1;ल्युट्;भ्वादिः)}/आचरण{पुं;5;एक},आचरण{नपुं;5;एक(आङ्_चर्1;ल्युट्;भ्वादिः)},"समुच्चितः,8.1","विशेषणम्,6.1#विशेषणम्,2.1#विशेषणम्,1.1#हेतुः5,12.1#अपादानम्,12.1#सुप्_समुच्चितः,8.1",आचरण_से
5.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"समुच्चय_द्योतकः,4.3","सुप्_समुच्चय_द्योतकः,4.3#सम्बन्धः,4.3",भी
6.1,कोष्ठात्,कोष्ठात्,कोष्ठ{पुं;5;एक}/कोष्ठ{नपुं;5;एक},कोष्ठ{पुं;5;एक},"अपादानम्,12.1","सुप्_समुच्चितः,4.3#हेतुः5,12.1#हेतुः5,4.3#अपादानम्,12.1",कोष्ठ_से
7.1,शाखा-,शाखा-अस्थि-मर्माणि,शाखा,शाखा,"इतरेतर-द्वन्द्वः,7.2","इतरेतर-द्वन्द्वः,7.2",शाखा-
7.2,अस्थि-,--,अस्थि,अस्थि,"षष्ठी-तत्पुरुषः,7.3","षष्ठी-तत्पुरुषः,7.3",अस्थि-
7.3,मर्माणि,--,मर्मन्{नपुं;1;बहु}/मर्मन्{नपुं;2;बहु}/मर्मन्{नपुं;8;बहु},मर्मन्{नपुं;2;बहु},"कर्म,12.1","विशेषणम्,12.1#कर्म,12.1#कर्म,4.3#कर्ता,12.1",मर्म_के
8.1,द्रुतत्वात्,द्रुतत्वात्,द्रुतत्व{नपुं;5;एक},द्रुतत्व{नपुं;5;एक},"हेतुः,12.1","हेतुः,12.1",-
9.1,मारुतस्य,मारुतस्य,मारुत{पुं;6;एक}/मारुत{नपुं;6;एक},मारुत{पुं;6;एक},"षष्ठीसम्बन्धः,8.1","षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,7.3#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.3#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,8.1",वायु_के
10.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,8.1","सुप्_समुच्चय_द्योतकः,9.1#सम्बन्धः,9.1#सुप्_समुच्चय_द्योतकः,8.1",और
11.1,दोषाः,दोषाः,दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु},दोष{पुं;1;बहु},"कर्ता,12.1","कर्म,12.1#कर्म,4.3#कर्ता,12.1",रातें
12.1,यान्ति,यान्ति,या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/यात्{नपुं;1;बहु(या1;शतृ_लट्;अदादिः)}/यात्{नपुं;2;बहु(या1;शतृ_लट्;अदादिः)},या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},-,"विशेषणम्,7.3",जाते_हुए
13.1,.,.,-,-,-,-,-
