anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,वृद्धः,वृद्धः,वृद्ध{पुं;1;एक},वृद्ध{पुं;1;एक},"विशेषणम्,4.1","विशेषणम्,4.1#कर्ता,3.1",वृद्ध
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",तो
3.1,कुरुते,कुरुते,कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,4.1;सकर्मक",-,करती_है
4.1,अनिलः,अनिलः,अनिल{पुं;1;एक},अनिल{पुं;1;एक},"कर्ता,3.1","कर्ता,3.1",वायु
5.1,कार्श्य-,कार्श्य-कार्ष्ण्य-उष्ण-कामत्व-कम्प-अनाह-शकृद्-ग्रहान्,कार्श्य,कार्श्य,"इतरेतर-द्वन्द्वः,5.8","इतरेतर-द्वन्द्वः,5.8",कार्श्य-
5.2,कार्ष्ण्य-,--,-कार्ष्ण्य,-कार्ष्ण्य,"इतरेतर-द्वन्द्वः,5.8","इतरेतर-द्वन्द्वः,5.8",कार्ष्ण्य-
5.3,उष्ण-,--,उष्ण,उष्ण,"उपपद-तत्पुरुषः,5.4","उपपद-तत्पुरुषः,5.4",उष्ण-
5.4,कामत्व-,--,काम{त्व},काम{त्व},"इतरेतर-द्वन्द्वः,5.8","इतरेतर-द्वन्द्वः,5.8",कामत्व-
5.5,कम्प-,--,कम्प,कम्प,"इतरेतर-द्वन्द्वः,5.8","इतरेतर-द्वन्द्वः,5.8",कम्प-
5.6,अनाह-,--,-अनाह,-अनाह,"इतरेतर-द्वन्द्वः,5.8","इतरेतर-द्वन्द्वः,5.8",अनाह-
5.7,शकृद्-,--,-शकृद्,-शकृद्,"षष्ठी-तत्पुरुषः,5.8","षष्ठी-तत्पुरुषः,5.8",शकृद्-
5.8,ग्रहान्,--,ग्रह{पुं;2;बहु},ग्रह{पुं;2;बहु},"समुच्चितः,6.7","कर्म,3.1#समुच्चितः,6.7",ग्रहों_को
6.1,बल-,बल-निद्रा-इन्द्रिय-भ्रंश-प्रलाप-भ्रम-दीनताः,बल,बल,"इतरेतर-द्वन्द्वः,6.3","इतरेतर-द्वन्द्वः,6.3",बल-
6.2,निद्रा-,--,निद्रा,निद्रा,"इतरेतर-द्वन्द्वः,6.3","इतरेतर-द्वन्द्वः,6.3",निद्रा-
6.3,इन्द्रिय-,--,इन्द्रिय,इन्द्रिय,"षष्ठी-तत्पुरुषः,6.4","षष्ठी-तत्पुरुषः,6.4",इन्द्रिय-
6.4,भ्रंश-,--,भ्रंश(भ्रन्श्1;घञ्;भ्वादिः)}/भ्रंश(भ्रन्श्2{घञ्;दिवादिः),भ्रंश(भ्रन्श्1;घञ्;भ्वादिः),"इतरेतर-द्वन्द्वः,6.7","इतरेतर-द्वन्द्वः,6.7",-
6.5,प्रलाप-,--,प्रलाप(प्र_लप्1;घञ्;भ्वादिः),प्रलाप(प्र_लप्1;घञ्;भ्वादिः),"इतरेतर-द्वन्द्वः,6.7","इतरेतर-द्वन्द्वः,6.7",-
6.6,भ्रम-,--,भ्रम(भ्रम्1;घञ्;भ्वादिः)}/भ्रम(भ्रम्2{घञ्;दिवादिः),भ्रम(भ्रम्1;घञ्;भ्वादिः),"इतरेतर-द्वन्द्वः,6.7","इतरेतर-द्वन्द्वः,6.7",-
6.7,दीनताः,--,दीनता{स्त्री;1;बहु}/दीनता{स्त्री;2;बहु},दीनता{स्त्री;2;बहु},"कर्म,3.1","कर्म,3.1",-
7.1,(च),च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,6.7","समुच्चय_द्योतकः,6.7",और
8.1,.,.,-,-,-,-,-
