anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,हन्ति,हन्ति,हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},-,"समुच्चितः,13.1",मारता_है
2.1,आशु,आशु,आशु{नपुं;1;एक}/आशु{नपुं;2;एक}/आशु{नपुं;8;एक}/आशु{अव्य},आशु{अव्य},"क्रियाविशेषणम्,1.1","कर्म,8.1#कर्म,3.1#कर्म,1.1#कर्ता,1.1#क्रियाविशेषणम्,1.1",तुरन्त
3.1,युक्तम्,युक्तम्,युक्त{पुं;2;एक(युज्1;क्त;दिवादिः)}/युक्त{नपुं;1;एक(युज्1;क्त;दिवादिः)}/युक्त{नपुं;2;एक(युज्1;क्त;दिवादिः)}/युक्त{पुं;2;एक(युज्2;क्त;रुधादिः)}/युक्त{नपुं;1;एक(युज्2;क्त;रुधादिः)}/युक्त{नपुं;2;एक(युज्2;क्त;रुधादिः)},युक्त{नपुं;1;एक(युज्1;क्त;दिवादिः)},"विशेषणम्,5.1","विशेषणम्,12.1#विशेषणम्,5.1#विशेषणम्,2.1#कर्म,8.1#कर्म,1.1#कर्ता,1.1",युक्त_को
4.1,वक्त्रेण,वक्त्रेण,वक्त्र{पुं;3;एक}/वक्त्र{नपुं;3;एक},वक्त्र{पुं;3;एक},"करणम्,1.1","सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,8.1#सहार्थः,3.1#कर्ता,8.1#कर्ता,3.1#करणम्,17.1#करणम्,13.1#करणम्,8.1#करणम्,3.1#हेतुः,17.1#हेतुः,14.1#हेतुः,13.1#हेतुः,8.1#हेतुः,3.1#करणम्,1.1",मुख_से
5.1,द्रव्यम्,द्रव्यम्,द्रव्य{नपुं;1;एक}/द्रव्य{नपुं;2;एक}/द्रव्य{पुं;2;एक},द्रव्य{नपुं;1;एक},"कर्ता,1.1","कर्म,8.1#कर्म,3.1#कर्म,1.1#कर्ता,1.1",द्रव्य
6.1,आमाशयात्,आमाशयान्,आमाशय{पुं;5;एक},आमाशय{पुं;5;एक},"लुप्तक्रियाकर्म,1.1","लुप्तक्रियाकर्म,1.1",-
7.1,मलान्,मलान्,मल{पुं;2;बहु},मल{पुं;2;बहु},"कर्म,1.1","कर्म,13.1#कर्म,8.1#कर्म,3.1#गौणकर्म,14.1#कर्म,1.1",मल_को
8.1,घ्राणेन,घ्राणेन,घ्राण{पुं;3;एक(घ्रा1;क्त;भ्वादिः)}/घ्राण{नपुं;3;एक(घ्रा1;क्त;भ्वादिः)}/घ्राण{नपुं;3;एक(घ्रा1;ल्युट्;भ्वादिः)},घ्राण{पुं;3;एक(घ्रा1;क्त;भ्वादिः)},"करणम्,13.1","सुप्_समुच्चितः,15.1#सहार्थः,3.1#कर्ता,14.1#कर्ता,3.1#करणम्,17.1#करणम्,13.1#करणम्,3.1#हेतुः,17.1#हेतुः,14.1#हेतुः,13.1#हेतुः,3.1#विशेषणम्,15.1#विशेषणम्,4.1",सूंखा_हुआ
9.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,13.1","सुप्_समुच्चय_द्योतकः,8.1#समुच्चय_द्योतकः,1.1#सम्बन्धः,8.1#समुच्चय_द्योतकः,13.1",और
10.1,ऊर्ध्व-,ऊर्ध्व-जत्रु-उत्थान्,ऊर्ध्व,ऊर्ध्व,"उपपद-तत्पुरुषः,10.3","उपपद-तत्पुरुषः,10.3",ऊर्ध्व-
10.2,जत्रु-,--,जत्रु,जत्रु,"केवलसमासः,10.1","केवलसमासः,10.1",जत्रु-
10.3,उत्थान्,--,उत्थ{पुं;2;बहु},उत्थ{पुं;2;बहु},"विशेषणम्,11.1","विशेषणम्,11.1#विशेषणम्,7.1#कर्म,17.1#कर्म,13.1#कर्म,8.1#कर्म,3.1#गौणकर्म,14.1",से_पैदा_या_उत्पन्न_को
11.1,(मलान्),मलान्,मल{पुं;2;बहु},मल{पुं;2;बहु},"कर्म,13.1","कर्म,17.1#कर्म,13.1#कर्म,8.1#गौणकर्म,14.1",मल_को
12.1,(आशु),आशु,आशु{नपुं;1;एक}/आशु{नपुं;2;एक}/आशु{नपुं;8;एक}/आशु{अव्य},आशु{अव्य},"क्रियाविशेषणम्,13.1","कर्म,17.1#कर्म,13.1#कर्म,8.1#गौणकर्म,14.1#कर्ता,17.1#कर्ता,13.1#क्रियाविशेषणम्,13.1",तुरन्त
13.1,(हन्ति),हन्ति,हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"समुच्चितः,1.1","समुच्चितः,1.1",मारता_है
14.1,पक्व-,पक्व-आधानात्,पक्व(पच्1;क्त;भ्वादिः),पक्व(पच्1;क्त;भ्वादिः),"षष्ठी-तत्पुरुषः,14.2","षष्ठी-तत्पुरुषः,14.2",-
14.2,आधानात्,--,आधान{नपुं;5;एक}/आधान{पुं;5;एक},आधान{नपुं;5;एक},"लुप्तक्रियाकर्म,17.1","हेतुः5,17.1#हेतुः5,13.1#हेतुः5,8.1#हेतुः5,3.1#लुप्तक्रियाकर्म,17.1",आधान_से
15.1,गुदेन,गुदेन,गुद{नपुं;3;एक},गुद{नपुं;3;एक},"करणम्,17.1","सुप्_समुच्चितः,8.1#सहार्थः,3.1#कर्ता,14.1#कर्ता,8.1#करणम्,17.1#करणम्,13.1#करणम्,8.1#करणम्,3.1#हेतुः,17.1#हेतुः,14.1#हेतुः,13.1#हेतुः,8.1#हेतुः,3.1",गुद_से
16.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,17.1","सुप्_समुच्चय_द्योतकः,15.1#समुच्चय_द्योतकः,13.1#सम्बन्धः,15.1#समुच्चय_द्योतकः,17.1",और
17.1,(हन्ति),हन्ति,हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"समुच्चितः,13.1","समुच्चितः,13.1",मारता_है
18.1,.,.,-,-,-,-,-
