anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,प्रयोगः,प्रयोगः,प्रयोग{पुं;1;एक},प्रयोग{पुं;1;एक},"प्रयोजककर्ता,2.1;कर्ता,7.1","प्रयोजककर्ता,2.1#कर्ता,7.1",-
2.1,शमयेत्,शमयेत्,शम्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},शम्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},"अभिहित_कर्ता,1.1",-,-
3.1,व्याधिम्,व्याधिम्,व्याधि{पुं;2;एक},व्याधि{पुं;2;एक},"प्रयोज्यकर्ता,2.1","प्रयोज्यकर्ता,2.1",रोग_को
4.1,एकम्,एकम्,एक{संख्येयम्;पुं;2;एक}/एक{संख्येयम्;नपुं;1;एक}/एक{संख्येयम्;नपुं;2;एक}/एक{संख्या;नपुं;1;एक}/एक{संख्या;नपुं;2;एक},एक{संख्येयम्;पुं;2;एक},"विशेषणम्,3.1","प्रयोज्यकर्ता,2.1#प्रयोजककर्ता,2.1#कर्ता,7.1#विशेषणम्,6.1#विशेषणम्,3.1",एक
5.1,यः,यः,यद्{सर्वनाम;पुं;1;एक},यद्{सर्वनाम;पुं;1;एक},"विशेषणम्,1.1;नित्यसम्बन्धः,9.1","विशेषणम्,10.1#विशेषणम्,9.1#प्रयोजककर्ता,2.1#कर्ता,7.1",जिस
6.1,अन्यम्,अन्यम्,अन्य{सर्वनाम;पुं;2;एक},अन्य{सर्वनाम;पुं;2;एक},"कर्म,7.1","विशेषणम्,4.1#विशेषणम्,3.1#प्रयोज्यकर्ता,2.1#कर्म,7.1",अन्य_
7.1,उदीरयेत्,उदीरयेत्,उत्_ईर्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः},उत्_ईर्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः},"अभिहित_कर्ता,10.1",-,बोले
8.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,11.1","प्रतिषेधः,11.1",नहीं
9.1,असौ,असौ,अदस्{सर्वनाम;पुं;1;एक}/अदस्{सर्वनाम;स्त्री;1;एक}/असि{पुं;7;एक}/असि{स्त्री;7;एक}/असु{पुं;7;एक},अदस्{सर्वनाम;पुं;1;एक},"कर्ता,11.1","अधिकरणम्,7.1#अधिकरणम्,2.1#प्रयोजककर्ता,2.1#कर्ता,7.1#विशेषणम्,10.1#विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,11.1",अदस्
10.1,विशुद्धः,विशुद्धः,विशुद्ध{पुं;1;एक},विशुद्ध{पुं;1;एक},"विधेय_विशेषणम्,9.1","कर्ता,7.1#कर्ता_बे_वेर्ब्स्,11.1#विधेय_विशेषणम्,9.1",विशुद्ध
11.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,होता_है
12.1,.,.,-,-,-,-,-
