anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,(वृद्धम्),(वृद्धम्),वृद्ध{पुं;2;एक}/वृद्ध{नपुं;1;एक}/वृद्ध{नपुं;2;एक},वृद्ध{नपुं;1;एक},"विशेषणम्,2.1","विशेषणम्,6.2#विशेषणम्,2.1#सुप्_समुच्चितः,6.2#कर्म,4.1#कर्ता,4.1",वृद्ध
2.1,मांसम्,मांसम्,मांस{नपुं;1;एक}/मांस{नपुं;2;एक},मांस{नपुं;1;एक},"कर्ता,4.1","सुप्_समुच्चितः,6.2#कर्म,4.1#कर्ता,4.1",मांस
3.1,गण्ड-,गण्ड-अर्बुद-ग्रन्थि-गण्ड-ऊरु-उदर-वृद्धिताः,गण्ड,गण्ड,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",गण्ड-
3.2,अर्बुद-,--,अर्बुद,अर्बुद,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",अर्बुद-
3.3,ग्रन्थि-,--,ग्रन्थि}/ग्रन्थिन्,ग्रन्थि,"इतरेतर-द्वन्द्वः,3.7","इतरेतर-द्वन्द्वः,3.7",ग्रन्थि-
3.4,गण्ड-,--,गण्ड,गण्ड,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",गण्ड-
3.5,ऊरु-,--,ऊरु,ऊरु,"इतरेतर-द्वन्द्वः,3.6","इतरेतर-द्वन्द्वः,3.6",ऊरु-
3.6,उदर-,--,उदर,उदर,"षष्ठी-तत्पुरुषः,3.7","षष्ठी-तत्पुरुषः,3.7",उदर-
3.7,वृद्धिताः,--,वृद्धि{तल्;स्त्री;1;बहु}/वृद्धि{तल्;स्त्री;2;बहु},वृद्धि{तल्;स्त्री;2;बहु},"कर्म,4.1","सुप्_समुच्चितः,6.2#कर्म,4.1",वृद्धि
4.1,(कुरुते),(कुरुते),कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,2.1;सकर्मक",-,करता_है
5.1,कण्ठ-,कण्ठ-आदिषु,कण्ठ,कण्ठ,"षष्ठी-बहुव्रीहिः,5.2","षष्ठी-बहुव्रीहिः,5.2",कण्ठ-
5.2,आदिषु,--,आदि{पुं;7;बहु}/आदि{नपुं;7;बहु}/आदि{स्त्री;7;बहु},आदि{पुं;7;बहु},"अधिकरणम्,8.1","अधिकरणम्,8.1",पहेलों_में
6.1,अधि-,अधि-मांसम्,अधि,अधि,"अव्ययीभावः,6.2","अव्ययीभावः,6.2",अधि-
6.2,मांसम्,--,मांस{नपुं;1;एक}/मांस{नपुं;2;एक}/मांस{पुं;2;एक},मांस{नपुं;2;एक},"कर्म,8.1","विशेषणम्,1.1#कर्म,8.1#विशेषणम्,2.1#कर्ता,8.1",मांस
7.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,8.1","सुप्_समुच्चय_द्योतकः,6.2#सम्बन्धः,6.2#समुच्चय_द्योतकः,8.1",और
8.1,(कुरुते),(कुरुते),कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},"समुच्चितः,4.1","समुच्चितः,4.1",करता_है
9.1,.,.,-,-,-,-,-
